Day,Rain,ActiveMode,ActiveNorm,ActiveModeCounterToInactiveNorm,InactiveModeCounterToActiveNorm,LocalCommute,CityCommute,DistantCommute,Subculture A,Subculture B,Subculture C,0,1,2,3
0,0,14171,14171,0,0,5466,7762,943,4060,0,10111,3500,3592,3539,3540
1,0,7120,14865,2458,10203,4930,2190,0,2932,449,3739,1052,1688,2561,1819
2,0,7185,347,7028,190,5004,2181,0,2888,448,3849,1164,1600,2604,1817
3,0,7111,374,6946,209,4976,2135,0,2858,438,3815,1127,1589,2557,1838
4,0,7121,407,6944,230,4979,2142,0,2861,436,3824,1132,1578,2568,1843
7,0,7146,349,6989,192,5045,2101,0,2838,475,3833,1142,1563,2563,1878
8,0,7082,353,6921,192,5002,2080,0,2829,476,3777,1131,1559,2533,1859
9,0,7044,312,6905,173,4973,2071,0,2810,470,3764,1106,1555,2512,1871
10,0,6989,276,6867,154,4969,2020,0,2819,457,3713,1104,1553,2465,1867
11,0,7023,313,6894,184,5021,2002,0,2784,513,3726,1100,1547,2498,1878
14,0,6973,336,6832,195,5032,1941,0,2791,518,3664,1075,1542,2438,1918
15,0,6936,295,6807,166,4982,1954,0,2773,500,3663,1087,1543,2425,1881
16,0,6992,290,6871,169,5065,1927,0,2792,533,3667,1121,1541,2411,1919
17,0,6888,278,6776,166,4997,1891,0,2753,529,3606,1071,1536,2386,1895
18,0,6916,274,6805,163,5031,1885,0,2763,525,3628,1070,1535,2362,1949
21,0,6890,255,6779,144,5007,1883,0,2773,536,3581,1053,1535,2362,1940
22,0,6830,265,6716,151,4973,1857,0,2722,550,3558,1018,1534,2373,1905
23,0,6837,239,6738,140,5000,1837,0,2752,539,3546,1045,1534,2324,1934
24,0,6826,243,6729,146,4992,1834,0,2725,550,3551,1039,1534,2310,1943
25,0,6861,246,6765,150,5014,1847,0,2776,541,3544,1041,1531,2321,1968
28,0,6799,244,6698,143,4970,1829,0,2703,573,3523,1004,1532,2323,1940
29,0,6778,220,6682,124,4957,1821,0,2713,557,3508,1005,1530,2296,1947
30,0,6787,237,6686,136,4970,1817,0,2689,592,3506,979,1530,2320,1958
31,0,6814,219,6723,128,5004,1810,0,2708,591,3515,995,1531,2314,1974
32,1,5037,236,4962,161,3339,1698,0,2041,266,2730,999,1220,1457,1361
35,0,6800,42,6781,23,5017,1783,0,2673,610,3517,982,1525,2297,1996
36,0,6738,217,6642,121,4955,1783,0,2674,583,3481,976,1524,2281,1957
37,0,6789,223,6691,125,4999,1790,0,2683,610,3496,988,1524,2308,1969
38,0,6751,230,6653,132,4965,1786,0,2679,604,3468,976,1521,2286,1968
39,0,6749,243,6643,137,4972,1777,0,2666,601,3482,974,1521,2269,1985
42,0,6770,221,6680,131,4999,1771,0,2672,624,3474,965,1519,2288,1998
43,0,6721,204,6637,120,4958,1763,0,2644,609,3468,955,1519,2279,1968
44,0,6694,226,6603,135,4935,1759,0,2635,592,3467,940,1519,2264,1971
45,0,6812,194,6721,103,5047,1765,0,2658,656,3498,954,1518,2299,2041
46,0,6697,229,6600,132,4942,1755,0,2634,599,3464,921,1518,2264,1994
49,0,6733,212,6642,121,4973,1760,0,2655,623,3455,930,1518,2271,2014
50,0,6704,211,6618,125,4945,1759,0,2642,616,3446,933,1517,2264,1990
51,0,6729,212,6639,122,4966,1763,0,2647,626,3456,957,1518,2262,1992
52,0,6732,201,6643,112,4979,1753,0,2652,637,3443,903,1518,2269,2042
53,0,6716,217,6615,116,4954,1762,0,2638,608,3470,949,1517,2269,1981
56,0,6718,204,6632,118,4970,1748,0,2624,645,3449,917,1517,2275,2009
57,0,6672,202,6585,115,4916,1756,0,2623,632,3417,916,1517,2268,1971
58,0,6766,202,6685,121,5011,1755,0,2638,647,3481,941,1517,2269,2039
59,0,6733,214,6634,115,4972,1761,0,2633,639,3461,936,1516,2262,2019
60,0,6736,206,6644,114,4978,1758,0,2646,637,3453,919,1517,2268,2032
63,0,6706,201,6624,119,4949,1757,0,2617,637,3452,926,1517,2252,2011
64,0,6752,226,6662,136,5002,1750,0,2631,681,3440,919,1517,2286,2030
65,0,6711,228,6611,128,4957,1754,0,2621,647,3443,895,1517,2273,2026
66,0,6689,216,6598,125,4947,1742,0,2594,657,3438,893,1517,2261,2018
67,1,4967,209,4906,148,3305,1662,0,1988,313,2666,894,1212,1462,1399
70,0,6692,36,6674,18,4960,1732,0,2604,658,3430,887,1514,2248,2043
71,0,6698,212,6607,121,4962,1736,0,2600,675,3423,884,1513,2278,2023
72,0,6713,207,6622,116,4962,1751,0,2607,664,3442,895,1514,2274,2030
73,1,4904,221,4844,161,3263,1641,0,1920,311,2673,881,1211,1448,1364
74,0,6707,23,6695,11,4984,1723,0,2572,695,3440,854,1509,2271,2073
77,1,4827,222,4764,159,3195,1632,0,1882,293,2652,869,1210,1431,1317
78,0,6668,33,6653,18,4943,1725,0,2570,681,3417,857,1506,2271,2034
79,0,6646,216,6555,125,4906,1740,0,2581,643,3422,885,1509,2245,2007
80,0,6689,208,6608,127,4953,1736,0,2597,684,3408,861,1509,2271,2048
81,0,6699,217,6610,128,4958,1741,0,2595,673,3431,882,1509,2262,2046
84,0,6681,222,6596,137,4947,1734,0,2577,667,3437,893,1509,2260,2019
85,0,6659,231,6562,134,4926,1733,0,2566,665,3428,871,1507,2251,2030
