Day,Rain,ActiveMode,ActiveNorm,ActiveModeCounterToInactiveNorm,InactiveModeCounterToActiveNorm,LocalCommute,CityCommute,DistantCommute,Subculture A,Subculture B,Subculture C,0,1,2,3
0,0,14139,14139,0,0,5416,7790,933,4153,0,9986,3358,3565,3544,3672
1,0,7099,13932,2790,9623,4972,2127,0,3007,473,3619,1038,1612,2594,1855
2,0,7082,314,6960,192,4994,2088,0,2927,499,3656,1057,1532,2580,1913
3,0,7099,325,6968,194,5023,2076,0,2932,508,3659,1090,1513,2582,1914
4,0,7012,334,6887,209,5011,2001,0,2895,542,3575,1074,1511,2494,1933
7,0,7004,290,6894,180,5071,1933,0,2874,589,3541,1054,1507,2460,1983
8,0,6871,295,6754,178,4993,1878,0,2835,562,3474,989,1505,2400,1977
9,0,6841,237,6747,143,4982,1859,0,2819,593,3429,982,1503,2380,1976
10,0,6765,233,6681,149,4935,1830,0,2782,621,3362,914,1501,2356,1994
11,0,6744,208,6670,134,4948,1796,0,2764,619,3361,933,1496,2331,1984
14,0,6731,204,6663,136,4945,1786,0,2745,638,3348,910,1496,2325,2000
15,0,6669,208,6595,134,4900,1769,0,2725,636,3308,859,1494,2287,2029
16,0,6706,205,6628,127,4936,1770,0,2726,652,3328,888,1493,2289,2036
17,0,6674,200,6601,127,4923,1751,0,2699,669,3306,848,1491,2300,2035
18,0,6695,196,6625,126,4950,1745,0,2712,689,3294,841,1490,2285,2079
21,1,4820,197,4769,146,3201,1619,0,1962,310,2548,802,1183,1463,1372
22,0,6597,26,6590,19,4881,1716,0,2655,679,3263,790,1481,2261,2065
23,0,6593,171,6538,116,4869,1724,0,2644,689,3260,799,1480,2275,2039
24,0,6555,154,6494,93,4842,1713,0,2629,666,3260,795,1479,2256,2025
25,0,6566,162,6509,105,4853,1713,0,2637,678,3251,800,1479,2256,2031
28,0,6553,173,6491,111,4844,1709,0,2626,703,3224,760,1479,2259,2055
29,0,6595,166,6541,112,4881,1714,0,2616,742,3237,776,1479,2270,2070
30,0,6567,159,6505,97,4864,1703,0,2629,722,3216,772,1479,2270,2046
31,0,6560,180,6496,116,4852,1708,0,2622,740,3198,765,1478,2273,2044
32,0,6553,167,6491,105,4853,1700,0,2604,718,3231,743,1478,2254,2078
35,0,6569,166,6520,117,4866,1703,0,2613,717,3239,742,1477,2247,2103
36,0,6557,188,6493,124,4852,1705,0,2584,749,3224,736,1476,2270,2075
37,1,4774,171,4733,130,3174,1600,0,1928,380,2466,724,1174,1469,1407
38,0,6533,23,6527,17,4846,1687,0,2579,757,3197,709,1476,2250,2098
