Day,Rain,ActiveMode,ActiveNorm,ActiveModeCounterToInactiveNorm,InactiveModeCounterToActiveNorm,LocalCommute,CityCommute,DistantCommute,Subculture A,Subculture B,Subculture C,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,0,74058,74058,0,0,20853,49436,3769,24642,24537,24879,3709,3709,3703,3689,3682,3716,3781,3721,3818,3709,3619,3715,3658,3733,3697,3685,3690,3696,3629,3699
1,0,42735,94159,15105,66529,23093,19642,0,14404,13727,14604,1557,753,3483,1480,2390,1489,4272,1237,651,1547,4315,4239,1389,1642,1126,2874,4358,1414,2063,456
2,0,43502,18073,35873,10444,23651,19851,0,14697,13868,14937,1478,1007,3361,1494,2372,1685,4120,1459,892,1445,4336,4072,1299,1754,1379,2918,4394,1294,1990,753
3,1,30567,19108,24784,13325,16682,13885,0,10298,9556,10713,646,925,1123,1165,2121,1014,3387,958,653,1031,3320,3289,1296,795,1218,2307,1811,1287,1627,594
4,0,41529,5347,39332,3150,23677,17852,0,14176,12659,14694,1533,917,2654,1446,2360,1757,4027,1442,845,1255,4279,4012,1284,2094,1314,2853,3693,1274,1847,643
7,0,41433,16653,34451,9671,23556,17877,0,14179,12583,14671,1406,922,2752,1400,2362,1752,4043,1420,872,1258,4239,4017,1285,1961,1327,2850,3792,1274,1838,663
8,1,31229,16323,25580,10674,17602,13627,0,10614,9535,11080,662,925,1086,1122,2293,1105,3524,1073,676,1016,3349,3419,1285,823,1293,2202,1890,1274,1597,615
9,0,39111,5759,36699,3347,23463,15648,0,13328,11784,13999,1461,922,1878,1308,2350,1764,4030,1424,862,1081,3993,3986,1282,2131,1332,2735,3045,1272,1611,644
10,0,38823,12994,33337,7508,23293,15530,0,13234,11627,13962,1233,924,1910,1279,2351,1761,4042,1423,880,1083,3942,3990,1282,2072,1340,2732,3063,1272,1582,662
11,0,38665,12721,33266,7322,23277,15388,0,13195,11573,13897,1237,922,1908,1269,2350,1761,4042,1422,895,1083,3903,3992,1282,2075,1342,2689,3055,1272,1504,662
14,0,38497,12499,33158,7160,23237,15260,0,13120,11487,13890,1236,923,1908,1255,2350,1761,4045,1420,907,1083,3858,3993,1282,2082,1341,2601,3049,1272,1467,664
15,0,38515,12392,33184,7061,23291,15224,0,13161,11474,13880,1236,922,1908,1236,2350,1761,4045,1419,923,1083,3824,3996,1282,2086,1340,2649,3047,1272,1471,665
16,0,38500,12399,33182,7081,23261,15239,0,13171,11439,13890,1237,922,1908,1225,2349,1761,4045,1419,939,1083,3796,3998,1282,2091,1340,2651,3039,1272,1477,666
17,1,32448,12311,27945,7808,19251,13197,0,11130,9839,11479,679,922,1033,1078,2280,1131,4019,1064,721,1009,3449,3947,1282,850,1340,2041,2365,1272,1332,634
18,0,38125,6913,35154,3942,23275,14850,0,13023,11339,13763,1248,922,1870,1183,2349,1785,4045,1428,953,1079,3696,3998,1282,2149,1338,2564,2912,1272,1392,660
21,0,38067,11759,33006,6698,23256,14811,0,13009,11308,13750,1241,923,1882,1178,2349,1783,4045,1427,956,1079,3684,4000,1282,2128,1339,2537,2925,1272,1369,668
22,0,38066,11750,32979,6663,23246,14820,0,13000,11279,13787,1242,923,1881,1167,2349,1783,4047,1427,959,1079,3673,4001,1282,2130,1340,2531,2919,1272,1393,668
23,0,37982,11658,32960,6636,23233,14749,0,12967,11291,13724,1245,923,1881,1161,2349,1783,4047,1427,962,1079,3658,4002,1282,2131,1339,2482,2913,1272,1378,668
24,0,37978,11573,32968,6563,23271,14707,0,12968,11263,13747,1247,923,1881,1157,2349,1783,4047,1427,970,1079,3642,4002,1282,2136,1340,2519,2906,1272,1348,668
25,0,37894,11570,32918,6594,23248,14646,0,12944,11241,13709,1249,922,1881,1153,2349,1783,4047,1427,976,1079,3630,4004,1282,2137,1341,2462,2903,1272,1328,669
28,1,32278,11476,28002,7200,19286,12992,0,11060,9788,11430,681,921,1031,1032,2279,1133,4039,1048,738,1008,3371,3976,1282,869,1339,1951,2402,1272,1268,638
