Day,Rain,ActiveMode,ActiveNorm,ActiveModeCounterToInactiveNorm,InactiveModeCounterToActiveNorm,LocalCommute,CityCommute,DistantCommute,Subculture A,Subculture B,Subculture C,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,0,74426,74426,0,0,20911,49805,3710,24727,24974,24725,3783,3694,3723,3741,3752,3669,3644,3692,3645,3696,3756,3820,3724,3705,3668,3756,3734,3770,3713,3741
1,0,42752,93913,15064,66225,23164,19588,0,14268,13965,14519,1579,710,3500,1528,2292,1481,4177,1213,625,1549,4359,4310,1352,1684,1086,2909,4460,1424,2079,435
2,0,43441,16719,36261,9539,23597,19844,0,14532,14080,14829,1502,947,3340,1528,2281,1676,4041,1417,890,1449,4397,4133,1250,1752,1315,2944,4499,1303,2019,758
3,1,30375,17722,24966,12313,16613,13762,0,10169,9612,10594,679,885,1062,1144,2029,985,3292,959,641,1055,3398,3323,1244,863,1164,2304,1819,1298,1643,588
4,0,41305,4939,39251,2885,23614,17691,0,13996,12729,14580,1549,866,2591,1458,2262,1791,3957,1413,827,1275,4310,4067,1232,2086,1252,2811,3774,1285,1855,644
7,0,41217,15175,34703,8661,23471,17746,0,13987,12653,14577,1449,872,2691,1392,2265,1788,3974,1403,855,1279,4263,4072,1234,1954,1273,2841,3839,1285,1834,654
8,1,30983,15002,25708,9727,17480,13503,0,10416,9604,10963,688,871,1040,1116,2200,1075,3454,1067,662,1033,3402,3462,1234,894,1230,2226,1922,1285,1519,603
9,0,38955,5446,36610,3101,23359,15596,0,13203,11874,13878,1488,866,1824,1298,2260,1799,3968,1419,842,1107,4029,4052,1232,2104,1272,2730,3121,1285,1620,639
10,0,38696,12312,33356,6972,23228,15468,0,13140,11708,13848,1286,867,1867,1276,2263,1799,3980,1413,865,1107,3978,4053,1232,2047,1269,2731,3145,1285,1583,650
11,0,38515,12021,33255,6761,23221,15294,0,13075,11651,13789,1288,866,1865,1262,2262,1801,3981,1414,873,1107,3930,4053,1232,2055,1271,2660,3127,1284,1534,650
14,0,38417,11821,33223,6627,23201,15216,0,13018,11578,13821,1289,866,1865,1250,2262,1801,3982,1416,890,1107,3900,4053,1232,2057,1270,2642,3124,1284,1477,650
15,0,38378,11757,33219,6598,23202,15176,0,13025,11548,13805,1289,865,1865,1236,2261,1801,3983,1416,899,1107,3873,4054,1232,2058,1270,2649,3120,1284,1464,652
16,0,38339,11697,33181,6539,23235,15104,0,13015,11529,13795,1291,867,1865,1230,2261,1801,3983,1416,918,1107,3839,4056,1232,2063,1270,2606,3111,1284,1486,653
17,1,32282,11495,27990,7203,19234,13048,0,11008,9896,11378,713,866,1012,1087,2189,1126,3957,1071,700,1018,3436,3996,1232,911,1270,2045,2400,1284,1355,614
18,0,37938,6564,35043,3669,23239,14699,0,12893,11391,13654,1305,866,1821,1189,2259,1814,3983,1421,921,1104,3714,4050,1230,2135,1270,2511,2990,1284,1422,649
21,0,37863,11045,33058,6240,23202,14661,0,12842,11379,13642,1295,865,1836,1179,2259,1814,3984,1418,931,1103,3690,4057,1231,2105,1270,2495,2995,1284,1398,654
22,0,37844,10910,33081,6147,23201,14643,0,12846,11364,13634,1297,866,1836,1169,2259,1814,3984,1418,936,1103,3672,4057,1231,2106,1270,2521,2991,1284,1374,656
23,0,37769,10898,32977,6106,23187,14582,0,12816,11327,13626,1297,865,1836,1153,2259,1814,3984,1418,941,1103,3656,4058,1230,2107,1270,2493,2986,1283,1360,656
24,0,37762,10825,33044,6107,23179,14583,0,12826,11329,13607,1297,865,1836,1148,2259,1814,3984,1418,951,1103,3642,4058,1230,2111,1270,2474,2983,1283,1380,656
25,0,37673,10657,32995,5979,23184,14489,0,12799,11303,13571,1298,866,1836,1143,2259,1814,3984,1418,952,1103,3625,4059,1230,2113,1270,2440,2975,1283,1348,657
28,1,32036,10729,28001,6694,19307,12729,0,10901,9800,11335,714,866,1011,1039,2182,1129,3978,1064,725,1017,3345,4012,1230,933,1270,1916,2442,1283,1259,621
29,0,37463,6299,34694,3530,23205,14258,0,12697,11239,13527,1308,866,1815,1121,2259,1830,3983,1424,955,1102,3555,4057,1228,2167,1270,2380,2906,1281,1302,654
30,0,37443,10428,32897,5882,23172,14271,0,12666,11239,13538,1300,866,1824,1118,2259,1829,3984,1421,958,1101,3546,4061,1230,2147,1270,2344,2911,1282,1335,657
31,1,31840,10374,27935,6469,19211,12629,0,10871,9701,11268,710,865,1010,1026,2180,1135,3977,1062,730,1016,3307,4011,1230,928,1270,1842,2420,1282,1219,620
32,1,31717,6097,29308,3688,19188,12529,0,10825,9648,11244,723,865,1008,1015,2170,1147,3977,1063,730,1013,3292,4005,1228,955,1270,1786,2366,1282,1206,616
35,0,36077,5927,33467,3317,23023,13054,0,12184,10960,12933,1300,866,1112,1060,2249,1830,3983,1423,936,1019,3399,4023,1228,2173,1270,2284,2737,1282,1253,650
36,0,35769,9081,31962,5274,22830,12939,0,12082,10892,12795,1054,867,1116,1053,2249,1830,3982,1420,940,1019,3393,4024,1228,2155,1270,2251,2737,1282,1246,653
37,0,35804,8887,32038,5121,22859,12945,0,12087,10878,12839,1059,867,1116,1051,2249,1830,3982,1420,941,1019,3385,4024,1228,2155,1270,2292,2735,1282,1248,651
38,0,35777,8804,32034,5061,22863,12914,0,12086,10883,12808,1059,867,1116,1049,2249,1830,3982,1420,943,1019,3379,4025,1228,2155,1270,2284,2735,1282,1234,651
39,0,35798,8843,32042,5087,22870,12928,0,12067,10883,12848,1060,867,1116,1046,2249,1830,3982,1420,944,1019,3376,4027,1228,2155,1270,2284,2732,1282,1260,651
42,0,35763,8807,31999,5043,22828,12935,0,12058,10880,12825,1060,867,1116,1044,2249,1830,3982,1420,944,1019,3373,4034,1228,2156,1270,2226,2731,1282,1281,651
43,0,35812,8781,32079,5048,22881,12931,0,12082,10873,12857,1060,866,1116,1040,2249,1830,3982,1420,945,1019,3367,4039,1228,2156,1270,2308,2731,1282,1254,650
44,0,35757,8831,31980,5054,22861,12896,0,12066,10876,12815,1060,867,1116,1036,2249,1830,3982,1420,946,1019,3366,4045,1228,2156,1270,2268,2728,1282,1239,650
45,0,35695,8806,31954,5065,22854,12841,0,12032,10865,12798,1061,867,1116,1032,2249,1830,3982,1420,951,1019,3361,4046,1228,2156,1270,2212,2725,1282,1238,650
46,0,35709,8698,31993,4982,22854,12855,0,12041,10877,12791,1061,867,1116,1029,2249,1830,3982,1420,951,1019,3355,4046,1228,2157,1270,2245,2725,1282,1227,650
49,0,35685,8689,31971,4975,22837,12848,0,12043,10842,12800,1061,866,1116,1028,2249,1830,3982,1420,953,1019,3353,4047,1228,2158,1270,2207,2723,1282,1243,650
50,0,35686,8720,31967,5001,22864,12822,0,12044,10851,12791,1063,866,1116,1025,2249,1830,3982,1420,954,1019,3348,4048,1228,2158,1270,2247,2722,1282,1209,650
51,0,35653,8703,31941,4991,22853,12800,0,12005,10868,12780,1063,867,1116,1023,2249,1830,3982,1420,953,1019,3342,4048,1228,2158,1270,2229,2722,1282,1202,650
52,0,35658,8660,31950,4952,22864,12794,0,12036,10822,12800,1063,867,1116,1021,2249,1830,3982,1420,952,1019,3339,4049,1228,2158,1270,2225,2722,1282,1216,650
53,0,35654,8671,31954,4971,22873,12781,0,12035,10853,12766,1063,867,1116,1020,2249,1830,3982,1420,955,1019,3336,4050,1228,2157,1270,2238,2722,1282,1200,650
56,0,35668,8649,31965,4946,22876,12792,0,12031,10855,12782,1063,866,1116,1015,2249,1830,3982,1420,954,1019,3327,4052,1228,2159,1270,2233,2721,1282,1232,650
57,0,35599,8652,31932,4985,22837,12762,0,12000,10847,12752,1063,867,1116,1012,2249,1830,3982,1420,955,1019,3319,4052,1228,2160,1270,2207,2721,1282,1197,650
58,0,35572,8584,31931,4943,22821,12751,0,12000,10833,12739,1064,867,1116,1009,2249,1830,3982,1420,957,1019,3318,4052,1228,2160,1270,2180,2720,1282,1199,650
59,0,35628,8631,31955,4958,22868,12760,0,12024,10833,12771,1065,866,1116,1008,2249,1830,3982,1420,956,1019,3314,4052,1228,2162,1270,2208,2718,1282,1233,650
60,0,35621,8580,31961,4920,22884,12737,0,12033,10837,12751,1065,866,1116,1007,2249,1830,3982,1420,956,1019,3309,4052,1228,2162,1270,2205,2718,1282,1235,650
63,0,35580,8612,31903,4935,22860,12720,0,11977,10843,12760,1065,866,1116,1005,2249,1830,3982,1420,956,1019,3301,4052,1228,2162,1270,2210,2716,1282,1201,650
64,0,35562,8532,31914,4884,22843,12719,0,11979,10847,12736,1065,867,1116,1003,2249,1830,3982,1420,956,1019,3296,4052,1228,2162,1270,2220,2714,1282,1181,650
65,1,31526,8574,28233,5281,19247,12279,0,10709,9619,11198,738,866,1008,961,2185,1130,3981,1052,734,1012,3179,4047,1228,946,1270,1727,2423,1282,1139,618
66,0,35535,5804,32990,3259,22857,12678,0,11961,10818,12756,1069,867,1116,996,2249,1835,3981,1420,957,1019,3279,4052,1228,2187,1270,2174,2714,1282,1191,649
67,0,35528,8528,31883,4883,22871,12657,0,11990,10822,12716,1069,866,1116,996,2249,1835,3981,1420,956,1018,3276,4052,1228,2176,1270,2175,2715,1282,1198,650
70,0,35514,8554,31861,4901,22850,12664,0,11981,10804,12729,1069,866,1116,993,2249,1835,3981,1420,956,1018,3276,4052,1228,2177,1270,2163,2715,1282,1198,650
71,0,35501,8492,31877,4868,22840,12661,0,11980,10809,12712,1069,866,1116,993,2249,1835,3981,1420,956,1018,3270,4052,1228,2177,1270,2174,2714,1282,1181,650
72,0,35531,8491,31889,4849,22865,12666,0,11976,10817,12738,1069,867,1116,990,2249,1835,3981,1420,956,1018,3268,4052,1228,2177,1270,2206,2714,1282,1183,650
73,0,35459,8494,31842,4877,22825,12634,0,11964,10785,12710,1069,867,1116,988,2249,1835,3981,1420,956,1018,3265,4052,1228,2176,1270,2148,2712,1282,1178,649
74,0,35473,8450,31884,4861,22834,12639,0,11966,10791,12716,1069,867,1116,986,2249,1835,3980,1420,956,1018,3261,4052,1228,2176,1270,2161,2710,1282,1188,649
77,0,35455,8477,31834,4856,22827,12628,0,11949,10804,12702,1069,867,1116,985,2249,1835,3980,1420,956,1018,3260,4052,1228,2177,1270,2167,2708,1282,1167,649
78,0,35476,8423,31874,4821,22838,12638,0,11968,10801,12707,1069,866,1116,983,2249,1835,3980,1420,956,1018,3260,4052,1228,2177,1270,2160,2708,1282,1198,649
79,0,35506,8420,31889,4803,22869,12637,0,11959,10811,12736,1069,867,1116,982,2249,1835,3980,1420,956,1018,3258,4052,1228,2177,1270,2196,2708,1282,1194,649
80,0,35448,8453,31829,4834,22833,12615,0,11939,10799,12710,1069,867,1116,981,2249,1835,3980,1420,956,1018,3253,4052,1228,2178,1270,2157,2708,1282,1180,649
81,0,35433,8382,31856,4805,22836,12597,0,11951,10793,12689,1069,867,1116,979,2249,1835,3980,1420,956,1018,3252,4052,1228,2178,1270,2167,2707,1282,1159,649
84,1,31375,8396,28153,5174,19217,12158,0,10653,9579,11143,744,867,1008,944,2185,1128,3978,1055,735,1011,3144,4047,1228,953,1270,1629,2418,1282,1132,617
85,0,35415,5633,32940,3158,22835,12580,0,11936,10795,12684,1069,866,1116,975,2249,1839,3979,1420,956,1018,3238,4052,1228,2192,1270,2145,2707,1282,1167,647
86,0,35398,8365,31805,4772,22849,12549,0,11926,10796,12676,1069,868,1116,977,2249,1839,3980,1420,956,1018,3238,4052,1228,2184,1270,2156,2707,1282,1141,648
87,0,35427,8362,31850,4785,22838,12589,0,11946,10783,12698,1069,868,1116,977,2249,1839,3980,1420,956,1018,3237,4052,1228,2185,1270,2163,2707,1282,1163,648
88,0,35411,8376,31818,4783,22872,12539,0,11934,10796,12681,1069,867,1116,977,2249,1839,3980,1420,956,1018,3235,4052,1228,2185,1270,2142,2707,1282,1171,648
91,1,31258,8375,28091,5208,19168,12090,0,10585,9559,11114,745,868,1008,938,2185,1126,3979,1053,735,1011,3120,4048,1228,943,1270,1614,2415,1282,1074,616
92,0,35380,5532,32954,3106,22842,12538,0,11917,10782,12681,1069,868,1116,975,2249,1840,3979,1420,956,1018,3227,4052,1228,2195,1270,2124,2704,1282,1162,646
93,0,35404,8396,31808,4800,22843,12561,0,11945,10773,12686,1069,868,1116,973,2249,1840,3980,1420,956,1018,3229,4052,1228,2189,1270,2142,2701,1282,1174,648
94,0,35388,8299,31838,4749,22848,12540,0,11930,10772,12686,1069,868,1116,974,2249,1840,3980,1420,956,1018,3227,4052,1228,2189,1270,2139,2701,1282,1162,648
