Day,Rain,ActiveMode,ActiveNorm,ActiveModeCounterToInactiveNorm,InactiveModeCounterToActiveNorm,LocalCommute,CityCommute,DistantCommute,Subculture A,Subculture B,Subculture C,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,0,74212,74212,0,0,20801,49611,3800,24813,24668,24731,3736,3703,3666,3748,3606,3680,3759,3578,3718,3712,3788,3698,3663,3759,3801,3747,3725,3612,3783,3730
1,0,42832,93968,15083,66219,23254,19578,0,14438,13867,14527,1581,699,3460,1495,2331,1529,4307,1105,610,1538,4464,4255,1388,1665,1174,2971,4415,1333,2070,442
2,0,43467,17226,36071,9830,23632,19835,0,14638,14034,14795,1478,958,3302,1490,2321,1681,4130,1335,858,1410,4511,4097,1286,1759,1428,2956,4442,1224,2049,752
3,1,30493,18152,24876,12535,16735,13758,0,10306,9628,10559,703,877,1089,1158,2049,989,3332,918,623,1022,3495,3294,1282,846,1270,2291,1795,1221,1659,580
4,0,41426,5284,39193,3051,23675,17751,0,14128,12758,14540,1531,858,2598,1468,2304,1792,4022,1303,799,1227,4442,4038,1265,2036,1365,2870,3696,1210,1954,648
7,0,41322,15711,34613,9002,23573,17749,0,14109,12658,14555,1430,866,2685,1398,2306,1783,4044,1302,821,1229,4397,4044,1269,1930,1381,2874,3782,1212,1904,665
8,1,31174,15573,25677,10076,17688,13486,0,10636,9598,10940,721,865,1057,1116,2241,1086,3460,1013,647,1012,3489,3461,1266,871,1337,2261,1887,1212,1555,617
9,0,39040,5669,36577,3206,23452,15588,0,13272,11910,13858,1456,859,1850,1321,2302,1808,4036,1307,806,1092,4174,4008,1262,2044,1383,2703,3057,1210,1713,649
10,0,38881,12963,33252,7334,23328,15553,0,13285,11748,13848,1276,862,1889,1293,2304,1807,4045,1307,829,1094,4130,4011,1262,1997,1384,2756,3087,1211,1675,662
11,0,38766,12684,33198,7116,23349,15417,0,13240,11714,13812,1277,861,1889,1280,2303,1807,4047,1309,841,1094,4080,4013,1262,2005,1383,2748,3077,1211,1616,663
14,0,38711,12595,33154,7038,23323,15388,0,13251,11666,13794,1277,860,1889,1267,2302,1807,4051,1310,859,1094,4046,4015,1262,2007,1387,2686,3072,1211,1646,663
15,0,38644,12503,33117,6976,23330,15314,0,13179,11638,13827,1276,858,1889,1251,2302,1807,4052,1310,873,1094,4021,4021,1262,2012,1384,2712,3072,1211,1575,662
16,0,38548,12432,33092,6976,23320,15228,0,13155,11614,13779,1277,859,1889,1245,2301,1807,4053,1308,890,1094,3998,4025,1262,2015,1383,2667,3066,1211,1536,662
17,1,32544,12325,27936,7717,19422,13122,0,11176,9992,11376,736,859,1021,1081,2224,1133,4016,1001,694,1007,3591,3969,1262,903,1382,2096,2341,1211,1385,632
18,0,38183,7019,35097,3933,23343,14840,0,13022,11520,13641,1285,856,1849,1212,2301,1818,4056,1314,897,1093,3881,4026,1262,2083,1382,2573,2929,1209,1503,654
21,0,38157,11833,33013,6689,23335,14822,0,13023,11522,13612,1276,859,1860,1198,2300,1818,4057,1313,903,1093,3866,4030,1262,2065,1382,2567,2925,1209,1510,664
22,0,38121,11706,32991,6576,23335,14786,0,13018,11486,13617,1279,858,1860,1192,2300,1818,4057,1313,911,1093,3845,4030,1262,2065,1382,2560,2918,1209,1506,663
23,0,38056,11688,32947,6579,23337,14719,0,12990,11460,13606,1278,859,1860,1185,2300,1818,4058,1312,923,1093,3834,4030,1262,2066,1382,2523,2914,1209,1485,665
