Day,Rain,ActiveMode,ActiveNorm,ActiveModeCounterToInactiveNorm,InactiveModeCounterToActiveNorm,LocalCommute,CityCommute,DistantCommute,Subculture A,Subculture B,Subculture C,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,0,74490,74490,0,0,20926,49924,3640,24952,24996,24542,3752,3785,3663,3702,3666,3669,3752,3829,3694,3694,3762,3715,3710,3719,3769,3777,3729,3734,3684,3685
1,0,43097,96101,14705,67709,23380,19717,0,14540,13957,14600,1633,743,3439,1436,2388,1487,4238,1223,607,1564,4470,4221,1428,1673,1155,3013,4469,1418,2079,413
2,0,43798,18319,35974,10495,23775,20023,0,14836,14070,14892,1549,989,3291,1432,2378,1696,4095,1483,843,1440,4498,4071,1316,1765,1409,3001,4516,1282,2035,709
3,1,30802,19102,24974,13274,16813,13989,0,10415,9709,10678,765,912,1077,1071,2069,1013,3360,998,642,1062,3489,3308,1310,843,1227,2350,1865,1275,1623,543
4,0,41678,5357,39376,3055,23817,17861,0,14264,12748,14666,1598,901,2585,1371,2362,1799,3997,1449,792,1267,4424,4027,1294,2095,1319,2968,3745,1264,1832,589
7,0,41585,16026,34748,9189,23627,17958,0,14240,12714,14631,1517,906,2688,1293,2364,1789,4008,1428,821,1266,4384,4030,1301,1973,1334,2945,3849,1265,1811,613
8,1,31472,15996,25831,10355,17807,13665,0,10658,9670,11144,778,907,1032,1026,2284,1107,3504,1115,668,1040,3482,3479,1301,882,1286,2243,1986,1265,1533,554
9,0,39257,5661,36781,3185,23576,15681,0,13363,11858,14036,1542,903,1758,1208,2358,1816,4003,1443,810,1117,4123,4000,1293,2115,1339,2810,3128,1262,1641,588
10,0,39010,12727,33557,7274,23444,15566,0,13292,11743,13975,1368,906,1796,1171,2359,1813,4013,1442,835,1119,4063,4004,1293,2069,1342,2810,3162,1262,1584,599
11,0,38946,12423,33536,7013,23428,15518,0,13277,11703,13966,1372,906,1796,1157,2358,1816,4016,1440,844,1119,4024,4004,1294,2072,1340,2801,3146,1262,1578,601
14,0,38879,12354,33491,6966,23438,15441,0,13266,11645,13968,1372,907,1796,1148,2358,1816,4018,1443,859,1119,3996,4004,1294,2073,1341,2789,3135,1262,1547,602
15,0,38830,12286,33491,6947,23427,15403,0,13268,11609,13953,1371,906,1796,1139,2357,1816,4017,1444,875,1119,3971,4003,1293,2078,1340,2759,3129,1262,1552,603
16,0,38678,12152,33360,6834,23396,15282,0,13183,11568,13927,1371,905,1796,1120,2358,1816,4018,1444,889,1119,3941,4008,1294,2082,1341,2718,3119,1262,1474,603
17,1,32791,12037,28262,7508,19447,13344,0,11218,10003,11570,796,905,990,966,2279,1154,3980,1123,708,1036,3563,3958,1294,911,1341,2150,2461,1262,1344,570
18,0,38333,6671,35379,3717,23416,14917,0,13085,11453,13795,1378,901,1756,1077,2355,1842,4020,1448,895,1117,3837,4008,1293,2147,1338,2636,2992,1262,1437,594
21,0,38278,11594,33247,6563,23418,14860,0,13094,11435,13749,1370,903,1771,1071,2356,1840,4021,1448,903,1117,3826,4013,1293,2123,1340,2598,2992,1262,1429,602
22,0,38236,11495,33188,6447,23406,14830,0,13028,11439,13769,1370,903,1771,1061,2356,1840,4021,1449,906,1117,3803,4013,1293,2122,1339,2612,2986,1261,1410,603
23,0,38170,11405,33192,6427,23400,14770,0,13030,11378,13762,1370,903,1771,1057,2356,1840,4022,1449,907,1117,3779,4013,1293,2126,1339,2595,2980,1261,1389,603
24,0,38177,11363,33200,6386,23407,14770,0,13010,11425,13742,1370,903,1771,1048,2355,1840,4022,1449,915,1117,3759,4013,1293,2128,1339,2608,2976,1261,1407,603
25,0,38100,11220,33177,6297,23381,14719,0,12980,11384,13736,1370,903,1771,1043,2355,1840,4022,1448,918,1117,3748,4013,1293,2128,1339,2558,2972,1260,1399,603
28,1,32491,11266,28266,7041,19509,12982,0,11063,9951,11477,799,903,988,937,2274,1164,4012,1100,724,1037,3456,3977,1293,915,1339,1989,2489,1260,1264,571
29,0,37905,6452,35041,3588,23415,14490,0,12940,11302,13663,1377,902,1747,1030,2354,1852,4022,1450,927,1116,3675,4013,1293,2167,1336,2497,2931,1260,1361,595
30,0,37858,10961,33129,6232,23361,14497,0,12920,11272,13666,1373,903,1758,1021,2355,1849,4022,1449,929,1116,3674,4013,1293,2147,1339,2489,2926,1260,1339,603
31,1,32365,10969,28256,6860,19471,12894,0,11026,9880,11459,799,903,984,924,2273,1163,4013,1097,736,1036,3422,3976,1293,930,1339,1922,2472,1260,1251,572
32,1,32193,6367,29694,3868,19408,12785,0,10956,9784,11453,799,903,982,919,2261,1178,4013,1100,738,1034,3393,3975,1293,954,1336,1896,2424,1260,1174,561
35,0,36553,6176,33881,3504,23214,13339,0,12421,11057,13075,1359,903,1093,968,2336,1852,4022,1453,910,1039,3514,3984,1293,2166,1336,2416,2773,1260,1282,594
36,0,36248,9570,32233,5555,23010,13238,0,12343,10975,12930,1103,903,1096,965,2337,1852,4022,1449,914,1039,3506,3983,1293,2151,1337,2376,2776,1260,1289,597
37,0,36205,9292,32301,5388,22997,13208,0,12288,10975,12942,1103,903,1096,963,2336,1852,4023,1450,917,1039,3498,3983,1293,2153,1336,2356,2774,1260,1273,597
38,0,36219,9223,32289,5293,23035,13184,0,12294,10968,12957,1103,903,1096,961,2336,1852,4023,1450,917,1039,3490,3984,1293,2153,1336,2383,2771,1260,1270,599
39,0,36222,9207,32316,5301,23053,13169,0,12295,10957,12970,1103,903,1096,961,2336,1852,4023,1450,918,1039,3485,3991,1293,2153,1336,2388,2768,1260,1268,599
42,0,36175,9197,32279,5301,23005,13170,0,12296,10955,12924,1103,903,1096,955,2337,1852,4023,1450,918,1039,3482,3994,1293,2153,1336,2375,2767,1260,1240,599
43,0,36176,9127,32286,5237,23024,13152,0,12283,10952,12941,1103,903,1096,951,2337,1852,4023,1450,920,1039,3477,3998,1293,2152,1336,2379,2764,1260,1244,599
44,0,36177,9116,32290,5229,23036,13141,0,12283,10956,12938,1103,903,1096,950,2337,1852,4023,1450,923,1039,3469,4000,1293,2153,1336,2354,2763,1260,1274,599
45,0,36119,9184,32236,5301,23022,13097,0,12270,10934,12915,1105,903,1096,948,2337,1852,4023,1450,926,1039,3462,4001,1293,2154,1336,2345,2762,1260,1228,599
46,0,36147,9127,32268,5248,23058,13089,0,12263,10955,12929,1107,903,1096,948,2339,1852,4023,1449,927,1039,3456,4003,1293,2153,1336,2359,2762,1260,1243,599
49,0,36127,9080,32264,5217,23021,13106,0,12265,10952,12910,1108,903,1096,947,2339,1852,4023,1449,926,1039,3453,4004,1293,2153,1336,2351,2760,1260,1236,599
50,0,36084,9116,32218,5250,23007,13077,0,12264,10925,12895,1110,903,1096,945,2339,1852,4023,1449,929,1039,3445,4004,1293,2153,1336,2309,2760,1260,1240,599
51,0,36062,9073,32196,5207,23032,13030,0,12259,10907,12896,1112,903,1096,943,2339,1852,4023,1449,931,1039,3436,4005,1293,2155,1336,2304,2759,1260,1228,599
52,0,36081,9028,32252,5199,23043,13038,0,12237,10936,12908,1113,903,1096,938,2339,1852,4022,1449,928,1039,3427,4007,1293,2155,1337,2331,2758,1260,1235,599
53,0,36088,9036,32256,5204,23058,13030,0,12277,10931,12880,1115,903,1096,938,2339,1852,4022,1449,931,1039,3421,4007,1293,2156,1337,2318,2757,1260,1256,599
56,0,36059,9060,32211,5212,23023,13036,0,12253,10912,12894,1115,903,1096,933,2339,1852,4022,1449,931,1039,3419,4007,1293,2157,1337,2326,2757,1260,1225,599
57,0,36071,8994,32239,5162,23035,13036,0,12240,10927,12904,1116,903,1096,933,2339,1852,4022,1449,931,1039,3416,4008,1293,2157,1337,2329,2755,1260,1237,599
58,0,36059,9041,32187,5169,23033,13026,0,12254,10907,12898,1116,903,1096,933,2339,1852,4022,1449,929,1039,3412,4008,1293,2158,1337,2320,2754,1260,1240,599
59,0,35997,9049,32131,5183,23003,12994,0,12244,10886,12867,1116,903,1096,930,2339,1852,4022,1449,928,1039,3406,4008,1293,2158,1337,2288,2754,1260,1220,599
60,0,36001,8991,32181,5171,23028,12973,0,12233,10894,12874,1116,903,1096,930,2339,1852,4022,1449,928,1039,3402,4008,1293,2158,1337,2275,2754,1260,1241,599
63,0,35949,8954,32143,5148,22984,12965,0,12209,10895,12845,1116,903,1096,928,2339,1852,4022,1449,927,1039,3397,4008,1293,2159,1337,2270,2753,1260,1202,599
64,0,35970,8961,32161,5152,23024,12946,0,12217,10885,12868,1116,903,1096,925,2339,1852,4022,1449,927,1039,3395,4008,1293,2159,1337,2306,2753,1260,1192,599
65,1,31986,8912,28591,5517,19459,12527,0,10892,9770,11324,831,903,985,868,2278,1166,4021,1087,741,1034,3272,4005,1293,927,1337,1763,2481,1260,1162,572
66,0,35972,5916,33389,3333,23017,12955,0,12229,10889,12854,1119,903,1096,922,2339,1855,4021,1451,928,1039,3381,4008,1293,2183,1337,2275,2757,1260,1208,597
67,0,35987,8879,32203,5095,23043,12944,0,12238,10880,12869,1119,902,1096,922,2339,1855,4021,1450,928,1039,3378,4008,1293,2174,1337,2300,2756,1260,1211,599
70,0,35909,8947,32108,5146,23015,12894,0,12198,10869,12842,1119,902,1096,921,2339,1855,4021,1450,927,1039,3373,4008,1293,2175,1337,2264,2754,1260,1177,599
71,0,35910,8931,32130,5151,23008,12902,0,12203,10868,12839,1119,902,1096,918,2339,1855,4020,1450,927,1039,3373,4009,1293,2175,1337,2253,2752,1260,1194,599
72,0,35974,8884,32201,5111,23040,12934,0,12214,10889,12871,1119,902,1096,916,2339,1855,4020,1450,927,1039,3371,4009,1293,2176,1337,2301,2752,1260,1213,599
73,0,35910,8935,32095,5120,23018,12892,0,12205,10887,12818,1119,902,1096,914,2339,1855,4020,1450,927,1039,3369,4009,1293,2177,1337,2276,2751,1260,1178,599
74,0,35949,8923,32151,5125,23018,12931,0,12220,10882,12847,1119,902,1096,914,2339,1855,4020,1450,927,1039,3364,4009,1293,2177,1337,2261,2750,1260,1238,599
77,0,35927,8953,32089,5115,23040,12887,0,12202,10882,12843,1119,902,1096,913,2339,1855,4020,1450,927,1039,3362,4009,1293,2178,1337,2280,2748,1260,1201,599
78,0,35888,8945,32106,5163,22999,12889,0,12191,10873,12824,1119,902,1096,912,2339,1855,4020,1449,927,1039,3361,4009,1293,2178,1337,2231,2747,1260,1215,599
79,0,35878,8893,32111,5126,23001,12877,0,12185,10879,12814,1119,902,1096,911,2339,1855,4020,1449,927,1039,3361,4009,1293,2178,1337,2266,2747,1260,1171,599
80,0,35896,8918,32117,5139,23016,12880,0,12188,10879,12829,1119,902,1096,910,2339,1855,4020,1449,927,1039,3360,4009,1293,2179,1337,2258,2747,1260,1198,599
81,0,35896,8898,32155,5157,23014,12882,0,12205,10882,12809,1119,902,1096,909,2339,1855,4020,1449,927,1039,3358,4009,1293,2179,1337,2272,2745,1260,1189,599
84,1,31868,8924,28448,5504,19435,12433,0,10841,9742,11285,831,902,983,860,2280,1167,4019,1084,742,1034,3254,4006,1293,926,1337,1740,2470,1260,1108,572
85,0,35924,5798,33371,3245,23026,12898,0,12182,10879,12863,1119,902,1096,909,2339,1856,4020,1449,927,1039,3349,4009,1293,2192,1337,2275,2749,1260,1208,596
86,0,35860,8918,32079,5137,23001,12859,0,12185,10866,12809,1119,902,1096,908,2339,1856,4020,1449,927,1039,3344,4009,1293,2185,1337,2228,2748,1260,1202,599
87,0,35908,8936,32127,5155,23028,12880,0,12201,10885,12822,1119,902,1096,908,2339,1856,4020,1449,927,1039,3344,4009,1293,2185,1337,2279,2748,1260,1199,599
88,0,35852,8853,32098,5099,23005,12847,0,12192,10841,12819,1119,902,1096,908,2339,1856,4020,1449,927,1039,3342,4009,1293,2185,1337,2246,2748,1260,1178,599
91,1,31848,8863,28479,5494,19422,12426,0,10833,9726,11289,831,902,983,859,2279,1168,4019,1083,742,1034,3227,4006,1293,922,1337,1719,2475,1260,1137,572
92,0,35828,5869,33280,3321,22997,12831,0,12158,10856,12814,1120,903,1096,903,2339,1857,4019,1450,927,1039,3331,4009,1293,2196,1337,2235,2747,1260,1171,596
93,0,35874,8868,32113,5107,23019,12855,0,12190,10876,12808,1119,902,1096,901,2339,1857,4019,1450,927,1039,3333,4009,1293,2189,1337,2262,2747,1260,1196,599
94,0,35828,8800,32091,5063,23001,12827,0,12182,10847,12799,1119,902,1096,900,2339,1857,4019,1450,927,1039,3331,4009,1293,2189,1337,2224,2747,1260,1191,599
95,0,35840,8830,32098,5088,22980,12860,0,12175,10862,12803,1119,902,1096,900,2339,1857,4019,1450,927,1039,3329,4009,1293,2189,1337,2240,2747,1260,1189,599
98,0,35825,8830,32083,5088,23005,12820,0,12156,10858,12811,1119,902,1096,900,2339,1857,4019,1450,927,1039,3328,4009,1293,2189,1337,2225,2747,1260,1190,599
99,0,35853,8824,32089,5060,23041,12812,0,12168,10867,12818,1119,902,1096,898,2339,1857,4019,1450,927,1039,3326,4009,1293,2189,1337,2265,2747,1260,1182,599
100,0,35841,8868,32052,5079,23024,12817,0,12181,10861,12799,1119,902,1096,898,2339,1857,4019,1450,927,1039,3326,4009,1293,2189,1337,2251,2747,1260,1184,599
101,0,35824,8737,32119,5032,23000,12824,0,12183,10854,12787,1119,902,1096,896,2339,1857,4018,1450,927,1039,3326,4009,1293,2189,1337,2250,2747,1260,1171,599
102,0,35789,8810,32049,5070,23002,12787,0,12164,10841,12784,1119,902,1096,895,2339,1857,4018,1450,927,1039,3326,4009,1293,2189,1337,2245,2746,1260,1143,599
105,0,35841,8854,32085,5098,23004,12837,0,12164,10854,12823,1119,902,1096,895,2339,1857,4018,1450,927,1039,3323,4009,1293,2189,1337,2235,2746,1260,1208,599
106,0,35797,8884,32040,5127,23019,12778,0,12184,10845,12768,1119,902,1096,895,2339,1857,4018,1450,927,1039,3322,4009,1293,2189,1337,2238,2746,1260,1162,599
107,0,35810,8828,32069,5087,23012,12798,0,12180,10843,12787,1119,902,1096,894,2339,1857,4018,1450,927,1039,3322,4009,1293,2189,1337,2237,2745,1260,1178,599
