Day,ActiveMode,ActiveModeCounterToInactiveNorm,InactiveModeCounterToActiveNorm,ActiveNorm,Rain
0,9637,0,0,9637,1
1,6243,0,3536,9779,1
2,9484,21,313,9776,0
3,9484,21,312,9775,0
7,9484,22,310,9772,0
8,5490,0,4279,9769,1
9,5490,0,4276,9766,1
10,9438,24,348,9762,0
14,9438,24,345,9759,0
15,9438,24,337,9751,0
16,9438,24,336,9750,0
17,9438,24,331,9745,0
21,9438,24,328,9742,0
22,5490,0,4251,9741,1
23,9438,24,319,9733,0
24,9438,24,316,9730,0
28,5490,0,4236,9726,1
29,5490,0,4232,9722,1
30,9367,26,377,9718,0
31,9366,25,375,9716,0
35,9366,25,370,9711,0
36,9366,25,369,9710,0
37,5490,0,4211,9701,1
38,5490,0,4206,9696,1
42,5490,0,4191,9681,1
43,9233,30,470,9673,0
44,5490,0,4178,9668,1
45,9189,33,498,9654,0
49,5490,0,4151,9641,1
50,9137,34,526,9629,0
51,5490,0,4128,9618,1
52,5490,0,4100,9590,1
56,8951,48,663,9566,0
57,8948,43,641,9546,0
58,8948,42,609,9515,0
59,8948,38,589,9499,0
63,5490,0,3985,9475,1
64,8948,36,540,9452,0
65,8948,36,517,9429,0
66,8948,34,499,9413,0
70,8948,34,476,9390,0
71,8948,33,460,9375,0
72,5490,0,3867,9357,1
73,5490,0,3852,9342,1
77,5490,0,3840,9330,1
78,8948,38,412,9322,0
79,8948,37,404,9315,0
80,5490,0,3819,9309,1
84,5490,0,3813,9303,1
85,5490,0,3795,9285,1
86,8811,67,509,9253,0
87,5490,0,3756,9246,1
91,5490,0,3741,9231,1
92,8631,66,629,9194,0
93,5490,0,3689,9179,1
94,8615,55,599,9159,0
98,8615,55,579,9139,0
99,5490,0,3627,9117,1
100,8615,54,537,9098,0
101,5490,0,3589,9079,1
105,8615,54,505,9066,0
106,8615,54,493,9054,0
107,8615,52,479,9042,0
108,8615,52,467,9030,0
112,8615,48,453,9020,0
113,8615,44,444,9015,0
114,8615,40,432,9007,0
115,5490,0,3515,9005,1
119,5490,0,3507,8997,1
120,8615,40,415,8990,0
121,8615,39,412,8988,0
122,8615,38,406,8983,0
126,8615,37,402,8980,0
127,8615,37,400,8978,0
128,8615,33,400,8982,0
129,5490,0,3490,8980,1
133,8615,31,390,8974,0
134,8615,31,388,8972,0
135,8615,31,386,8970,0
136,5490,0,3481,8971,1
140,8615,29,385,8971,0
141,5490,0,3480,8970,1
142,8615,29,383,8969,0
143,5490,0,3479,8969,1
147,8615,30,383,8968,0
148,8615,29,381,8967,0
149,5490,0,3475,8965,1
150,8615,30,378,8963,0
154,8615,29,377,8963,0
155,8615,29,377,8963,0
156,5490,0,3472,8962,1
157,5490,0,3472,8962,1
161,8615,30,375,8960,0
162,5490,0,3470,8960,1
163,8615,32,374,8957,0
164,8615,31,373,8957,0
168,8615,31,373,8957,0
169,8615,30,373,8958,0
170,8615,30,372,8957,0
171,5490,0,3467,8957,1
175,8615,30,372,8957,0
176,5490,0,3467,8957,1
177,5490,0,3466,8956,1
178,8615,32,372,8955,0
182,8615,31,372,8956,0
183,8615,31,372,8956,0
184,8615,30,372,8957,0
185,5490,0,3467,8957,1
189,8615,31,372,8956,0
190,5490,0,3467,8957,1
191,5490,0,3466,8956,1
192,8615,35,372,8952,0
196,5490,0,3462,8952,1
197,5490,0,3461,8951,1
198,8615,43,372,8944,0
199,5490,0,3454,8944,1
203,8615,44,371,8942,0
204,5490,0,3452,8942,1
205,8615,45,371,8941,0
206,8615,45,371,8941,0
210,8615,44,371,8942,0
211,5490,0,3452,8942,1
212,8615,44,371,8942,0
213,8615,44,371,8942,0
217,5490,0,3455,8945,1
218,8615,42,371,8944,0
219,8615,42,371,8944,0
220,8615,39,371,8947,0
224,8615,38,371,8948,0
225,8615,35,371,8951,0
226,8615,33,371,8953,0
227,8615,33,371,8953,0
231,8615,29,371,8957,0
232,5490,0,3466,8956,1
233,5490,0,3466,8956,1
234,5490,0,3466,8956,1
238,8615,30,370,8955,0
239,8615,30,370,8955,0
240,8615,29,370,8956,0
241,8615,29,370,8956,0
245,8615,29,370,8956,0
246,5490,0,3466,8956,1
247,8615,29,370,8956,0
248,5490,0,3466,8956,1
252,8615,30,370,8955,0
253,8615,29,370,8956,0
254,8615,29,370,8956,0
255,5490,0,3466,8956,1
259,8615,29,370,8956,0
260,8615,29,370,8956,0
261,8615,29,370,8956,0
262,8615,29,370,8956,0
266,8615,29,370,8956,0
267,8615,29,370,8956,0
268,5490,0,3466,8956,1
269,8615,29,370,8956,0
273,8615,29,370,8956,0
274,5490,0,3466,8956,1
275,5490,0,3466,8956,1
276,5490,0,3466,8956,1
280,8615,30,370,8955,0
281,5490,0,3465,8955,1
282,8615,32,370,8953,0
283,8615,31,370,8954,0
287,8615,31,370,8954,0
288,8615,30,370,8955,0
289,8615,30,370,8955,0
290,8615,30,370,8955,0
294,8615,29,370,8956,0
295,5490,0,3466,8956,1
296,8615,29,370,8956,0
297,8615,29,370,8956,0
301,8615,29,370,8956,0
302,5490,0,3466,8956,1
303,8615,29,370,8956,0
304,5490,0,3466,8956,1
308,8615,29,370,8956,0
309,5490,0,3466,8956,1
310,8615,30,370,8955,0
311,8615,29,370,8956,0
315,5490,0,3466,8956,1
316,5490,0,3465,8955,1
317,5490,0,3464,8954,1
318,8615,37,370,8948,0
322,5490,0,3458,8948,1
323,8615,38,370,8947,0
324,5490,0,3457,8947,1
325,8615,41,370,8944,0
329,8615,40,370,8945,0
330,8615,40,370,8945,0
331,8615,36,370,8949,0
332,8615,35,370,8950,0
336,5490,0,3462,8952,1
337,8615,34,370,8951,0
338,8615,34,370,8951,0
339,8615,33,370,8952,0
343,8615,33,370,8952,0
344,8615,32,370,8953,0
345,8615,30,370,8955,0
346,8615,29,370,8956,0
350,8615,29,370,8956,0
351,8615,29,370,8956,0
352,8615,28,370,8957,0
353,5490,0,3467,8957,1
357,8615,28,370,8957,0
358,5490,0,3467,8957,1
359,5490,0,3467,8957,1
360,8615,28,370,8957,0
364,8615,28,370,8957,0
365,8615,28,370,8957,0
366,8615,28,370,8957,0
367,8615,28,370,8957,0
371,8615,28,370,8957,0
372,8615,28,370,8957,0
373,5490,0,3467,8957,1
374,8615,28,370,8957,0
378,8615,28,370,8957,0
379,8615,28,370,8957,0
380,8615,28,370,8957,0
381,8615,28,370,8957,0
385,5490,0,3467,8957,1
386,8615,28,370,8957,0
387,8615,28,370,8957,0
388,8615,28,370,8957,0
392,8615,28,370,8957,0
393,8615,28,370,8957,0
394,8615,28,370,8957,0
395,8615,28,370,8957,0
399,8615,27,370,8958,0
400,5490,0,3468,8958,1
401,8615,27,370,8958,0
402,8615,27,370,8958,0
406,5490,0,3468,8958,1
407,8615,27,370,8958,0
408,8615,27,370,8958,0
409,8615,27,370,8958,0
413,5490,0,3468,8958,1
414,8615,27,370,8958,0
415,8615,27,370,8958,0
416,5490,0,3468,8958,1
420,5490,0,3468,8958,1
421,5490,0,3468,8958,1
422,8615,29,370,8956,0
423,8615,28,370,8957,0
427,5490,0,3467,8957,1
428,8615,29,370,8956,0
429,8615,28,370,8957,0
430,8615,28,370,8957,0
434,8615,28,370,8957,0
435,8615,28,370,8957,0
436,8615,28,370,8957,0
437,5490,0,3467,8957,1
441,5490,0,3467,8957,1
442,5490,0,3467,8957,1
443,5490,0,3466,8956,1
444,8615,35,370,8950,0
448,5490,0,3460,8950,1
449,8615,36,370,8949,0
450,8615,36,370,8949,0
451,5490,0,3460,8950,1
455,5490,0,3459,8949,1
456,8615,41,370,8944,0
457,8615,40,370,8945,0
458,8615,40,370,8945,0
462,8615,38,370,8947,0
463,8615,35,370,8950,0
464,5490,0,3462,8952,1
465,8615,34,370,8951,0
469,8615,34,370,8951,0
470,8615,33,370,8952,0
471,5490,0,3462,8952,1
472,8615,34,370,8951,0
476,8615,33,370,8952,0
477,5490,0,3462,8952,1
478,8615,34,370,8951,0
479,8615,33,370,8952,0
483,8615,33,370,8952,0
484,5490,0,3463,8953,1
485,8615,32,370,8953,0
486,5490,0,3463,8953,1
490,8615,33,370,8952,0
491,5490,0,3463,8953,1
492,8615,33,370,8952,0
493,8615,33,370,8952,0
497,5490,0,3463,8953,1
498,8615,33,370,8952,0
499,8615,33,370,8952,0
500,5490,0,3463,8953,1
504,5490,0,3462,8952,1
505,8615,36,370,8949,0
506,8615,36,370,8949,0
507,8615,33,370,8952,0
511,5490,0,3463,8953,1
512,8615,33,370,8952,0
513,8615,33,370,8952,0
514,8615,32,370,8953,0
518,8615,32,370,8953,0
519,8615,32,370,8953,0
520,8615,32,370,8953,0
521,8615,28,370,8957,0
525,8615,28,370,8957,0
526,8615,28,370,8957,0
527,5490,0,3467,8957,1
528,8615,28,370,8957,0
532,8615,28,370,8957,0
533,5490,0,3467,8957,1
534,5490,0,3467,8957,1
535,8615,28,370,8957,0
539,8615,28,370,8957,0
540,8615,28,370,8957,0
541,5490,0,3467,8957,1
542,8615,28,370,8957,0
546,8615,28,370,8957,0
547,8615,28,370,8957,0
548,5490,0,3467,8957,1
549,8615,28,370,8957,0
553,8615,28,370,8957,0
554,5490,0,3467,8957,1
555,5490,0,3467,8957,1
556,8615,29,370,8956,0
560,5490,0,3467,8957,1
561,8615,29,370,8956,0
562,8615,29,370,8956,0
563,8615,28,370,8957,0
567,8615,28,370,8957,0
568,8615,28,370,8957,0
569,8615,28,370,8957,0
570,8615,28,370,8957,0
574,5490,0,3467,8957,1
575,8615,28,370,8957,0
576,8615,28,370,8957,0
577,8615,28,370,8957,0
581,8615,28,370,8957,0
582,8615,28,370,8957,0
583,8615,28,370,8957,0
584,5490,0,3467,8957,1
588,5490,0,3467,8957,1
589,8615,28,370,8957,0
590,8615,28,370,8957,0
591,8615,28,370,8957,0
595,8615,28,370,8957,0
596,5490,0,3467,8957,1
597,8615,28,370,8957,0
598,5490,0,3467,8957,1
602,8615,28,370,8957,0
603,5490,0,3467,8957,1
604,5490,0,3467,8957,1
605,5490,0,3466,8956,1
609,8615,35,370,8950,0
610,8615,35,370,8950,0
611,5490,0,3463,8953,1
612,8615,35,370,8950,0
616,8615,35,370,8950,0
617,5490,0,3463,8953,1
618,5490,0,3462,8952,1
619,5490,0,3458,8948,1
623,5490,0,3450,8940,1
624,8615,52,370,8933,0
625,5490,0,3444,8934,1
626,5490,0,3442,8932,1
630,8509,65,466,8910,0
631,8502,59,461,8904,0
632,8502,57,454,8899,0
633,8502,57,450,8895,0
637,8502,55,442,8889,0
638,5490,0,3397,8887,1
639,8502,52,433,8883,0
640,8502,52,429,8879,0
644,8502,48,426,8880,0
645,8502,42,422,8882,0
646,8502,37,419,8884,0
647,8502,34,414,8882,0
651,5490,0,3392,8882,1
652,8502,31,408,8879,0
653,5490,0,3387,8877,1
