Day,Rain,ActiveMode,ActiveNorm,ActiveModeCounterToInactiveNorm,InactiveModeCounterToActiveNorm,LocalCommute,CityCommute,DistantCommute,Subculture A,Subculture B,Subculture C,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,0,73993,73993,0,0,20757,49552,3684,24856,24421,24716,3641,3596,3745,3744,3695,3624,3643,3677,3809,3654,3780,3830,3702,3606,3704,3731,3690,3712,3653,3757
1,0,42640,94522,14683,66565,23055,19585,0,14369,13778,14493,1521,729,3512,1479,2323,1481,4165,1180,630,1557,4443,4326,1381,1609,1111,2969,4315,1423,2001,485
2,0,43334,17759,35790,10215,23437,19897,0,14702,13912,14720,1410,951,3366,1481,2318,1659,4031,1390,889,1442,4484,4174,1305,1705,1338,3018,4363,1295,1948,767
3,0,43022,18910,35063,10951,23410,19612,0,14576,13733,14713,1420,894,3367,1476,2313,1669,4014,1336,857,1439,4488,4156,1294,1735,1308,2954,4359,1291,1955,697
4,0,43089,18319,35337,10567,23507,19582,0,14603,13695,14791,1424,900,3367,1456,2310,1673,4015,1338,868,1439,4468,4152,1293,1775,1307,2974,4352,1291,1988,699
7,0,42947,18466,35039,10558,23477,19470,0,14581,13601,14765,1423,901,3367,1448,2309,1673,4018,1344,881,1439,4440,4150,1293,1799,1315,2932,4336,1291,1891,697
8,0,42952,18258,35128,10434,23509,19443,0,14591,13557,14804,1423,900,3367,1423,2309,1673,4018,1350,894,1438,4413,4149,1293,1828,1322,2954,4317,1291,1888,702
9,0,42901,18396,34986,10481,23515,19386,0,14581,13481,14839,1425,898,3367,1406,2309,1673,4020,1360,906,1438,4391,4148,1293,1847,1338,2952,4294,1291,1843,702
10,0,42790,18304,34872,10386,23510,19280,0,14564,13413,14813,1426,895,3367,1386,2309,1674,4020,1362,916,1438,4364,4148,1293,1862,1339,2910,4270,1291,1820,700
11,0,42692,17915,34946,10169,23510,19182,0,14542,13355,14795,1427,894,3367,1364,2309,1674,4019,1366,928,1438,4334,4147,1293,1882,1339,2902,4237,1291,1780,701
14,0,42565,17994,34742,10171,23503,19062,0,14495,13256,14814,1427,896,3367,1349,2308,1674,4020,1366,937,1438,4305,4146,1293,1904,1341,2877,4184,1290,1741,702
15,0,42401,17705,34715,10019,23495,18906,0,14466,13183,14752,1428,894,3367,1340,2308,1674,4020,1365,953,1438,4264,4144,1293,1917,1339,2805,4144,1290,1713,705
16,0,42322,17525,34658,9861,23501,18821,0,14432,13136,14754,1429,895,3367,1329,2308,1674,4019,1363,966,1438,4221,4144,1293,1926,1338,2809,4116,1290,1690,707
17,0,42092,17337,34514,9759,23462,18630,0,14346,13035,14711,1429,894,3367,1314,2308,1674,4018,1363,972,1438,4181,4144,1293,1935,1339,2759,4081,1290,1586,707
