Day,Rain,ActiveMode,ActiveNorm,ActiveModeCounterToInactiveNorm,InactiveModeCounterToActiveNorm,LocalCommute,CityCommute,DistantCommute,Subculture A,Subculture B,Subculture C,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,0,74489,74489,0,0,20885,49926,3678,25012,24589,24888,3694,3769,3714,3765,3811,3756,3775,3725,3614,3799,3584,3780,3669,3676,3763,3702,3777,3645,3736,3735
1,0,43085,96249,14360,67524,23303,19782,0,14620,13764,14701,1594,744,3497,1508,2490,1535,4294,1196,626,1611,4219,4256,1372,1672,1145,2916,4479,1341,2105,485
2,0,43651,17792,36150,10291,23665,19986,0,14837,13867,14947,1500,985,3337,1509,2475,1763,4118,1414,842,1487,4253,4094,1272,1739,1400,2937,4516,1226,2021,763
3,0,43350,18626,35568,10844,23625,19725,0,14743,13721,14886,1507,908,3338,1494,2468,1771,4101,1357,808,1486,4250,4083,1263,1782,1352,2930,4522,1221,2029,680
4,0,43384,18116,35705,10437,23685,19699,0,14765,13702,14917,1508,913,3338,1475,2469,1778,4091,1356,812,1486,4238,4075,1262,1806,1357,2957,4509,1219,2053,682
7,0,43237,18424,35443,10630,23652,19585,0,14710,13607,14920,1510,912,3338,1448,2470,1777,4095,1361,824,1486,4212,4074,1262,1831,1362,2886,4478,1218,2011,682
8,0,43122,18125,35410,10413,23702,19420,0,14688,13519,14915,1509,911,3338,1430,2469,1779,4097,1365,835,1486,4175,4071,1262,1855,1364,2886,4453,1218,1935,684
9,0,43036,18055,35322,10341,23655,19381,0,14673,13426,14937,1509,911,3338,1415,2470,1779,4096,1378,844,1486,4146,4069,1262,1876,1368,2843,4420,1218,1923,685
10,0,42973,17747,35421,10195,23692,19281,0,14643,13381,14949,1509,909,3338,1399,2467,1780,4097,1381,855,1486,4112,4069,1262,1894,1373,2853,4391,1218,1894,686
11,0,42838,17638,35291,10091,23680,19158,0,14589,13309,14940,1509,909,3338,1375,2466,1782,4098,1382,869,1486,4090,4068,1262,1913,1371,2816,4373,1217,1828,686
14,0,42738,17653,35200,10115,23651,19087,0,14579,13257,14902,1509,910,3338,1355,2467,1782,4098,1381,877,1486,4061,4067,1262,1919,1374,2787,4347,1217,1811,690
15,0,42647,17451,35124,9928,23657,18990,0,14544,13193,14910,1510,910,3338,1344,2466,1782,4098,1381,886,1485,4031,4066,1262,1933,1372,2776,4316,1217,1783,691
16,0,42459,17256,35030,9827,23662,18797,0,14499,13116,14844,1510,910,3338,1328,2466,1783,4098,1383,900,1485,3990,4066,1262,1942,1372,2710,4278,1217,1731,690
17,0,42405,16938,35037,9570,23667,18738,0,14499,13058,14848,1511,910,3338,1322,2465,1783,4098,1382,909,1484,3966,4065,1262,1954,1371,2711,4245,1216,1722,691
18,0,42258,16961,34898,9601,23668,18590,0,14433,12994,14831,1511,911,3338,1311,2465,1783,4097,1382,908,1484,3926,4065,1262,1965,1372,2689,4217,1216,1666,690
21,1,32885,16648,27183,10946,19425,13460,0,11253,10077,11555,700,910,1069,1065,2378,1137,4089,1067,691,1083,3360,4019,1262,838,1372,2092,2521,1216,1368,648
22,0,40349,6930,37261,3842,23708,16641,0,13903,11991,14455,1539,907,2704,1244,2451,1917,4079,1385,920,1310,3729,4026,1255,2156,1362,2577,3344,1213,1565,666
23,0,40251,14304,34070,8123,23662,16589,0,13855,11949,14447,1453,908,2784,1227,2453,1904,4077,1385,922,1307,3687,4030,1258,2088,1365,2624,3363,1212,1517,687
24,0,40173,14046,34087,7960,23616,16557,0,13854,11917,14402,1451,908,2784,1215,2453,1904,4077,1385,921,1306,3673,4029,1258,2098,1364,2601,3350,1212,1497,687
25,0,40086,13949,34034,7897,23619,16467,0,13810,11897,14379,1452,908,2784,1201,2453,1904,4077,1385,922,1306,3659,4029,1258,2100,1364,2559,3336,1212,1492,685
28,0,40004,13843,34032,7871,23617,16387,0,13763,11880,14361,1452,908,2784,1195,2453,1904,4077,1385,924,1306,3646,4029,1258,2103,1364,2523,3326,1212,1470,685
29,1,32451,13683,27618,8850,19396,13055,0,11117,9870,11464,700,908,1058,1031,2360,1184,4071,1053,712,1074,3266,3993,1258,855,1364,1965,2465,1212,1277,645
30,0,38956,6608,36027,3679,23548,15408,0,13366,11499,14091,1467,905,2298,1154,2450,1921,4074,1388,931,1234,3531,4024,1254,2182,1363,2447,3022,1212,1435,664
31,0,38890,12419,33563,7092,23505,15385,0,13389,11462,14039,1381,907,2338,1145,2452,1917,4075,1386,931,1233,3520,4026,1255,2142,1364,2457,3038,1211,1433,679
32,0,38854,12321,33530,6997,23481,15373,0,13389,11433,14032,1379,907,2336,1146,2452,1917,4074,1386,931,1232,3511,4027,1255,2142,1364,2445,3028,1211,1432,679
35,1,32279,12319,27807,7847,19379,12900,0,11069,9775,11435,702,907,1050,1010,2359,1184,4069,1050,719,1072,3208,3987,1255,880,1364,1891,2466,1211,1258,637
36,1,32218,6387,29735,3904,19360,12858,0,11035,9713,11470,720,908,1047,1016,2349,1203,4065,1055,722,1068,3191,3981,1254,921,1363,1850,2420,1211,1255,619
37,0,36829,6341,34094,3606,23285,13544,0,12546,11017,13266,1361,909,1225,1076,2446,1925,4066,1391,913,1084,3332,3994,1254,2182,1363,2334,2753,1211,1351,659
38,0,36391,10009,32185,5803,23011,13380,0,12426,10906,13059,1003,909,1236,1068,2446,1922,4066,1385,920,1084,3316,3998,1254,2153,1362,2334,2753,1211,1306,665
39,0,36382,9559,32356,5533,23013,13369,0,12397,10919,13066,1023,909,1234,1061,2446,1924,4066,1384,922,1084,3305,3998,1254,2153,1362,2315,2753,1211,1316,662
42,0,36351,9485,32364,5498,23008,13343,0,12390,10895,13066,1023,909,1234,1057,2446,1924,4066,1384,921,1084,3297,4001,1254,2153,1362,2320,2752,1211,1291,662
43,0,36355,9506,32299,5450,23031,13324,0,12388,10910,13057,1023,909,1234,1053,2444,1924,4066,1384,922,1084,3289,4004,1254,2153,1362,2315,2751,1211,1310,663
44,0,36322,9499,32290,5467,23049,13273,0,12407,10899,13016,1023,909,1234,1050,2444,1924,4066,1384,923,1084,3284,4009,1254,2153,1362,2308,2748,1211,1290,662
45,0,36284,9490,32273,5479,22992,13292,0,12376,10877,13031,1024,909,1234,1046,2444,1924,4066,1384,923,1084,3273,4010,1254,2154,1362,2290,2745,1211,1285,662
46,0,36263,9430,32259,5426,23013,13250,0,12350,10893,13020,1025,909,1234,1045,2444,1924,4066,1384,923,1084,3270,4013,1254,2154,1362,2289,2741,1211,1268,663
49,0,36257,9423,32251,5417,23017,13240,0,12362,10876,13019,1026,909,1234,1040,2444,1924,4066,1384,923,1084,3267,4014,1254,2154,1362,2256,2739,1211,1304,662
50,0,36188,9376,32209,5397,22980,13208,0,12359,10853,12976,1028,909,1234,1038,2444,1924,4066,1384,922,1084,3262,4017,1254,2155,1362,2263,2736,1211,1233,662
51,0,36228,9317,32264,5353,22994,13234,0,12361,10859,13008,1029,909,1234,1038,2444,1924,4066,1384,922,1084,3260,4019,1254,2156,1363,2262,2734,1211,1272,663
