Day,Rain,ActiveMode,ActiveNorm,ActiveModeCounterToInactiveNorm,InactiveModeCounterToActiveNorm,LocalCommute,CityCommute,DistantCommute,Subculture A,Subculture B,Subculture C,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,0,73901,73901,0,0,20791,49489,3621,24455,24711,24735,3723,3704,3614,3606,3584,3727,3705,3619,3770,3764,3765,3631,3686,3640,3672,3714,3742,3730,3819,3686
1,0,42821,93472,15112,65763,23218,19603,0,14328,13894,14599,1640,762,3397,1432,2336,1486,4169,1185,627,1598,4492,4190,1353,1625,1140,3006,4424,1404,2136,419
2,0,43487,17786,35987,10286,23679,19808,0,14584,14017,14886,1552,992,3266,1442,2318,1711,4024,1381,855,1482,4528,4032,1251,1709,1378,2939,4459,1298,2128,742
3,0,43205,18424,35481,10700,23681,19524,0,14483,13915,14807,1565,919,3269,1431,2311,1723,4014,1342,836,1480,4526,4020,1247,1747,1349,2982,4453,1297,2059,635
4,0,43180,17948,35598,10366,23662,19518,0,14519,13789,14872,1569,926,3266,1418,2313,1728,4008,1346,842,1480,4510,4017,1245,1772,1358,2954,4436,1295,2051,646
7,0,43082,18049,35443,10410,23672,19410,0,14472,13745,14865,1568,932,3266,1400,2313,1731,4008,1351,849,1478,4488,4016,1245,1805,1363,2880,4408,1295,2042,644
8,0,42971,17894,35311,10234,23703,19268,0,14460,13647,14864,1569,930,3266,1380,2310,1731,4009,1356,858,1478,4470,4016,1244,1833,1369,2879,4375,1295,1963,640
9,0,42947,17799,35341,10193,23720,19227,0,14433,13596,14918,1571,930,3266,1370,2310,1731,4009,1362,876,1477,4439,4016,1244,1849,1374,2873,4346,1295,1967,642
10,0,42901,17629,35269,9997,23756,19145,0,14440,13533,14928,1572,928,3266,1342,2308,1732,4009,1366,895,1477,4399,4014,1244,1867,1375,2932,4311,1295,1927,642
11,0,42773,17568,35144,9939,23713,19060,0,14392,13467,14914,1572,928,3266,1322,2308,1732,4008,1367,905,1477,4371,4014,1243,1886,1375,2901,4285,1295,1873,645
14,0,42640,17409,35097,9866,23743,18897,0,14352,13379,14909,1574,926,3266,1300,2308,1732,4008,1367,920,1477,4348,4014,1242,1905,1373,2842,4260,1295,1838,645
15,0,42535,17130,35104,9699,23716,18819,0,14350,13295,14890,1573,925,3266,1283,2308,1732,4008,1366,934,1477,4309,4013,1242,1918,1373,2816,4234,1295,1817,646
16,0,42421,17115,34947,9641,23730,18691,0,14324,13242,14855,1574,925,3266,1271,2308,1732,4007,1365,946,1477,4271,4013,1242,1934,1373,2799,4202,1295,1774,647
17,0,42311,16897,34933,9519,23730,18581,0,14295,13172,14844,1574,925,3266,1259,2308,1732,4007,1365,956,1477,4230,4013,1242,1942,1371,2808,4167,1295,1729,645
18,0,42146,16787,34800,9441,23674,18472,0,14232,13111,14803,1574,926,3266,1245,2308,1732,4006,1365,964,1477,4202,4013,1242,1950,1368,2751,4135,1295,1680,647
21,1,32882,16460,27146,10724,19519,13363,0,11146,10114,11622,770,926,1065,991,2248,1112,4003,1018,717,1084,3582,3974,1242,856,1366,2124,2526,1295,1376,607
22,0,40262,6936,37181,3855,23741,16521,0,13671,12112,14479,1595,922,2693,1179,2294,1812,3980,1382,964,1297,3984,3982,1236,2128,1361,2640,3316,1292,1571,634
23,0,40122,13998,34030,7906,23645,16477,0,13653,12031,14438,1494,921,2762,1165,2295,1805,3985,1379,978,1296,3948,3984,1237,2071,1363,2611,3330,1294,1558,646
24,0,40126,13901,34008,7783,23657,16469,0,13660,12015,14451,1493,921,2762,1155,2293,1806,3983,1379,981,1296,3927,3984,1237,2076,1363,2645,3312,1293,1574,646
25,0,39987,13766,33967,7746,23651,16336,0,13567,12007,14413,1492,921,2762,1151,2294,1806,3983,1379,982,1296,3908,3984,1237,2079,1363,2592,3301,1292,1521,644
28,0,39976,13607,33992,7623,23631,16345,0,13596,11967,14413,1492,921,2762,1144,2294,1806,3983,1379,985,1296,3890,3985,1237,2078,1363,2603,3296,1292,1524,646
29,1,32500,13618,27584,8702,19470,13030,0,11014,9939,11547,772,920,1056,966,2227,1137,3980,1012,743,1073,3460,3953,1237,865,1363,2033,2489,1292,1316,606
30,0,38920,6729,35917,3726,23590,15330,0,13190,11625,14105,1508,921,2252,1093,2291,1832,3977,1382,989,1217,3778,3975,1234,2141,1362,2530,3052,1292,1459,635
31,0,38812,12158,33522,6868,23497,15315,0,13160,11560,14092,1401,921,2291,1088,2291,1831,3980,1380,992,1216,3759,3978,1234,2109,1363,2538,3061,1292,1444,643
