Day,Rain,ActiveMode,ActiveNorm,ActiveModeCounterToInactiveNorm,InactiveModeCounterToActiveNorm,LocalCommute,CityCommute,DistantCommute,Subculture A,Subculture B,Subculture C,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,0,74097,74097,0,0,20731,49643,3723,24676,24546,24875,3733,3772,3577,3603,3631,3685,3620,3853,3678,3722,3606,3757,3702,3699,3904,3678,3766,3714,3739,3658
1,0,42656,93543,14910,65797,23117,19539,0,14314,13529,14813,1613,715,3412,1410,2367,1523,4123,1189,659,1636,4248,4240,1361,1595,1233,2959,4419,1379,2084,491
2,0,43425,17436,35981,9992,23585,19840,0,14514,13777,15134,1538,962,3280,1412,2350,1726,3981,1470,896,1509,4280,4083,1256,1701,1495,2958,4455,1261,2061,751
3,0,43235,18671,35345,10781,23603,19632,0,14460,13589,15186,1546,897,3280,1401,2352,1736,3972,1393,867,1503,4281,4079,1251,1741,1446,3030,4460,1260,2068,672
4,0,43116,18125,35355,10364,23593,19523,0,14451,13539,15126,1546,897,3280,1388,2350,1740,3967,1396,876,1500,4269,4079,1248,1756,1448,2990,4448,1258,2002,678
7,0,43032,18112,35228,10308,23583,19449,0,14415,13449,15168,1548,895,3280,1371,2350,1743,3968,1404,883,1500,4240,4079,1248,1794,1451,2917,4418,1257,2010,676
8,0,42990,18060,35216,10286,23627,19363,0,14414,13381,15195,1549,896,3280,1348,2349,1743,3971,1407,895,1500,4214,4079,1246,1813,1461,2924,4402,1257,1980,676
9,0,42952,18079,35147,10274,23627,19325,0,14409,13299,15244,1549,895,3280,1328,2350,1745,3971,1422,908,1500,4186,4078,1246,1841,1472,2966,4370,1257,1912,676
10,0,42776,17879,35038,10141,23595,19181,0,14359,13205,15212,1550,895,3280,1308,2349,1746,3971,1424,924,1500,4141,4078,1245,1858,1471,2839,4339,1257,1921,680
11,1,33264,17620,27161,11517,19412,13852,0,11206,10231,11827,691,895,1148,1039,2284,1101,3935,1145,720,1137,3475,4014,1245,886,1471,2225,2426,1257,1531,639
14,0,40821,7333,37563,4075,23706,17115,0,13741,12201,14879,1585,889,2773,1229,2331,1864,3956,1438,933,1364,3912,4032,1237,2059,1456,2748,3401,1252,1690,672
15,0,40667,14787,34194,8314,23567,17100,0,13711,12103,14853,1479,892,2851,1204,2333,1856,3953,1441,940,1364,3863,4036,1240,2023,1466,2729,3415,1251,1652,679
16,0,40565,14547,34196,8178,23584,16981,0,13674,12054,14837,1475,892,2849,1183,2333,1857,3953,1441,947,1364,3833,4035,1240,2026,1464,2747,3397,1251,1600,678
17,1,32802,14384,27635,9217,19418,13384,0,11060,10019,11723,693,891,1115,1007,2260,1140,3922,1136,743,1129,3361,3982,1240,919,1464,2126,2396,1251,1388,639
18,0,39028,6876,35904,3752,23506,15522,0,13117,11599,14312,1495,892,2155,1127,2330,1869,3951,1443,952,1256,3679,4016,1237,2075,1458,2654,2999,1251,1519,670
21,0,38848,12374,33403,6929,23380,15468,0,13070,11485,14293,1345,893,2197,1113,2331,1867,3952,1439,959,1256,3651,4019,1239,2056,1459,2621,3005,1251,1518,677
22,0,38763,12209,33378,6824,23359,15404,0,13036,11443,14284,1345,892,2196,1106,2331,1868,3952,1439,959,1256,3637,4019,1239,2056,1460,2599,2995,1251,1488,675
23,1,32503,12122,27980,7599,19340,13163,0,10992,9841,11670,701,892,1106,975,2250,1139,3925,1120,755,1125,3309,3975,1239,917,1459,2005,2372,1251,1351,637
24,0,38063,6711,35064,3712,23347,14716,0,12778,11290,13995,1360,892,1885,1072,2330,1879,3951,1444,963,1207,3551,4008,1236,2082,1457,2558,2840,1250,1426,672
25,0,38016,11245,33091,6320,23314,14702,0,12757,11290,13969,1322,892,1907,1067,2329,1877,3951,1441,965,1207,3543,4008,1237,2065,1459,2521,2845,1250,1456,674
28,0,37980,11105,33098,6223,23299,14681,0,12774,11275,13931,1323,892,1906,1060,2329,1877,3951,1441,966,1207,3534,4009,1237,2065,1459,2545,2842,1250,1413,674
29,1,32333,10967,28186,6820,19332,13001,0,10926,9788,11619,705,892,1103,959,2247,1144,3927,1112,761,1124,3247,3973,1237,915,1458,1967,2366,1250,1313,633
30,0,37570,6517,34647,3594,23221,14349,0,12620,11152,13798,1330,892,1750,1030,2328,1883,3951,1441,967,1190,3473,4009,1236,2085,1457,2454,2786,1250,1388,670
31,0,37578,10653,32940,6015,23250,14328,0,12584,11174,13820,1311,892,1764,1021,2328,1883,3951,1441,968,1188,3472,4013,1237,2067,1458,2480,2787,1250,1396,671
32,0,37545,10567,32907,5929,23213,14332,0,12599,11154,13792,1310,892,1764,1017,2328,1883,3951,1440,970,1188,3461,4015,1237,2068,1458,2482,2783,1250,1376,672
35,0,37529,10518,32937,5926,23246,14283,0,12611,11151,13767,1310,892,1764,1016,2328,1883,3951,1440,975,1188,3451,4018,1237,2068,1458,2478,2784,1250,1366,672
36,0,37513,10575,32855,5917,23232,14281,0,12596,11120,13797,1311,892,1764,1015,2328,1883,3951,1440,982,1188,3441,4019,1237,2069,1458,2447,2783,1250,1383,672
37,0,37482,10556,32854,5928,23229,14253,0,12603,11131,13748,1312,892,1764,1012,2328,1883,3951,1440,985,1188,3438,4019,1237,2069,1458,2446,2783,1250,1356,671
38,0,37486,10560,32847,5921,23243,14243,0,12551,11145,13790,1314,892,1764,1006,2328,1883,3951,1440,989,1188,3432,4020,1237,2071,1458,2469,2781,1250,1341,672
39,0,37509,10561,32866,5918,23259,14250,0,12589,11134,13786,1315,892,1764,1003,2328,1883,3951,1440,991,1188,3425,4020,1237,2071,1458,2492,2780,1250,1349,672
42,0,37442,10578,32825,5961,23242,14200,0,12557,11109,13776,1316,892,1764,1001,2328,1883,3951,1440,993,1188,3419,4020,1237,2072,1458,2417,2776,1250,1365,672
