Day,Rain,ActiveMode,ActiveNorm,ActiveModeCounterToInactiveNorm,InactiveModeCounterToActiveNorm,LocalCommute,CityCommute,DistantCommute,Subculture A,Subculture B,Subculture C,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,0,73889,73889,0,0,20938,49304,3647,24589,24443,24857,3704,3758,3675,3744,3648,3761,3642,3743,3655,3570,3696,3706,3603,3752,3798,3588,3713,3692,3735,3706
1,0,42563,92763,15361,65561,23186,19377,0,14152,13773,14638,1627,736,3483,1488,2384,1582,4170,1169,610,1532,4369,4191,1371,1658,1176,2882,4347,1335,2073,380
2,0,43223,17563,35831,10171,23562,19661,0,14463,13888,14872,1522,984,3357,1483,2364,1768,4012,1387,846,1419,4407,4040,1273,1735,1407,2828,4385,1234,2054,718
3,0,42998,18309,35329,10640,23616,19382,0,14405,13761,14832,1530,932,3353,1471,2364,1776,3991,1349,812,1415,4405,4025,1273,1769,1375,2839,4391,1232,2081,615
4,0,42967,17820,35445,10298,23629,19338,0,14419,13647,14901,1534,931,3353,1447,2360,1780,3985,1354,825,1414,4379,4023,1271,1799,1376,2859,4376,1231,2046,624
7,0,42910,17985,35305,10380,23651,19259,0,14381,13628,14901,1538,930,3352,1435,2360,1782,3988,1359,833,1414,4360,4021,1271,1827,1381,2834,4359,1230,2009,627
8,0,42851,17862,35191,10202,23639,19212,0,14367,13552,14932,1538,930,3352,1413,2359,1782,3989,1362,846,1414,4334,4019,1271,1854,1387,2824,4336,1230,1986,625
9,0,42718,17879,35101,10262,23644,19074,0,14338,13454,14926,1537,929,3352,1393,2359,1783,3989,1371,862,1414,4309,4019,1271,1872,1394,2740,4313,1230,1957,624
10,0,42590,17770,34951,10131,23666,18924,0,14313,13371,14906,1538,928,3352,1382,2358,1783,3988,1375,874,1414,4272,4019,1271,1896,1397,2744,4285,1230,1854,630
11,1,33059,17461,27080,11482,19446,13613,0,11202,10337,11520,738,932,1149,1073,2288,1107,3953,1072,672,1023,3547,3968,1271,855,1398,2182,2492,1230,1522,587
14,0,40759,7412,37419,4072,23771,16988,0,13830,12319,14610,1559,923,2771,1318,2343,1905,3970,1391,875,1264,4045,3989,1262,2146,1387,2620,3434,1220,1717,620
15,0,40482,15000,34019,8537,23627,16855,0,13771,12187,14524,1463,927,2850,1288,2345,1890,3974,1395,889,1263,3995,3993,1267,2066,1390,2587,3443,1221,1606,630
16,0,40485,14738,34072,8325,23678,16807,0,13773,12170,14542,1459,926,2850,1276,2344,1892,3974,1392,900,1263,3967,3993,1267,2078,1388,2622,3420,1220,1623,631
17,1,32623,14646,27386,9409,19435,13188,0,11055,10102,11466,729,926,1102,1058,2268,1144,3942,1063,703,1014,3451,3948,1267,886,1385,2064,2436,1220,1425,592
18,0,38951,7045,35795,3889,23547,15404,0,13170,11731,14050,1473,923,2146,1219,2342,1915,3968,1393,907,1145,3832,3973,1261,2170,1386,2497,3057,1220,1504,620
21,0,38791,12734,33248,7191,23443,15348,0,13166,11626,13999,1333,925,2183,1195,2342,1913,3971,1391,914,1144,3802,3975,1264,2132,1385,2509,3064,1220,1501,628
22,0,38704,12322,33287,6905,23452,15252,0,13107,11619,13978,1330,924,2183,1182,2342,1913,3971,1389,916,1144,3773,3975,1264,2133,1385,2450,3051,1220,1531,628
23,1,32388,12331,27814,7757,19394,12994,0,10981,9965,11442,729,924,1089,1023,2259,1143,3945,1047,714,1009,3418,3944,1264,906,1385,1987,2427,1220,1368,587
24,0,38005,6764,34953,3712,23408,14597,0,12833,11472,13700,1339,922,1838,1143,2340,1923,3968,1393,920,1095,3694,3972,1261,2173,1384,2417,2933,1219,1452,619
25,0,37872,11463,32901,6492,23318,14554,0,12799,11394,13679,1233,922,1856,1140,2340,1920,3971,1392,923,1095,3673,3977,1262,2145,1384,2426,2932,1219,1435,627
28,0,37813,11369,32835,6391,23308,14505,0,12789,11386,13638,1233,922,1856,1131,2340,1921,3971,1390,925,1095,3661,3978,1262,2148,1384,2416,2926,1219,1406,629
29,1,32147,11139,27984,6976,19327,12820,0,10909,9875,11363,733,922,1083,995,2255,1149,3948,1040,725,1003,3369,3942,1262,902,1384,1893,2422,1219,1312,589
30,0,37483,6581,34531,3629,23292,14191,0,12631,11307,13545,1238,922,1723,1101,2339,1929,3967,1393,928,1071,3601,3975,1261,2176,1383,2362,2862,1219,1414,619
31,0,37408,10860,32699,6151,23255,14153,0,12624,11300,13484,1232,922,1730,1098,2339,1925,3968,1393,931,1071,3593,3979,1262,2158,1383,2321,2860,1219,1397,627
32,0,37395,10754,32698,6057,23237,14158,0,12659,11283,13453,1232,922,1730,1093,2339,1926,3968,1393,933,1071,3585,3979,1262,2159,1383,2336,2859,1219,1379,627
35,0,37362,10806,32659,6103,23258,14104,0,12597,11303,13462,1232,922,1730,1092,2339,1927,3968,1392,938,1071,3580,3980,1262,2161,1383,2320,2855,1219,1364,627
36,0,37448,10709,32750,6011,23315,14133,0,12644,11294,13510,1233,922,1730,1089,2339,1927,3968,1392,947,1071,3573,3983,1262,2162,1383,2371,2853,1219,1397,627
37,0,37414,10788,32710,6084,23312,14102,0,12641,11284,13489,1233,922,1730,1084,2339,1927,3968,1392,955,1071,3568,3985,1262,2162,1383,2367,2850,1219,1370,627
38,0,37392,10763,32662,6033,23306,14086,0,12625,11275,13492,1233,922,1730,1082,2339,1927,3968,1392,956,1071,3564,3986,1262,2162,1383,2351,2848,1219,1370,627
39,0,37337,10664,32654,5981,23285,14052,0,12618,11245,13474,1236,922,1730,1081,2339,1927,3968,1392,958,1071,3557,3988,1262,2163,1383,2297,2845,1219,1372,627
42,0,37357,10625,32694,5962,23276,14081,0,12600,11274,13483,1236,922,1730,1078,2339,1927,3968,1392,959,1071,3553,3988,1262,2163,1383,2358,2842,1219,1340,627
43,0,37345,10677,32654,5986,23306,14039,0,12596,11256,13493,1237,922,1730,1076,2339,1927,3968,1392,959,1071,3543,3988,1262,2163,1383,2335,2841,1219,1363,627
44,0,37313,10654,32672,6013,23313,14000,0,12618,11278,13417,1238,922,1730,1073,2339,1927,3968,1392,960,1071,3538,3988,1262,2163,1383,2322,2838,1219,1353,627
45,0,37264,10626,32622,5984,23278,13986,0,12596,11248,13420,1238,922,1730,1069,2339,1927,3968,1392,960,1071,3533,3988,1262,2163,1383,2290,2837,1219,1346,627
46,0,37217,10595,32574,5952,23268,13949,0,12584,11226,13407,1239,922,1730,1064,2339,1927,3967,1392,961,1071,3521,3989,1262,2164,1383,2275,2833,1219,1332,627
49,0,37209,10550,32555,5896,23278,13931,0,12581,11219,13409,1240,922,1730,1063,2339,1927,3967,1392,960,1071,3516,3989,1262,2165,1383,2283,2832,1219,1323,626
50,0,37208,10582,32544,5918,23261,13947,0,12573,11225,13410,1240,922,1730,1063,2339,1927,3967,1392,961,1071,3512,3990,1262,2165,1383,2277,2830,1219,1332,626
51,1,31908,10538,27941,6571,19383,12525,0,10807,9829,11272,748,922,1080,966,2257,1154,3965,1043,736,1004,3279,3974,1262,910,1383,1736,2440,1219,1244,586
52,0,37162,6321,34306,3465,23259,13903,0,12552,11201,13409,1241,922,1729,1050,2338,1940,3965,1393,962,1070,3493,3989,1261,2188,1383,2244,2815,1219,1340,620
53,0,37166,10440,32582,5856,23295,13871,0,12551,11205,13410,1241,922,1729,1049,2338,1937,3966,1393,962,1070,3491,3990,1262,2176,1383,2288,2814,1219,1310,626
56,0,37094,10474,32508,5888,23274,13820,0,12517,11216,13361,1241,922,1729,1048,2338,1937,3966,1393,962,1070,3487,3990,1262,2177,1383,2226,2814,1219,1304,626
57,0,37115,10450,32522,5857,23271,13844,0,12523,11196,13396,1241,922,1729,1048,2338,1937,3966,1393,963,1070,3485,3990,1262,2178,1383,2253,2813,1219,1299,626
58,0,37125,10428,32552,5855,23287,13838,0,12532,11203,13390,1241,922,1729,1047,2338,1937,3966,1393,963,1070,3478,3990,1262,2178,1383,2249,2812,1219,1322,626
59,0,37150,10411,32576,5837,23298,13852,0,12547,11197,13406,1241,922,1729,1044,2338,1937,3966,1393,963,1070,3476,3990,1262,2179,1383,2290,2811,1219,1311,626
60,0,37130,10432,32559,5861,23285,13845,0,12543,11192,13395,1241,922,1729,1043,2338,1937,3966,1393,963,1070,3475,3990,1262,2179,1383,2258,2811,1219,1325,626
63,0,37093,10394,32521,5822,23285,13808,0,12551,11189,13353,1241,922,1729,1042,2338,1937,3966,1393,963,1070,3473,3990,1262,2179,1383,2259,2810,1219,1291,626
64,0,37046,10387,32508,5849,23253,13793,0,12512,11172,13362,1241,922,1729,1039,2338,1937,3966,1393,963,1070,3471,3990,1262,2179,1383,2240,2810,1219,1268,626
65,0,37066,10310,32516,5760,23259,13807,0,12520,11170,13376,1241,922,1729,1034,2338,1937,3966,1393,963,1070,3465,3990,1262,2179,1383,2224,2810,1219,1315,626
66,0,37021,10331,32480,5790,23249,13772,0,12491,11173,13357,1241,922,1729,1034,2338,1937,3966,1393,963,1070,3460,3990,1262,2179,1383,2223,2809,1219,1277,626
67,0,37094,10323,32548,5777,23297,13797,0,12523,11197,13374,1241,922,1729,1033,2338,1937,3966,1393,962,1070,3458,3990,1262,2180,1383,2274,2808,1219,1303,626
70,0,37061,10352,32509,5800,23271,13790,0,12505,11166,13390,1241,922,1729,1030,2338,1937,3966,1393,965,1070,3457,3990,1262,2180,1383,2231,2807,1219,1315,626
71,0,37028,10343,32474,5789,23237,13791,0,12496,11171,13361,1241,922,1729,1029,2338,1937,3966,1393,963,1070,3453,3990,1262,2180,1383,2217,2807,1219,1303,626
72,0,37030,10313,32485,5768,23264,13766,0,12510,11158,13362,1241,922,1729,1027,2338,1937,3966,1393,962,1070,3452,3990,1262,2180,1383,2232,2806,1219,1295,626
73,0,37004,10258,32493,5747,23206,13798,0,12497,11155,13352,1241,922,1729,1025,2338,1937,3966,1393,963,1070,3452,3990,1262,2180,1383,2194,2806,1219,1308,626
74,0,37008,10254,32504,5750,23242,13766,0,12488,11172,13348,1241,922,1729,1025,2338,1937,3966,1393,962,1070,3447,3990,1262,2180,1383,2233,2806,1219,1279,626
77,0,37005,10198,32522,5715,23260,13745,0,12512,11142,13351,1241,922,1729,1024,2338,1937,3966,1393,962,1070,3444,3990,1262,2180,1383,2218,2806,1219,1295,626
78,0,37004,10248,32511,5755,23243,13761,0,12494,11161,13349,1241,922,1729,1022,2338,1937,3966,1393,963,1070,3444,3990,1262,2180,1383,2221,2806,1219,1292,626
79,0,37007,10217,32495,5705,23240,13767,0,12488,11176,13343,1241,922,1729,1022,2338,1937,3966,1393,963,1070,3443,3990,1262,2180,1383,2230,2805,1219,1288,626
80,0,36980,10210,32467,5697,23242,13738,0,12470,11170,13340,1241,922,1729,1022,2338,1937,3966,1393,962,1070,3442,3990,1262,2180,1383,2228,2803,1219,1268,625
81,0,36944,10192,32466,5714,23218,13726,0,12474,11139,13331,1241,922,1729,1022,2338,1937,3966,1393,962,1070,3438,3990,1262,2180,1383,2192,2803,1219,1272,625
84,0,36958,10160,32451,5653,23231,13727,0,12474,11146,13338,1241,922,1729,1021,2338,1937,3966,1393,962,1070,3437,3990,1262,2180,1383,2218,2803,1219,1262,625
85,0,36914,10156,32460,5702,23212,13702,0,12446,11149,13319,1241,922,1729,1020,2338,1937,3966,1393,961,1070,3435,3990,1262,2180,1383,2199,2803,1219,1241,625
86,0,36977,10128,32513,5664,23244,13733,0,12467,11166,13344,1241,922,1729,1018,2338,1937,3966,1393,961,1070,3434,3990,1262,2180,1383,2201,2801,1219,1307,625
87,1,31733,10228,27885,6380,19356,12377,0,10737,9777,11219,756,922,1079,929,2254,1159,3964,1043,739,1004,3234,3977,1262,911,1383,1707,2420,1219,1186,585
88,0,36952,6152,34179,3379,23252,13700,0,12464,11144,13344,1243,922,1729,1013,2338,1941,3965,1393,963,1070,3422,3989,1261,2195,1382,2223,2795,1219,1269,620
91,0,36942,10211,32427,5696,23242,13700,0,12485,11142,13315,1242,922,1729,1012,2338,1939,3966,1393,962,1070,3420,3990,1262,2185,1382,2226,2796,1219,1264,625
92,0,36941,10143,32470,5672,23274,13667,0,12464,11154,13323,1242,922,1729,1011,2338,1939,3966,1393,962,1070,3418,3990,1262,2185,1382,2224,2795,1219,1269,625
93,0,36920,10105,32458,5643,23240,13680,0,12464,11157,13299,1242,922,1729,1011,2338,1939,3966,1393,962,1070,3416,3990,1262,2185,1382,2221,2794,1219,1254,625
94,0,36894,10139,32404,5649,23205,13689,0,12458,11143,13293,1242,922,1729,1010,2338,1939,3966,1393,962,1070,3415,3990,1262,2186,1382,2193,2793,1219,1258,625
95,1,31627,10102,27801,6276,19307,12320,0,10709,9721,11197,755,922,1079,912,2253,1163,3964,1042,740,1004,3213,3976,1262,905,1382,1666,2407,1219,1178,585
98,0,36871,6064,34140,3333,23225,13646,0,12444,11130,13297,1244,922,1726,1000,2338,1942,3964,1393,963,1069,3406,3989,1261,2201,1382,2203,2782,1219,1247,620
99,0,36888,10049,32439,5600,23222,13666,0,12424,11135,13329,1242,922,1726,999,2338,1942,3966,1393,962,1069,3405,3990,1262,2189,1382,2207,2783,1219,1267,625
100,0,36832,10050,32412,5630,23208,13624,0,12418,11127,13287,1242,922,1726,998,2338,1942,3966,1393,962,1069,3404,3990,1262,2189,1382,2188,2783,1219,1232,625
101,0,36881,10031,32470,5620,23241,13640,0,12444,11131,13306,1242,922,1726,998,2338,1942,3966,1393,962,1069,3402,3990,1262,2189,1382,2188,2783,1219,1283,625
102,0,36901,10058,32459,5616,23234,13667,0,12448,11135,13318,1242,922,1726,997,2338,1942,3966,1393,962,1069,3402,3990,1262,2189,1382,2220,2782,1219,1273,625
