Day,Rain,ActiveMode,ActiveNorm,ActiveModeCounterToInactiveNorm,InactiveModeCounterToActiveNorm,LocalCommute,CityCommute,DistantCommute,Subculture A,Subculture B,Subculture C,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,0,74195,74195,0,0,20861,49484,3850,24606,24599,24990,3658,3706,3614,3679,3761,3689,3745,3738,3773,3725,3760,3723,3692,3710,3708,3709,3750,3739,3610,3706
1,0,42831,94676,14904,66749,23332,19499,0,14360,13755,14716,1577,705,3399,1485,2424,1490,4281,1168,642,1606,4360,4259,1401,1692,1128,2919,4452,1385,2000,458
2,0,43682,17791,36166,10275,23791,19891,0,14723,13928,15031,1488,953,3252,1485,2411,1696,4137,1444,904,1481,4406,4110,1314,1784,1392,2911,4495,1252,1990,777
3,0,43318,19057,35368,11107,23787,19531,0,14596,13769,14953,1493,875,3250,1467,2407,1707,4118,1367,865,1479,4410,4105,1310,1829,1346,2880,4496,1246,1987,681
4,0,43322,18628,35471,10777,23743,19579,0,14597,13675,15050,1494,883,3250,1442,2405,1714,4112,1371,877,1479,4402,4101,1307,1854,1351,2931,4480,1245,1940,684
7,0,43198,18600,35331,10733,23778,19420,0,14576,13627,14995,1495,882,3250,1420,2403,1716,4116,1375,882,1479,4384,4099,1306,1872,1355,2870,4457,1245,1909,683
8,0,43161,18440,35281,10560,23797,19364,0,14616,13523,15022,1497,880,3250,1391,2402,1718,4118,1383,891,1479,4364,4098,1304,1898,1359,2864,4432,1244,1904,685
9,0,43054,18507,35149,10602,23776,19278,0,14554,13463,15037,1496,880,3250,1373,2401,1718,4116,1393,910,1479,4334,4096,1304,1918,1363,2836,4402,1244,1857,684
10,0,42958,18198,35156,10396,23760,19198,0,14530,13387,15041,1497,880,3250,1349,2402,1718,4120,1395,919,1479,4305,4094,1304,1941,1368,2825,4378,1244,1807,683
11,1,33387,18175,27134,11922,19536,13851,0,11365,10277,11745,682,880,1078,1079,2338,1107,4083,1077,719,1065,3587,4018,1304,881,1371,2256,2548,1244,1422,648
14,0,41010,7612,37669,4271,23854,17156,0,13928,12335,14747,1526,875,2718,1260,2387,1810,4086,1409,931,1314,4057,4046,1292,2182,1358,2725,3517,1236,1613,668
15,0,40772,15518,34117,8863,23721,17051,0,13890,12209,14673,1435,876,2768,1231,2390,1808,4087,1404,932,1313,4023,4051,1292,2109,1364,2670,3531,1236,1567,685
16,0,40664,15285,34049,8670,23740,16924,0,13831,12177,14656,1435,875,2765,1224,2390,1810,4086,1402,947,1313,3984,4051,1291,2120,1364,2695,3513,1236,1478,685
17,1,32904,15090,27519,9705,19472,13432,0,11178,10068,11658,679,875,1041,1045,2319,1132,4053,1058,751,1059,3514,3986,1290,908,1361,2080,2519,1236,1347,651
18,0,39172,7054,36078,3960,23621,15551,0,13264,11712,14196,1456,875,2124,1170,2382,1819,4085,1406,960,1174,3819,4029,1290,2202,1357,2564,3135,1235,1422,668
21,0,39020,12970,33376,7326,23509,15511,0,13260,11618,14142,1325,875,2169,1157,2383,1818,4085,1402,964,1173,3799,4033,1290,2167,1358,2594,3138,1235,1376,679
22,0,39019,12771,33418,7170,23546,15473,0,13228,11592,14199,1321,875,2168,1149,2382,1819,4085,1402,972,1173,3777,4035,1290,2170,1356,2602,3129,1233,1401,680
23,1,32497,12774,27766,8043,19410,13087,0,11075,9880,11542,687,875,1027,1019,2312,1139,4056,1048,770,1056,3413,3978,1289,927,1356,1935,2493,1233,1239,645
