Day,Rain,ActiveMode,ActiveNorm,ActiveModeCounterToInactiveNorm,InactiveModeCounterToActiveNorm,LocalCommute,CityCommute,DistantCommute,Subculture A,Subculture B,Subculture C,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,0,74291,74291,0,0,20871,49648,3772,24999,24630,24662,3758,3724,3749,3776,3778,3678,3761,3726,3592,3765,3665,3683,3742,3614,3714,3667,3688,3805,3716,3690
1,0,42661,93914,15147,66400,23203,19458,0,14548,13635,14478,1646,692,3535,1469,2358,1490,4276,1191,574,1605,4314,4200,1394,1642,1142,2859,4342,1438,2086,408
2,0,43386,16830,36227,9671,23611,19775,0,14811,13839,14736,1537,952,3386,1474,2348,1649,4123,1429,816,1469,4357,4046,1300,1722,1385,2887,4377,1311,2103,715
3,0,43043,17700,35630,10287,23588,19455,0,14681,13674,14688,1545,871,3384,1466,2342,1655,4099,1388,788,1463,4367,4036,1297,1756,1343,2897,4366,1307,2042,631
4,0,43013,17156,35795,9938,23597,19416,0,14676,13641,14696,1542,878,3384,1452,2341,1660,4092,1388,796,1462,4343,4033,1291,1780,1339,2896,4363,1307,2028,638
7,0,42911,17227,35623,9939,23596,19315,0,14662,13530,14719,1544,878,3384,1426,2338,1660,4093,1394,808,1462,4321,4032,1291,1804,1349,2837,4334,1307,2012,637
8,0,42843,16981,35628,9766,23584,19259,0,14644,13444,14755,1544,880,3384,1404,2338,1661,4094,1395,823,1462,4293,4031,1290,1828,1351,2864,4301,1306,1955,639
9,0,42792,17220,35449,9877,23629,19163,0,14639,13368,14785,1545,879,3384,1389,2338,1662,4097,1405,839,1462,4259,4031,1290,1854,1362,2867,4267,1306,1914,642
10,0,42654,16763,35510,9619,23619,19035,0,14601,13289,14764,1545,878,3384,1368,2337,1664,4100,1406,853,1462,4224,4031,1290,1861,1363,2829,4222,1305,1890,642
11,1,33179,16842,27315,10978,19469,13710,0,11427,10203,11549,730,878,1146,1085,2258,1066,4062,1098,640,1091,3557,3964,1290,845,1365,2237,2437,1305,1524,601
14,0,40722,7315,37573,4166,23705,17017,0,14054,12222,14446,1578,877,2791,1291,2325,1756,4072,1423,847,1312,3970,4010,1279,2110,1356,2692,3414,1290,1690,639
15,0,40571,14363,34410,8202,23611,16960,0,14023,12127,14421,1465,877,2849,1274,2328,1752,4081,1421,857,1311,3928,4014,1282,2037,1356,2706,3432,1292,1659,650
16,0,40377,14075,34277,7975,23564,16813,0,13952,12037,14388,1461,876,2848,1257,2327,1753,4080,1421,863,1311,3886,4012,1282,2048,1356,2656,3411,1291,1586,652
17,1,32648,13894,27623,8869,19410,13238,0,11287,9940,11421,727,875,1111,1057,2239,1092,4050,1085,656,1077,3433,3958,1282,877,1358,2076,2419,1291,1375,610
18,0,38896,6889,35892,3885,23482,15414,0,13423,11582,13891,1482,876,2169,1195,2324,1765,4073,1423,866,1180,3731,3999,1279,2141,1356,2567,3029,1290,1514,637
21,0,38636,12108,33449,6921,23344,15292,0,13360,11465,13811,1339,876,2196,1184,2326,1763,4076,1421,870,1179,3700,4000,1281,2102,1355,2519,3032,1291,1480,646
22,0,38622,11743,33545,6666,23342,15280,0,13313,11478,13831,1340,876,2196,1171,2326,1765,4076,1422,873,1179,3681,4002,1280,2103,1356,2543,3025,1291,1471,646
23,1,32336,11620,28060,7344,19333,13003,0,11162,9824,11350,734,876,1102,1017,2233,1091,4049,1073,667,1075,3384,3956,1280,879,1354,1978,2387,1291,1306,604
