Day,Rain,ActiveMode,ActiveNorm,ActiveModeCounterToInactiveNorm,InactiveModeCounterToActiveNorm,LocalCommute,CityCommute,DistantCommute,Subculture A,Subculture B,Subculture C,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,1,73854,73854,0,0,20529,49549,3776,24664,24405,24785,3649,3599,3704,3777,3615,3697,3644,3771,3656,3705,3716,3728,3685,3685,3681,3723,3689,3713,3770,3647
1,1,30969,92984,10863,72878,15960,15009,0,10491,9721,10757,939,757,1378,1248,1438,1015,3287,826,556,1426,3444,3345,1408,859,1173,2317,1918,1379,1831,425
2,0,42398,5516,40112,3230,23370,19028,0,14363,13137,14898,1433,972,2647,1448,2307,1808,3912,1507,784,1388,4442,3990,1299,2043,1226,2965,4125,1261,2085,756
3,0,41918,17458,34887,10427,23261,18657,0,14202,12968,14748,1424,919,2720,1424,2276,1799,3923,1378,792,1387,4427,3992,1304,1831,1284,2921,4212,1258,1978,669
4,0,41967,16868,35036,9937,23342,18625,0,14253,12953,14761,1423,922,2717,1410,2276,1808,3918,1395,795,1387,4408,3990,1302,1882,1285,2950,4175,1257,1993,674
7,0,41778,17005,34832,10059,23326,18452,0,14201,12836,14741,1425,922,2716,1394,2276,1811,3917,1401,800,1387,4385,3988,1300,1898,1296,2831,4144,1257,1956,674
8,0,41769,16839,34846,9916,23375,18394,0,14184,12797,14788,1427,922,2716,1380,2276,1811,3923,1403,806,1387,4346,3986,1300,1917,1301,2918,4111,1257,1914,668
9,0,41677,16676,34765,9764,23369,18308,0,14138,12730,14809,1427,921,2716,1356,2278,1811,3929,1415,813,1387,4314,3987,1300,1923,1310,2854,4094,1257,1913,672
10,1,32579,16658,26968,11047,18851,13728,0,11148,9885,11546,733,922,995,1086,2221,1124,3797,1128,621,1033,3572,3826,1300,894,1313,2212,2371,1256,1550,625
11,0,39821,7271,36673,4123,23343,16478,0,13551,11928,14342,1437,918,2200,1282,2268,1866,3921,1431,819,1270,4089,3961,1296,2070,1313,2763,3314,1252,1692,659
14,0,39609,14099,33739,8229,23273,16336,0,13485,11844,14280,1374,920,2231,1264,2269,1862,3926,1425,826,1269,4035,3962,1298,2037,1315,2702,3331,1252,1642,669
15,0,39492,13784,33686,7978,23273,16219,0,13436,11754,14302,1375,919,2231,1248,2268,1864,3927,1424,848,1269,3982,3962,1298,2043,1316,2674,3311,1252,1612,669
16,0,39440,13732,33658,7950,23305,16135,0,13387,11734,14319,1376,918,2231,1236,2268,1865,3927,1422,873,1269,3958,3963,1298,2044,1316,2673,3288,1252,1594,669
17,0,39355,13615,33600,7860,23264,16091,0,13359,11703,14293,1376,920,2231,1226,2268,1865,3928,1423,889,1269,3941,3965,1298,2044,1316,2631,3276,1252,1568,669
18,0,39318,13591,33561,7834,23267,16051,0,13366,11683,14269,1376,919,2231,1212,2268,1865,3927,1423,899,1269,3916,3969,1298,2045,1315,2649,3265,1252,1552,668
21,1,32377,13460,27628,8711,19186,13191,0,11046,9803,11528,745,921,980,1032,2203,1137,3913,1106,667,1025,3476,3916,1298,918,1314,2063,2458,1252,1327,626
