Day,Rain,ActiveMode,ActiveNorm,ActiveModeCounterToInactiveNorm,InactiveModeCounterToActiveNorm,LocalCommute,CityCommute,DistantCommute,Subculture A,Subculture B,Subculture C,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,1,74159,74159,0,0,20917,49579,3663,24521,24703,24935,3753,3719,3749,3663,3710,3750,3752,3751,3738,3759,3683,3590,3763,3591,3697,3688,3738,3694,3767,3604
1,1,31435,94917,10617,74099,16279,15156,0,10456,9981,10998,960,732,1461,1180,1533,1024,3398,859,634,1486,3451,3261,1419,881,1192,2338,2007,1365,1840,414
2,0,42803,5898,40319,3414,23689,19114,0,14431,13280,15092,1522,944,2740,1388,2394,1896,4013,1517,877,1444,4443,3930,1297,1994,1251,2967,4198,1237,2022,729
3,0,42438,17821,34940,10323,23656,18782,0,14278,13155,15005,1480,900,2814,1361,2361,1877,4031,1404,887,1444,4442,3926,1301,1804,1313,2921,4281,1236,1997,658
4,0,42404,17430,34937,9963,23695,18709,0,14320,13098,14986,1483,901,2809,1350,2360,1883,4023,1412,889,1442,4416,3925,1299,1857,1318,2936,4259,1234,1945,663
7,0,42358,17386,34922,9950,23691,18667,0,14294,13041,15023,1485,897,2810,1327,2359,1885,4021,1416,891,1442,4388,3925,1297,1868,1323,2932,4218,1234,1979,661
8,0,42226,17456,34687,9917,23721,18505,0,14255,12969,15002,1487,897,2810,1307,2358,1887,4024,1419,905,1442,4355,3924,1297,1879,1334,2887,4197,1234,1920,663
9,0,42112,17211,34673,9772,23678,18434,0,14257,12861,14994,1487,897,2810,1285,2358,1888,4028,1428,913,1442,4323,3923,1296,1886,1346,2879,4167,1234,1859,663
10,1,32875,16877,26904,10906,19153,13722,0,11136,9984,11755,729,898,1004,1031,2303,1190,3911,1108,722,1071,3607,3766,1296,867,1343,2210,2448,1234,1518,619
11,0,40218,7253,36964,3999,23691,16527,0,13645,12007,14566,1513,895,2294,1204,2350,1928,4026,1452,921,1312,4054,3904,1287,2055,1338,2746,3398,1230,1656,655
14,0,40031,14099,33842,7910,23588,16443,0,13611,11904,14516,1433,895,2333,1172,2352,1923,4038,1442,928,1311,4017,3906,1291,1996,1341,2742,3411,1230,1607,663
15,0,39922,13790,33861,7729,23583,16339,0,13572,11842,14508,1431,896,2333,1160,2352,1925,4039,1446,942,1311,3978,3906,1291,2000,1340,2714,3395,1230,1570,663
16,0,39850,13685,33851,7686,23562,16288,0,13548,11833,14469,1431,896,2333,1149,2350,1925,4039,1444,953,1311,3950,3905,1291,2004,1340,2690,3383,1230,1563,663
17,0,39745,13702,33725,7682,23562,16183,0,13509,11786,14450,1432,896,2333,1141,2349,1925,4039,1443,966,1311,3918,3905,1291,2005,1339,2666,3373,1230,1520,663
18,0,39727,13507,33767,7547,23563,16164,0,13506,11776,14445,1432,896,2333,1135,2349,1925,4038,1443,974,1311,3890,3907,1291,2009,1338,2657,3366,1230,1540,663
21,1,32683,13394,27701,8412,19455,13228,0,11064,9924,11695,746,896,1001,973,2287,1198,4023,1078,760,1063,3478,3866,1291,887,1338,2070,2535,1230,1344,619
22,0,39055,7009,35886,3840,23536,15519,0,13277,11552,14226,1444,896,2153,1089,2346,1946,4034,1451,977,1261,3785,3901,1287,2081,1334,2598,3134,1230,1451,657
23,0,39011,12626,33485,7100,23499,15512,0,13236,11535,14240,1402,896,2178,1079,2348,1943,4037,1449,985,1260,3774,3901,1288,2043,1335,2582,3142,1230,1475,664
24,0,38884,12552,33387,7055,23481,15403,0,13230,11513,14141,1404,896,2178,1073,2347,1943,4036,1449,988,1260,3757,3902,1288,2045,1335,2543,3134,1230,1411,665
25,0,38883,12416,33420,6953,23445,15438,0,13220,11492,14171,1403,896,2178,1068,2349,1943,4036,1449,990,1260,3743,3902,1288,2049,1335,2512,3128,1230,1459,665
28,0,38868,12400,33421,6953,23495,15373,0,13206,11489,14173,1404,896,2178,1059,2349,1943,4036,1449,1002,1258,3736,3902,1288,2050,1335,2546,3124,1230,1418,665
29,0,38808,12348,33368,6908,23461,15347,0,13205,11466,14137,1404,896,2178,1057,2349,1943,4036,1449,1009,1258,3726,3902,1288,2050,1335,2511,3118,1230,1404,665
30,0,38773,12335,33350,6912,23469,15304,0,13159,11474,14140,1405,896,2178,1054,2349,1943,4036,1449,1013,1258,3716,3903,1288,2051,1335,2479,3116,1230,1409,665
31,0,38787,12327,33335,6875,23500,15287,0,13174,11464,14149,1405,896,2178,1049,2348,1943,4036,1449,1014,1258,3705,3903,1288,2052,1335,2533,3109,1230,1391,665
