Day,Rain,ActiveMode,ActiveNorm,ActiveModeCounterToInactiveNorm,InactiveModeCounterToActiveNorm,LocalCommute,CityCommute,DistantCommute,Subculture A,Subculture B,Subculture C,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,1,74209,74209,0,0,20910,49656,3643,24835,24835,24539,3690,3745,3690,3784,3612,3645,3729,3759,3707,3697,3772,3669,3720,3701,3844,3670,3738,3684,3667,3686
1,1,31388,94280,10705,73597,16195,15193,0,10645,10067,10676,911,760,1410,1262,1450,951,3367,863,595,1489,3551,3334,1378,828,1279,2331,1989,1423,1791,426
2,0,42566,5649,40229,3312,23559,19007,0,14485,13346,14735,1501,987,2702,1468,2280,1787,3987,1466,824,1395,4474,3979,1259,2091,1264,2908,4117,1291,2030,756
3,0,42178,17090,35177,10089,23513,18665,0,14378,13202,14598,1443,932,2764,1453,2249,1763,4015,1384,827,1394,4470,3990,1262,1874,1344,2893,4198,1291,1973,659
4,0,42164,16852,35108,9796,23538,18626,0,14416,13113,14635,1447,937,2764,1440,2250,1775,4008,1393,833,1393,4444,3988,1262,1926,1351,2893,4151,1290,1950,669
7,0,42041,16700,35063,9722,23560,18481,0,14361,13044,14636,1448,939,2765,1427,2247,1777,4008,1396,835,1393,4425,3990,1262,1941,1356,2849,4111,1290,1917,665
8,0,41937,16516,34968,9547,23567,18370,0,14385,12948,14604,1448,942,2765,1410,2248,1780,4010,1404,841,1393,4392,3989,1262,1961,1360,2821,4093,1290,1863,665
9,0,41960,16357,35005,9402,23618,18342,0,14332,12959,14669,1448,942,2765,1400,2246,1780,4018,1411,851,1393,4378,3990,1262,1975,1365,2840,4057,1290,1882,667
10,1,32740,16326,27098,10684,19043,13697,0,11241,10020,11479,693,941,1005,1125,2185,1140,3883,1085,682,1067,3647,3829,1262,839,1361,2207,2368,1290,1497,634
11,0,39961,7115,36777,3931,23570,16391,0,13727,12020,14214,1470,937,2250,1334,2238,1819,4014,1425,855,1283,4100,3971,1259,2114,1363,2672,3261,1286,1656,654
14,0,39770,13520,33932,7682,23421,16349,0,13662,11943,14165,1380,941,2286,1296,2239,1816,4021,1421,859,1281,4061,3975,1261,2057,1369,2672,3287,1286,1592,670
15,0,39732,13376,33891,7535,23458,16274,0,13663,11913,14156,1379,940,2286,1279,2238,1817,4023,1421,880,1281,4018,3976,1259,2065,1368,2688,3269,1285,1591,669
16,0,39597,13416,33729,7548,23391,16206,0,13598,11858,14141,1379,940,2286,1262,2237,1817,4024,1421,886,1281,3990,3976,1259,2068,1366,2644,3256,1285,1550,670
17,0,39500,12943,33862,7305,23401,16099,0,13564,11834,14102,1380,939,2286,1250,2236,1817,4024,1420,890,1281,3957,3978,1259,2071,1367,2603,3242,1285,1546,669
18,0,39437,12960,33771,7294,23412,16025,0,13544,11777,14116,1381,940,2286,1241,2236,1817,4024,1421,901,1281,3928,3978,1259,2076,1367,2608,3235,1285,1506,667
21,1,32530,12851,27821,8142,19341,13189,0,11221,9937,11372,699,940,996,1069,2156,1154,4010,1064,714,1062,3504,3929,1259,878,1365,2065,2459,1285,1292,630
22,0,38742,6717,35715,3690,23356,15386,0,13305,11575,13862,1398,937,2093,1188,2232,1826,4022,1423,906,1219,3815,3973,1259,2143,1362,2527,3017,1285,1461,656
23,0,38695,12057,33435,6797,23329,15366,0,13307,11577,13811,1340,938,2117,1177,2232,1826,4022,1423,913,1219,3813,3976,1259,2104,1365,2524,3030,1285,1467,665
24,0,38561,11943,33313,6695,23262,15299,0,13237,11546,13778,1338,938,2116,1169,2232,1826,4022,1424,917,1219,3787,3977,1259,2111,1364,2474,3019,1285,1421,663
25,0,38611,11754,33464,6607,23298,15313,0,13264,11546,13801,1338,938,2116,1162,2232,1826,4022,1424,919,1219,3770,3977,1259,2111,1364,2528,3012,1285,1446,663
28,0,38491,11806,33316,6631,23258,15233,0,13193,11508,13790,1338,938,2116,1154,2232,1826,4021,1424,922,1219,3762,3978,1259,2114,1364,2480,3010,1285,1386,663
29,0,38504,11684,33410,6590,23284,15220,0,13207,11513,13784,1338,938,2116,1150,2232,1826,4021,1424,929,1219,3752,3978,1259,2115,1364,2477,3004,1285,1415,662
30,0,38505,11636,33403,6534,23306,15199,0,13227,11503,13775,1339,938,2116,1144,2232,1826,4020,1424,930,1219,3743,3978,1259,2115,1364,2506,3002,1285,1403,662
31,0,38387,11707,33223,6543,23253,15134,0,13186,11461,13740,1340,938,2116,1141,2232,1826,4020,1424,932,1219,3730,3980,1259,2117,1364,2438,2997,1285,1367,662
32,0,38401,11590,33313,6502,23264,15137,0,13203,11468,13730,1340,938,2116,1140,2232,1826,4020,1424,936,1219,3722,3982,1259,2117,1363,2429,2992,1285,1399,662
35,0,38330,11602,33243,6515,23256,15074,0,13190,11442,13698,1340,938,2116,1134,2232,1826,4020,1424,937,1219,3705,3982,1259,2117,1365,2406,2986,1285,1378,661
36,1,32091,11574,27816,7299,19258,12833,0,11052,9782,11257,705,938,994,1005,2155,1155,4018,1056,740,1056,3381,3944,1259,872,1363,1867,2451,1285,1227,620
37,0,38200,6425,35286,3511,23294,14906,0,13107,11408,13685,1351,936,2088,1121,2232,1833,4018,1428,941,1218,3653,3982,1259,2165,1362,2372,2921,1284,1380,656
38,0,38168,11353,33196,6381,23260,14908,0,13100,11415,13653,1337,938,2104,1116,2232,1831,4019,1427,942,1218,3654,3983,1259,2137,1367,2393,2933,1284,1333,661
39,0,38159,11260,33183,6284,23274,14885,0,13081,11419,13659,1337,938,2104,1113,2232,1832,4019,1427,943,1218,3650,3983,1259,2141,1366,2357,2930,1284,1365,661
42,0,38135,11287,33168,6320,23276,14859,0,13091,11421,13623,1337,938,2104,1109,2232,1832,4019,1427,943,1218,3641,3983,1259,2141,1367,2370,2926,1284,1344,661
43,1,32009,11229,27798,7018,19288,12721,0,11019,9722,11268,703,938,992,993,2153,1153,4016,1058,746,1056,3364,3946,1259,877,1365,1844,2442,1284,1199,621
44,0,37743,6333,34869,3459,23238,14505,0,12927,11320,13496,1348,936,1901,1095,2232,1837,4018,1429,946,1174,3591,3975,1259,2174,1365,2338,2864,1284,1321,656
45,0,37678,10763,32982,6067,23196,14482,0,12905,11298,13475,1285,937,1918,1092,2232,1836,4019,1428,948,1175,3587,3976,1259,2157,1365,2334,2862,1284,1323,661
46,0,37671,10779,32949,6057,23198,14473,0,12900,11284,13487,1286,937,1918,1092,2232,1836,4019,1428,948,1175,3579,3976,1259,2157,1365,2343,2861,1284,1315,661
49,0,37656,10714,32963,6021,23191,14465,0,12916,11273,13467,1286,937,1918,1090,2232,1836,4019,1428,948,1175,3570,3977,1259,2158,1365,2339,2858,1284,1316,661
50,0,37677,10737,32983,6043,23217,14460,0,12910,11285,13482,1285,937,1918,1089,2232,1836,4019,1428,948,1175,3570,3977,1259,2158,1365,2369,2857,1284,1310,661
51,0,37628,10645,32969,5986,23193,14435,0,12861,11299,13468,1285,937,1918,1088,2232,1836,4019,1428,948,1175,3567,3977,1259,2160,1365,2334,2857,1284,1298,661
52,0,37641,10627,32960,5946,23234,14407,0,12883,11290,13468,1285,937,1918,1084,2232,1836,4019,1428,948,1175,3559,3978,1259,2160,1365,2341,2855,1284,1317,661
53,0,37595,10687,32920,6012,23182,14413,0,12893,11256,13446,1286,937,1917,1083,2232,1836,4019,1428,947,1175,3554,3979,1259,2160,1365,2314,2854,1284,1305,661
56,0,37583,10663,32915,5995,23213,14370,0,12853,11251,13479,1285,937,1917,1081,2232,1836,4019,1428,947,1175,3550,3980,1259,2160,1365,2319,2853,1284,1295,661
57,0,37547,10769,32826,6048,23166,14381,0,12845,11238,13464,1286,937,1917,1079,2232,1836,4019,1428,947,1175,3548,3980,1259,2160,1365,2281,2852,1284,1301,661
58,0,37553,10605,32915,5967,23178,14375,0,12864,11237,13452,1286,937,1917,1079,2232,1836,4019,1428,949,1175,3545,3981,1259,2160,1365,2288,2852,1284,1300,661
59,0,37525,10568,32905,5948,23202,14323,0,12857,11242,13426,1286,937,1917,1079,2232,1836,4019,1428,948,1175,3541,3982,1259,2160,1365,2297,2848,1284,1271,661
60,0,37533,10563,32911,5941,23186,14347,0,12853,11247,13433,1286,937,1917,1078,2232,1836,4019,1428,948,1175,3538,3982,1259,2160,1365,2298,2847,1284,1283,661
63,0,37500,10511,32889,5900,23175,14325,0,12844,11226,13430,1286,937,1917,1077,2232,1836,4019,1428,948,1175,3533,3982,1259,2160,1365,2278,2847,1284,1276,661
64,0,37518,10505,32886,5873,23141,14377,0,12854,11237,13427,1286,937,1917,1075,2232,1836,4019,1428,950,1175,3527,3982,1259,2160,1365,2286,2846,1284,1293,661
65,0,37494,10584,32850,5940,23176,14318,0,12829,11248,13417,1286,937,1917,1075,2232,1836,4019,1428,948,1175,3526,3982,1259,2159,1365,2276,2843,1284,1286,661
66,0,37493,10459,32879,5845,23179,14314,0,12825,11238,13430,1286,937,1917,1073,2232,1836,4019,1428,950,1175,3520,3982,1259,2160,1365,2298,2843,1284,1268,661
67,0,37468,10529,32842,5903,23174,14294,0,12844,11218,13406,1286,937,1917,1073,2232,1836,4019,1428,950,1175,3514,3982,1259,2162,1365,2260,2843,1284,1285,661
70,0,37484,10491,32882,5889,23195,14289,0,12835,11225,13424,1286,937,1917,1073,2232,1836,4019,1428,948,1175,3512,3982,1259,2162,1365,2279,2840,1284,1289,661
71,0,37496,10508,32882,5894,23184,14312,0,12827,11233,13436,1286,937,1917,1071,2232,1836,4019,1428,949,1175,3510,3982,1259,2162,1365,2294,2839,1284,1290,661
72,1,31712,10552,27710,6550,19269,12443,0,10891,9666,11155,710,937,990,963,2158,1155,4016,1061,752,1056,3241,3956,1259,894,1365,1723,2431,1284,1138,623
73,1,31644,6029,29205,3590,19231,12413,0,10851,9647,11146,720,935,989,961,2138,1180,4015,1067,753,1049,3234,3948,1259,912,1365,1686,2413,1284,1121,615
74,0,36601,5840,33970,3209,23112,13489,0,12497,11050,13054,1294,935,1418,1046,2230,1838,4017,1428,942,1097,3446,3962,1259,2181,1364,2232,2739,1284,1238,651
77,1,31551,9555,27912,5916,19164,12387,0,10840,9617,11094,708,937,989,947,2143,1150,4016,1061,753,1047,3246,3948,1259,876,1364,1695,2396,1284,1116,616
78,0,36070,5888,33451,3269,22968,13102,0,12312,10928,12830,1286,936,1185,1017,2227,1839,4018,1428,930,1062,3394,3956,1259,2181,1363,2175,2696,1284,1188,646
79,0,35801,9075,31892,5166,22789,13012,0,12210,10858,12733,1008,936,1187,1018,2228,1838,4019,1427,932,1062,3394,3956,1259,2170,1363,2163,2696,1284,1213,648
80,0,35831,8796,32021,4986,22822,13009,0,12207,10860,12764,1015,936,1187,1018,2227,1838,4019,1427,934,1062,3393,3958,1259,2170,1363,2177,2697,1284,1219,648
81,0,35845,8850,31993,4998,22843,13002,0,12194,10883,12768,1015,936,1187,1016,2227,1838,4020,1427,934,1062,3387,3958,1259,2170,1363,2208,2696,1284,1210,648
84,0,35804,8829,31971,4996,22790,13014,0,12202,10878,12724,1015,936,1187,1015,2227,1838,4020,1427,934,1062,3385,3961,1259,2170,1363,2175,2696,1284,1202,648
85,0,35814,8780,32012,4978,22817,12997,0,12216,10850,12748,1015,936,1187,1014,2227,1838,4020,1427,935,1062,3383,3965,1259,2170,1363,2176,2696,1284,1209,648
86,0,35817,8750,32011,4944,22814,13003,0,12198,10852,12767,1015,936,1187,1010,2227,1838,4020,1427,935,1062,3380,3967,1259,2170,1362,2197,2695,1284,1198,648
87,0,35839,8810,32006,4977,22839,13000,0,12211,10872,12756,1015,936,1187,1009,2227,1838,4020,1427,935,1062,3379,3968,1259,2170,1362,2192,2695,1284,1226,648
88,0,35796,8740,31984,4928,22816,12980,0,12211,10853,12732,1015,936,1187,1009,2227,1838,4020,1427,935,1062,3379,3970,1259,2170,1362,2155,2694,1284,1219,648
91,1,31472,8798,28114,5440,19144,12328,0,10793,9597,11082,718,936,988,942,2147,1145,4018,1057,753,1047,3216,3957,1259,881,1362,1625,2413,1284,1108,616
92,0,35816,5841,33204,3229,22855,12961,0,12211,10873,12732,1018,936,1187,1004,2227,1840,4019,1429,936,1061,3372,3974,1259,2185,1362,2180,2688,1284,1208,647
