Day,ActiveMode,ActiveModeCounterToInactiveNorm,InactiveModeCounterToActiveNorm,ActiveNorm,Rain
0,9543,0,0,9543,1
1,9436,25,270,9681,0
2,9433,22,270,9681,0
3,5434,0,4247,9681,1
7,5434,0,4246,9680,1
8,5434,0,4242,9676,1
9,5434,0,4237,9671,1
10,5434,0,4232,9666,1
14,9282,31,411,9662,0
15,9281,31,412,9662,0
16,9281,30,404,9655,0
17,9281,30,398,9649,0
21,5434,0,4208,9642,1
22,9281,30,379,9630,0
23,9281,30,373,9624,0
24,5434,0,4182,9616,1
28,5434,0,4173,9607,1
29,9197,34,428,9591,0
30,9196,33,427,9590,0
31,9196,33,424,9587,0
35,9196,33,410,9573,0
36,9196,33,404,9567,0
37,5434,0,4122,9556,1
38,5434,0,4106,9540,1
42,9191,33,373,9531,0
43,5434,0,4089,9523,1
44,5434,0,4078,9512,1
45,9036,40,496,9492,0
49,5434,0,4051,9485,1
50,8985,40,520,9465,0
51,8985,40,509,9454,0
52,8985,39,491,9437,0
56,5434,0,3988,9422,1
57,8985,39,456,9402,0
58,5434,0,3954,9388,1
59,8985,40,424,9369,0
63,8985,39,411,9357,0
64,8985,39,397,9343,0
65,5434,0,3905,9339,1
66,8985,38,379,9326,0
70,5434,0,3880,9314,1
71,8985,39,359,9305,0
72,8985,38,354,9301,0
73,5434,0,3861,9295,1
77,8985,38,348,9295,0
78,5434,0,3859,9293,1
79,8985,39,345,9291,0
80,8985,38,340,9287,0
84,8985,38,337,9284,0
85,8985,38,333,9280,0
86,8985,38,329,9276,0
87,5434,0,3839,9273,1
91,5434,0,3838,9272,1
92,8985,38,323,9270,0
93,8985,38,322,9269,0
94,8985,38,321,9268,0
98,8985,38,320,9267,0
99,8985,38,320,9267,0
100,8985,36,320,9269,0
101,5434,0,3836,9270,1
105,8985,35,319,9269,0
106,5434,0,3835,9269,1
107,8985,35,318,9268,0
108,8985,35,317,9267,0
112,8985,35,317,9267,0
113,8985,35,317,9267,0
114,5434,0,3833,9267,1
115,5434,0,3832,9266,1
119,8985,36,316,9265,0
120,8985,36,315,9264,0
121,8985,36,315,9264,0
122,5434,0,3831,9265,1
126,8985,35,315,9265,0
127,8985,35,315,9265,0
128,8985,35,314,9264,0
129,5434,0,3830,9264,1
133,8985,35,314,9264,0
134,5434,0,3830,9264,1
135,5434,0,3830,9264,1
136,8985,36,314,9263,0
140,8985,36,314,9263,0
141,8985,36,314,9263,0
142,8985,36,314,9263,0
143,5434,0,3830,9264,1
147,8985,35,314,9264,0
148,8985,35,313,9263,0
149,8985,35,313,9263,0
150,8985,35,313,9263,0
154,8985,35,313,9263,0
155,8985,34,313,9264,0
156,8985,33,313,9265,0
157,8985,33,313,9265,0
161,5434,0,3831,9265,1
162,8985,33,313,9265,0
163,8985,33,313,9265,0
164,8985,33,313,9265,0
