Day,Rain,ActiveMode,ActiveNorm,ActiveModeCounterToInactiveNorm,InactiveModeCounterToActiveNorm,LocalCommute,CityCommute,DistantCommute,Subculture A,Subculture B,Subculture C,0,1,4,3
0,0,9738,9738,0,0,5667,4071,0,3289,0,6449,1640,2449,2394,3255
1,1,7370,8379,3317,4326,5347,2023,0,2825,0,4545,809,1373,2219,2969
2,0,9624,3432,7360,1168,5662,3962,0,3283,0,6341,1598,2379,2393,3254
3,0,9673,8181,4827,3335,5666,4007,0,3288,0,6385,1609,2415,2394,3255
4,0,9673,8267,4785,3379,5666,4007,0,3288,0,6385,1609,2415,2394,3255
7,0,9673,8279,4780,3386,5666,4007,0,3288,0,6385,1609,2415,2394,3255
8,0,9673,8273,4780,3380,5666,4007,0,3288,0,6385,1609,2415,2394,3255
9,1,7368,8267,3343,4242,5345,2023,0,2823,0,4545,809,1371,2219,2969
10,0,9422,3419,7168,1165,5646,3776,0,3264,0,6158,1506,2276,2389,3251
11,0,9517,7790,4846,3119,5654,3863,0,3276,0,6241,1542,2328,2392,3255
14,0,9517,7980,4747,3210,5654,3863,0,3276,0,6241,1542,2328,2392,3255
15,0,9517,7979,4747,3209,5654,3863,0,3276,0,6241,1542,2328,2392,3255
16,0,9517,7979,4749,3211,5654,3863,0,3276,0,6241,1542,2328,2392,3255
17,1,7350,7984,3401,4035,5332,2018,0,2808,0,4542,809,1359,2215,2967
18,0,9199,3394,6969,1164,5628,3571,0,3244,0,5955,1414,2153,2384,3248
21,1,7306,7284,3580,3558,5309,1997,0,2779,0,4527,809,1337,2208,2952
22,0,8642,3315,6464,1137,5537,3105,0,3137,0,5505,1181,1887,2361,3213
23,0,8694,5901,5036,2243,5544,3150,0,3146,0,5548,1197,1916,2363,3218
24,1,7160,5984,3926,2750,5219,1941,0,2665,0,4495,808,1250,2191,2911
25,1,6968,3080,5187,1299,5108,1860,0,2523,0,4445,808,1147,2173,2840
28,0,7526,2826,5799,1099,5336,2190,0,2827,0,4699,847,1398,2282,2999
29,0,7534,3609,5384,1459,5337,2197,0,2828,0,4706,851,1402,2282,2999
30,1,6702,3606,4633,1537,5006,1696,0,2367,0,4335,808,1057,2104,2733
31,0,7402,2343,5956,897,5298,2104,0,2782,0,4620,830,1346,2254,2972
32,0,7412,3445,5389,1422,5304,2108,0,2788,0,4624,831,1354,2254,2973
35,0,7412,3457,5382,1427,5304,2108,0,2788,0,4624,831,1354,2254,2973
36,0,7412,3455,5377,1420,5304,2108,0,2788,0,4624,831,1354,2254,2973
37,0,7412,3463,5374,1425,5304,2108,0,2788,0,4624,831,1354,2254,2973
38,0,7412,3463,5374,1425,5304,2108,0,2788,0,4624,831,1354,2254,2973
39,1,6673,3448,4685,1460,4997,1676,0,2351,0,4322,808,1051,2093,2721
42,0,7396,2289,5979,872,5293,2103,0,2777,0,4619,830,1343,2253,2970
43,0,7400,3436,5377,1413,5294,2106,0,2779,0,4621,831,1345,2253,2971
44,0,7400,3444,5371,1415,5294,2106,0,2779,0,4621,831,1345,2253,2971
45,1,6670,3439,4690,1459,4995,1675,0,2348,0,4322,808,1049,2093,2720
46,0,7367,2285,5950,868,5276,2091,0,2755,0,4612,830,1328,2251,2958
49,1,6663,3408,4691,1436,4992,1671,0,2344,0,4319,808,1046,2093,2716
50,0,7242,2286,5827,871,5192,2050,0,2653,0,4589,830,1248,2241,2923
51,1,6628,3207,4743,1322,4981,1647,0,2322,0,4306,808,1036,2091,2693
52,1,6566,2230,5218,882,4955,1611,0,2279,0,4287,808,1016,2084,2658
53,1,6558,2179,5238,859,4954,1604,0,2274,0,4284,808,1015,2083,2652
56,1,6558,2172,5247,861,4954,1604,0,2274,0,4284,808,1015,2083,2652
57,1,6558,2168,5247,857,4954,1604,0,2274,0,4284,808,1015,2083,2652
58,1,6558,2170,5245,857,4954,1604,0,2274,0,4284,808,1015,2083,2652
59,1,6558,2167,5248,857,4954,1604,0,2274,0,4284,808,1015,2083,2652
60,0,6558,2169,5244,855,4954,1604,0,2274,0,4284,808,1015,2083,2652
63,1,6315,2170,5004,859,4886,1429,0,2129,0,4186,808,968,2029,2510
64,0,6558,1671,5524,637,4954,1604,0,2274,0,4284,808,1015,2083,2652
