Day,Rain,ActiveMode,ActiveNorm,ActiveModeCounterToInactiveNorm,InactiveModeCounterToActiveNorm,LocalCommute,CityCommute,DistantCommute,Subculture A,Subculture B,Subculture C,0,1,4,3
0,0,9882,9882,0,0,5709,4173,0,3280,0,6602,1631,2452,2466,3333
1,1,7541,8479,3429,4367,5405,2136,0,2846,0,4695,828,1348,2275,3090
2,0,9798,3875,7246,1323,5703,4095,0,3274,0,6524,1601,2398,2466,3333
3,0,9831,8370,4855,3394,5707,4124,0,3278,0,6553,1614,2418,2466,3333
4,0,9831,8426,4829,3424,5707,4124,0,3278,0,6553,1614,2418,2466,3333
7,0,9831,8414,4837,3420,5707,4124,0,3278,0,6553,1614,2418,2466,3333
8,0,9831,8418,4834,3421,5707,4124,0,3278,0,6553,1614,2418,2466,3333
9,1,7536,8418,3438,4320,5402,2134,0,2843,0,4693,828,1344,2275,3089
10,0,9622,3852,7084,1314,5691,3931,0,3260,0,6362,1516,2311,2465,3330
11,0,9688,8064,4862,3238,5699,3989,0,3268,0,6420,1539,2354,2465,3330
14,0,9688,8180,4794,3286,5699,3989,0,3268,0,6420,1539,2354,2465,3330
15,0,9688,8177,4800,3289,5699,3989,0,3268,0,6420,1539,2354,2465,3330
16,0,9688,8185,4796,3293,5699,3989,0,3268,0,6420,1539,2354,2465,3330
17,1,7521,8182,3489,4150,5393,2128,0,2831,0,4690,828,1335,2275,3083
18,0,9386,3829,6856,1299,5662,3724,0,3230,0,6156,1418,2180,2463,3325
21,1,7474,7533,3637,3696,5366,2108,0,2801,0,4673,828,1309,2268,3069
22,0,8808,3668,6397,1257,5579,3229,0,3129,0,5679,1200,1870,2443,3295
23,0,8867,6224,5024,2381,5592,3275,0,3144,0,5723,1211,1913,2445,3298
24,1,7335,6349,3943,2957,5280,2055,0,2694,0,4641,828,1230,2246,3031
25,1,7138,3363,5179,1404,5166,1972,0,2543,0,4595,827,1127,2226,2958
28,0,7722,3025,5839,1142,5395,2327,0,2852,0,4870,877,1383,2343,3119
29,0,7737,4101,5283,1647,5399,2338,0,2856,0,4881,878,1396,2344,3119
30,1,6910,4122,4555,1767,5068,1842,0,2397,0,4513,827,1052,2163,2868
31,0,7578,2632,5958,1012,5368,2210,0,2809,0,4769,852,1331,2310,3085
32,0,7589,3899,5286,1596,5374,2215,0,2816,0,4773,852,1340,2310,3087
35,0,7589,3919,5276,1606,5374,2215,0,2816,0,4773,852,1340,2310,3087
36,0,7589,3919,5277,1607,5374,2215,0,2816,0,4773,852,1340,2310,3087
37,0,7589,3914,5283,1608,5374,2215,0,2816,0,4773,852,1340,2310,3087
38,0,7589,3906,5283,1600,5374,2215,0,2816,0,4773,852,1340,2310,3087
39,1,6874,3918,4625,1669,5055,1819,0,2378,0,4496,827,1040,2152,2855
42,0,7571,2569,5994,992,5363,2208,0,2804,0,4767,852,1328,2308,3083
43,0,7581,3893,5279,1591,5366,2215,0,2809,0,4772,852,1334,2308,3087
44,0,7581,3912,5273,1604,5366,2215,0,2809,0,4772,852,1334,2308,3087
45,1,6872,3908,4622,1658,5053,1819,0,2376,0,4496,827,1039,2151,2855
46,0,7539,2570,5958,989,5337,2202,0,2775,0,4764,852,1307,2301,3079
49,1,6856,3837,4635,1616,5041,1815,0,2363,0,4493,827,1028,2149,2852
50,0,7410,2541,5849,980,5251,2159,0,2673,0,4737,850,1234,2283,3043
51,1,6792,3493,4733,1434,5015,1777,0,2323,0,4469,827,1004,2142,2819
52,1,6730,2457,5250,977,4998,1732,0,2283,0,4447,827,989,2139,2775
53,1,6720,2379,5288,947,4995,1725,0,2275,0,4445,827,987,2138,2768
56,1,6719,2370,5292,943,4994,1725,0,2274,0,4445,827,986,2138,2768
57,1,6719,2363,5294,938,4994,1725,0,2274,0,4445,827,986,2138,2768
58,1,6719,2370,5288,939,4994,1725,0,2274,0,4445,827,986,2138,2768
59,1,6719,2368,5292,941,4994,1725,0,2274,0,4445,827,986,2138,2768
