Day,Rain,ActiveMode,ActiveNorm,ActiveModeCounterToInactiveNorm,InactiveModeCounterToActiveNorm,LocalCommute,CityCommute,DistantCommute,Subculture A,Subculture B,Subculture C,0,1,4,3
0,0,9712,9712,0,0,5681,4031,0,3201,0,6511,1611,2443,2403,3255
1,1,7356,7770,3541,3955,5345,2011,0,2695,0,4661,872,1311,2243,2930
2,0,9603,3159,7488,1044,5668,3935,0,3187,0,6416,1575,2372,2402,3254
3,0,9639,7579,5102,3042,5677,3962,0,3196,0,6443,1578,2405,2402,3254
4,0,9639,7646,5069,3076,5677,3962,0,3196,0,6443,1578,2405,2402,3254
7,0,9639,7642,5074,3077,5677,3962,0,3196,0,6443,1578,2405,2402,3254
8,0,9639,7645,5073,3079,5677,3962,0,3196,0,6443,1578,2405,2402,3254
9,1,7348,7652,3562,3866,5339,2009,0,2687,0,4661,872,1305,2243,2928
10,0,9405,3148,7299,1042,5655,3750,0,3172,0,6233,1502,2253,2401,3249
11,0,9491,7207,5114,2830,5669,3822,0,3188,0,6303,1524,2313,2402,3252
14,0,9491,7362,5029,2900,5669,3822,0,3188,0,6303,1524,2313,2402,3252
15,0,9491,7360,5037,2906,5669,3822,0,3188,0,6303,1524,2313,2402,3252
16,0,9491,7350,5040,2899,5669,3822,0,3188,0,6303,1524,2313,2402,3252
17,1,7329,7360,3627,3658,5331,1998,0,2676,0,4653,872,1297,2239,2921
18,0,9172,3111,7092,1031,5624,3548,0,3138,0,6034,1425,2112,2395,3240
21,1,7267,6732,3779,3244,5296,1971,0,2627,0,4640,872,1263,2234,2898
22,0,8556,3017,6553,1014,5530,3026,0,3022,0,5534,1227,1761,2382,3186
23,0,8594,5100,5387,1893,5537,3057,0,3030,0,5564,1239,1782,2383,3190
24,1,7058,5163,4219,2324,5186,1872,0,2485,0,4573,871,1159,2202,2826
25,1,6880,2708,5293,1121,5100,1780,0,2356,0,4524,870,1079,2184,2747
28,0,7500,2500,5931,931,5332,2168,0,2690,0,4810,919,1323,2305,2953
29,0,7513,3335,5503,1325,5335,2178,0,2694,0,4819,922,1331,2306,2954
30,1,6682,3352,4760,1430,5038,1644,0,2233,0,4449,870,1026,2147,2639
31,0,7355,2195,6001,841,5288,2067,0,2632,0,4723,893,1271,2270,2921
32,0,7360,3144,5497,1281,5291,2069,0,2635,0,4725,894,1275,2270,2921
35,0,7360,3149,5492,1281,5291,2069,0,2635,0,4725,894,1275,2270,2921
36,0,7360,3155,5492,1287,5291,2069,0,2635,0,4725,894,1275,2270,2921
37,0,7360,3164,5484,1288,5291,2069,0,2635,0,4725,894,1275,2270,2921
38,0,7360,3162,5485,1287,5291,2069,0,2635,0,4725,894,1275,2270,2921
39,1,6633,3160,4820,1347,5026,1607,0,2213,0,4420,870,1016,2133,2614
42,0,7350,2125,6039,814,5284,2066,0,2627,0,4723,893,1267,2270,2920
43,0,7357,3141,5495,1279,5289,2068,0,2632,0,4725,894,1273,2270,2920
44,0,7357,3143,5493,1279,5289,2068,0,2632,0,4725,894,1273,2270,2920
45,1,6633,3148,4825,1340,5026,1607,0,2213,0,4420,870,1016,2133,2614
46,0,7310,2126,5999,815,5258,2052,0,2594,0,4716,893,1243,2268,2906
49,1,6621,3094,4827,1300,5022,1599,0,2207,0,4414,870,1012,2131,2608
50,0,7158,2116,5855,813,5170,1988,0,2482,0,4676,893,1163,2249,2853
51,1,6579,2839,4899,1159,5010,1569,0,2187,0,4392,870,1003,2123,2583
52,1,6520,2034,5315,829,4997,1523,0,2152,0,4368,870,993,2120,2537
53,1,6515,1984,5337,806,4995,1520,0,2148,0,4367,870,991,2120,2534
56,1,6515,1980,5340,805,4995,1520,0,2148,0,4367,870,991,2120,2534
57,1,6515,1983,5339,807,4995,1520,0,2148,0,4367,870,991,2120,2534
58,1,6515,1989,5334,808,4995,1520,0,2148,0,4367,870,991,2120,2534
59,1,6515,1981,5341,807,4995,1520,0,2148,0,4367,870,991,2120,2534
60,0,6515,1976,5345,806,4995,1520,0,2148,0,4367,870,991,2120,2534
63,1,6276,1983,5104,811,4941,1335,0,2023,0,4253,870,952,2070,2384
64,0,6515,1658,5535,678,4995,1520,0,2148,0,4367,870,991,2120,2534
65,1,6276,1982,5107,813,4941,1335,0,2023,0,4253,870,952,2070,2384
66,0,6515,1656,5534,675,4995,1520,0,2148,0,4367,870,991,2120,2534
67,0,6515,1981,5340,806,4995,1520,0,2148,0,4367,870,991,2120,2534
70,1,6276,1983,5100,807,4941,1335,0,2023,0,4253,870,952,2070,2384
71,0,6515,1658,5533,676,4995,1520,0,2148,0,4367,870,991,2120,2534
72,0,6515,1985,5338,808,4995,1520,0,2148,0,4367,870,991,2120,2534
73,1,6276,1978,5106,808,4941,1335,0,2023,0,4253,870,952,2070,2384
74,0,6511,1662,5526,677,4992,1519,0,2144,0,4367,870,991,2120,2530
77,1,6275,1983,5100,808,4941,1334,0,2022,0,4253,870,952,2070,2383
78,0,6482,1660,5500,678,4975,1507,0,2122,0,4360,870,986,2107,2519
79,1,6267,1957,5106,796,4939,1328,0,2018,0,4249,870,950,2067,2380
80,0,6366,1639,5395,668,4953,1413,0,2057,0,4309,870,964,2103,2429
81,0,6366,1768,5313,715,4953,1413,0,2057,0,4309,870,964,2103,2429
84,0,6366,1767,5313,714,4953,1413,0,2057,0,4309,870,964,2103,2429
85,1,6171,1773,5122,724,4920,1251,0,1960,0,4211,870,937,2057,2307
86,0,6351,1506,5470,625,4950,1401,0,2048,0,4303,870,961,2103,2417
87,0,6351,1755,5305,709,4950,1401,0,2048,0,4303,870,961,2103,2417
88,0,6351,1757,5306,712,4950,1401,0,2048,0,4303,870,961,2103,2417
91,1,6159,1749,5119,709,4918,1241,0,1954,0,4205,870,935,2056,2298
92,0,6347,1496,5471,620,4948,1399,0,2046,0,4301,870,960,2103,2414
93,0,6347,1725,5320,698,4948,1399,0,2046,0,4301,870,960,2103,2414
94,0,6347,1733,5315,701,4948,1399,0,2046,0,4301,870,960,2103,2414
95,1,6146,1728,5121,703,4917,1229,0,1943,0,4203,870,934,2056,2286
98,0,6342,1484,5474,616,4948,1394,0,2043,0,4299,870,960,2103,2409
99,1,6141,1734,5109,702,4916,1225,0,1939,0,4202,870,933,2056,2282
100,0,6279,1478,5414,613,4937,1342,0,2019,0,4260,870,951,2077,2381
101,0,6279,1660,5297,678,4937,1342,0,2019,0,4260,870,951,2077,2381
102,0,6279,1656,5301,678,4937,1342,0,2019,0,4260,870,951,2077,2381
105,0,6279,1661,5297,679,4937,1342,0,2019,0,4260,870,951,2077,2381
106,0,6279,1660,5298,679,4937,1342,0,2019,0,4260,870,951,2077,2381
107,0,6279,1666,5292,679,4937,1342,0,2019,0,4260,870,951,2077,2381
108,0,6279,1665,5297,683,4937,1342,0,2019,0,4260,870,951,2077,2381
109,1,6105,1665,5121,681,4909,1196,0,1920,0,4185,870,929,2047,2259
112,0,6279,1448,5435,604,4937,1342,0,2019,0,4260,870,951,2077,2381
113,1,6105,1665,5123,683,4909,1196,0,1920,0,4185,870,929,2047,2259
114,0,6267,1444,5426,603,4931,1336,0,2010,0,4257,870,948,2074,2375
115,1,6099,1649,5122,672,4908,1191,0,1916,0,4183,870,929,2045,2255
116,0,6230,1437,5392,599,4924,1306,0,1984,0,4246,870,941,2071,2348
119,0,6230,1611,5276,657,4924,1306,0,1984,0,4246,870,941,2071,2348
120,1,6073,1609,5122,658,4906,1167,0,1901,0,4172,870,928,2044,2231
121,1,6042,1384,5240,582,4901,1141,0,1883,0,4159,870,926,2043,2203
122,0,6129,1372,5332,575,4912,1217,0,1931,0,4198,870,932,2053,2274
123,1,5958,1467,5109,618,4886,1072,0,1840,0,4118,870,914,2036,2138
126,0,6110,1272,5389,551,4908,1202,0,1918,0,4192,870,929,2052,2259
127,0,6110,1446,5266,602,4908,1202,0,1918,0,4192,870,929,2052,2259
128,0,6110,1442,5272,604,4908,1202,0,1918,0,4192,870,929,2052,2259
129,0,6110,1448,5268,606,4908,1202,0,1918,0,4192,870,929,2052,2259
130,0,6110,1443,5268,601,4908,1202,0,1918,0,4192,870,929,2052,2259
133,0,6110,1452,5266,608,4908,1202,0,1918,0,4192,870,929,2052,2259
134,0,6110,1442,5264,596,4908,1202,0,1918,0,4192,870,929,2052,2259
135,0,6110,1448,5271,609,4908,1202,0,1918,0,4192,870,929,2052,2259
136,1,5951,1445,5110,604,4885,1066,0,1837,0,4114,870,913,2036,2132
137,0,6109,1263,5394,548,4907,1202,0,1917,0,4192,870,929,2052,2258
140,1,5951,1447,5109,605,4885,1066,0,1837,0,4114,870,913,2036,2132
141,0,6102,1270,5382,550,4904,1198,0,1913,0,4189,870,928,2052,2252
142,1,5950,1444,5108,602,4885,1065,0,1836,0,4114,870,913,2036,2131
143,0,6082,1262,5367,547,4900,1182,0,1900,0,4182,870,927,2050,2235
144,1,5944,1427,5116,599,4884,1060,0,1834,0,4110,870,913,2036,2125
147,0,6035,1252,5324,541,4896,1139,0,1882,0,4153,870,924,2043,2198
148,1,5922,1371,5130,579,4883,1039,0,1826,0,4096,870,913,2032,2107
149,1,5906,1233,5211,538,4877,1029,0,1817,0,4089,870,908,2032,2096
150,0,5950,1225,5258,533,4884,1066,0,1836,0,4114,870,913,2036,2131
151,0,5950,1257,5239,546,4884,1066,0,1836,0,4114,870,913,2036,2131
154,0,5950,1262,5235,547,4884,1066,0,1836,0,4114,870,913,2036,2131
155,1,5852,1260,5142,550,4866,986,0,1787,0,4065,870,904,2028,2050
156,0,5950,1198,5280,528,4884,1066,0,1836,0,4114,870,913,2036,2131
157,0,5950,1262,5235,547,4884,1066,0,1836,0,4114,870,913,2036,2131
158,0,5950,1259,5236,545,4884,1066,0,1836,0,4114,870,913,2036,2131
161,0,5950,1261,5237,548,4884,1066,0,1836,0,4114,870,913,2036,2131
162,0,5950,1262,5236,548,4884,1066,0,1836,0,4114,870,913,2036,2131
163,0,5950,1260,5236,546,4884,1066,0,1836,0,4114,870,913,2036,2131
164,1,5852,1254,5144,546,4866,986,0,1787,0,4065,870,904,2028,2050
165,0,5950,1193,5280,523,4884,1066,0,1836,0,4114,870,913,2036,2131
168,0,5950,1261,5238,549,4884,1066,0,1836,0,4114,870,913,2036,2131
