Day,Rain,ActiveMode,ActiveNorm,ActiveModeCounterToInactiveNorm,InactiveModeCounterToActiveNorm,LocalCommute,CityCommute,DistantCommute,Subculture A,Subculture B,Subculture C,0,1,2,3
0,0,8994,8994,0,0,4882,4112,0,2409,0,6585,1586,2434,1694,3280
1,1,5965,5845,3274,3154,4537,1428,0,2055,0,3910,761,1429,755,3020
2,0,8054,1929,6750,625,4878,3176,0,2407,0,5647,1485,2395,894,3280
3,0,8101,4722,5188,1809,4878,3223,0,2407,0,5694,1509,2418,894,3280
4,0,8101,4795,5132,1826,4878,3223,0,2407,0,5694,1509,2418,894,3280
7,0,8101,4792,5137,1828,4878,3223,0,2407,0,5694,1509,2418,894,3280
8,0,8101,4792,5142,1833,4878,3223,0,2407,0,5694,1509,2418,894,3280
9,1,5809,4796,3478,2465,4382,1427,0,2053,0,3756,761,1426,602,3020
10,0,7796,1854,6541,599,4860,2936,0,2400,0,5396,1351,2309,857,3279
11,0,7871,4356,5163,1648,4866,3005,0,2404,0,5467,1384,2348,859,3280
14,0,7873,4482,5097,1706,4866,3007,0,2404,0,5469,1385,2349,859,3280
15,0,7873,4488,5090,1705,4866,3007,0,2404,0,5469,1385,2349,859,3280
16,0,7873,4495,5088,1710,4866,3007,0,2404,0,5469,1385,2349,859,3280
17,1,5780,4486,3556,2262,4358,1422,0,2045,0,3735,759,1418,586,3017
18,0,7512,1830,6278,596,4815,2697,0,2381,0,5131,1206,2213,821,3272
21,1,5711,3905,3692,1886,4305,1406,0,2008,0,3703,759,1387,564,3001
22,0,6881,1741,5709,569,4676,2205,0,2308,0,4573,964,1921,746,3250
23,0,6919,2958,5032,1071,4681,2238,0,2313,0,4606,970,1952,746,3251
24,1,5551,2993,3911,1353,4176,1375,0,1896,0,3655,758,1287,536,2970
25,1,5374,1566,4445,637,4067,1307,0,1767,0,3607,758,1192,524,2900
28,0,5854,1373,4995,514,4358,1496,0,2056,0,3798,769,1441,593,3051
29,0,5866,1878,4743,755,4363,1503,0,2061,0,3805,769,1452,593,3052
30,1,5171,1878,4084,791,3950,1221,0,1652,0,3519,757,1115,485,2814
31,0,5764,1170,5036,442,4314,1450,0,2020,0,3744,761,1409,571,3023
32,0,5767,1814,4694,741,4315,1452,0,2021,0,3746,762,1411,571,3023
35,0,5767,1819,4695,747,4315,1452,0,2021,0,3746,762,1411,571,3023
36,0,5767,1809,4698,740,4315,1452,0,2021,0,3746,762,1411,571,3023
37,0,5767,1818,4696,747,4315,1452,0,2021,0,3746,762,1411,571,3023
38,0,5767,1807,4699,739,4315,1452,0,2021,0,3746,762,1411,571,3023
39,1,5142,1820,4084,762,3932,1210,0,1631,0,3511,757,1103,479,2803
42,0,5755,1141,5042,428,4308,1447,0,2015,0,3740,761,1405,569,3020
43,0,5761,1805,4696,740,4310,1451,0,2018,0,3743,761,1408,569,3023
44,0,5761,1812,4691,742,4310,1451,0,2018,0,3743,761,1408,569,3023
45,1,5141,1810,4089,758,3931,1210,0,1630,0,3511,757,1102,479,2803
46,0,5705,1137,4994,426,4265,1440,0,1983,0,3722,760,1378,556,3011
49,1,5129,1765,4096,732,3925,1204,0,1625,0,3504,757,1099,476,2797
50,0,5561,1129,4852,420,4156,1405,0,1893,0,3668,760,1303,522,2976
51,1,5075,1583,4127,635,3902,1173,0,1588,0,3487,757,1083,469,2766
52,1,5031,1082,4362,413,3877,1154,0,1553,0,3478,757,1059,468,2747
53,1,5027,1049,4376,398,3876,1151,0,1550,0,3477,757,1058,468,2744
56,1,5027,1048,4378,399,3876,1151,0,1550,0,3477,757,1058,468,2744
57,1,5027,1044,4380,397,3876,1151,0,1550,0,3477,757,1058,468,2744
58,1,5027,1046,4378,397,3876,1151,0,1550,0,3477,757,1058,468,2744
59,1,5027,1058,4373,404,3876,1151,0,1550,0,3477,757,1058,468,2744
60,0,5027,1049,4374,396,3876,1151,0,1550,0,3477,757,1058,468,2744
63,1,4830,1051,4184,405,3797,1033,0,1426,0,3404,757,993,455,2625
64,0,5027,843,4515,331,3876,1151,0,1550,0,3477,757,1058,468,2744
65,1,4830,1049,4182,401,3797,1033,0,1426,0,3404,757,993,455,2625
66,0,5027,844,4516,333,3876,1151,0,1550,0,3477,757,1058,468,2744
67,0,5027,1050,4375,398,3876,1151,0,1550,0,3477,757,1058,468,2744
70,1,4830,1052,4182,404,3797,1033,0,1426,0,3404,757,993,455,2625
71,0,5026,845,4512,331,3876,1150,0,1550,0,3476,757,1058,468,2743
72,0,5027,1055,4375,403,3876,1151,0,1550,0,3477,757,1058,468,2744
73,1,4830,1051,4180,401,3797,1033,0,1426,0,3404,757,993,455,2625
74,0,5024,841,4511,328,3874,1150,0,1548,0,3476,757,1057,468,2742
77,1,4828,1050,4180,402,3795,1033,0,1424,0,3404,757,991,455,2625
78,0,4987,844,4474,331,3847,1140,0,1530,0,3457,757,1043,455,2732
79,1,4819,1023,4188,392,3789,1030,0,1420,0,3399,757,989,451,2622
80,0,4872,836,4362,326,3810,1062,0,1450,0,3422,757,1006,455,2654
81,0,4872,885,4333,346,3810,1062,0,1450,0,3422,757,1006,455,2654
84,0,4872,883,4333,344,3810,1062,0,1450,0,3422,757,1006,455,2654
85,1,4730,882,4198,350,3773,957,0,1372,0,3358,757,975,451,2547
86,0,4866,747,4423,304,3809,1057,0,1448,0,3418,757,1005,455,2649
87,0,4866,881,4329,344,3809,1057,0,1448,0,3418,757,1005,455,2649
88,0,4866,872,4332,338,3809,1057,0,1448,0,3418,757,1005,455,2649
91,1,4721,878,4190,347,3769,952,0,1366,0,3355,757,971,451,2542
92,0,4865,731,4426,292,3809,1056,0,1448,0,3417,757,1005,455,2648
93,0,4865,878,4327,340,3809,1056,0,1448,0,3417,757,1005,455,2648
94,0,4865,880,4326,341,3809,1056,0,1448,0,3417,757,1005,455,2648
95,1,4718,877,4186,345,3768,950,0,1364,0,3354,757,971,451,2539
98,0,4861,727,4425,291,3808,1053,0,1445,0,3416,757,1004,455,2645
99,1,4717,878,4184,345,3768,949,0,1363,0,3354,757,971,451,2538
100,0,4825,728,4385,288,3793,1032,0,1423,0,3402,757,992,454,2622
101,0,4825,841,4314,330,3793,1032,0,1423,0,3402,757,992,454,2622
102,0,4825,838,4316,329,3793,1032,0,1423,0,3402,757,992,454,2622
105,0,4825,842,4313,330,3793,1032,0,1423,0,3402,757,992,454,2622
106,0,4825,841,4314,330,3793,1032,0,1423,0,3402,757,992,454,2622
107,0,4825,839,4314,328,3793,1032,0,1423,0,3402,757,992,454,2622
108,0,4825,836,4316,327,3793,1032,0,1423,0,3402,757,992,454,2622
109,1,4697,836,4193,332,3764,933,0,1353,0,3344,757,967,451,2522
112,0,4825,698,4412,285,3793,1032,0,1423,0,3402,757,992,454,2622
113,1,4697,841,4189,333,3764,933,0,1353,0,3344,757,967,451,2522
114,0,4814,691,4404,281,3786,1028,0,1419,0,3395,757,989,451,2617
115,1,4693,835,4190,332,3762,931,0,1351,0,3342,757,967,449,2520
116,0,4764,692,4357,285,3774,990,0,1391,0,3373,757,977,451,2579
119,0,4764,798,4287,321,3774,990,0,1391,0,3373,757,977,451,2579
120,1,4657,793,4183,319,3760,897,0,1337,0,3320,757,965,449,2486
121,1,4629,662,4242,275,3758,871,0,1319,0,3310,757,964,449,2459
122,0,4707,655,4324,272,3765,942,0,1358,0,3349,757,968,451,2531
