Day,Rain,ActiveMode,ActiveNorm,ActiveModeCounterToInactiveNorm,InactiveModeCounterToActiveNorm,LocalCommute,CityCommute,DistantCommute,Subculture A,Subculture B,Subculture C,0,1,2,3
0,0,9045,9045,0,0,4909,4136,0,2518,0,6527,1622,2398,1639,3386
1,1,5975,5552,3363,2940,4510,1465,0,2133,0,3842,832,1316,686,3141
2,0,8116,1774,6892,550,4906,3210,0,2516,0,5600,1519,2356,855,3386
3,0,8157,4518,5334,1695,4907,3250,0,2517,0,5640,1544,2372,855,3386
4,0,8157,4558,5316,1717,4907,3250,0,2517,0,5640,1544,2372,855,3386
7,0,8157,4560,5312,1715,4907,3250,0,2517,0,5640,1544,2372,855,3386
8,0,8157,4560,5311,1714,4907,3250,0,2517,0,5640,1544,2372,855,3386
9,1,5809,4558,3582,2331,4345,1464,0,2127,0,3682,832,1310,527,3140
10,0,7819,1699,6660,540,4880,2939,0,2507,0,5312,1351,2269,814,3385
11,0,7900,4156,5303,1559,4889,3011,0,2515,0,5385,1380,2319,815,3386
14,0,7900,4266,5242,1608,4889,3011,0,2515,0,5385,1380,2319,815,3386
15,0,7900,4270,5235,1605,4889,3011,0,2515,0,5385,1380,2319,815,3386
16,0,7900,4274,5238,1612,4889,3011,0,2515,0,5385,1380,2319,815,3386
17,1,5776,4273,3652,2149,4314,1462,0,2120,0,3656,832,1304,502,3138
18,0,7524,1682,6380,538,4840,2684,0,2487,0,5037,1210,2153,785,3376
21,1,5721,3666,3813,1758,4272,1449,0,2091,0,3630,832,1281,483,3125
22,0,6884,1649,5778,543,4674,2210,0,2401,0,4483,1001,1860,683,3340
23,0,6911,2729,5166,984,4681,2230,0,2408,0,4503,1003,1882,684,3342
24,1,5552,2738,4016,1202,4140,1412,0,1966,0,3586,832,1174,458,3088
25,1,5392,1457,4509,574,4032,1360,0,1845,0,3547,832,1078,446,3036
28,0,5860,1312,5025,477,4322,1538,0,2147,0,3713,843,1338,503,3176
29,0,5864,1752,4803,691,4322,1542,0,2147,0,3717,843,1342,503,3176
30,1,5183,1760,4147,724,3900,1283,0,1701,0,3482,832,977,416,2958
