Day,Rain,ActiveMode,ActiveNorm,ActiveModeCounterToInactiveNorm,InactiveModeCounterToActiveNorm,LocalCommute,CityCommute,DistantCommute,Subculture A,Subculture B,Subculture C,0,1,2,3
0,0,9033,9033,0,0,4915,4118,0,2418,0,6615,1696,2516,1600,3221
1,1,5869,5338,3446,2915,4529,1340,0,2021,0,3848,851,1425,650,2943
2,0,8052,1528,7024,500,4908,3144,0,2415,0,5637,1563,2470,798,3221
3,0,8106,4183,5479,1556,4912,3194,0,2418,0,5688,1598,2487,800,3221
4,0,8107,4246,5449,1588,4912,3195,0,2418,0,5689,1599,2487,800,3221
7,0,8107,4236,5452,1581,4912,3195,0,2418,0,5689,1599,2487,800,3221
8,0,8107,4245,5441,1579,4912,3195,0,2418,0,5689,1599,2487,800,3221
9,1,5732,4249,3704,2221,4393,1339,0,2015,0,3717,851,1420,519,2942
10,0,7730,1451,6761,482,4882,2848,0,2401,0,5329,1384,2368,759,3219
11,0,7817,3729,5455,1367,4890,2927,0,2409,0,5408,1413,2426,759,3219
14,0,7817,3871,5382,1436,4890,2927,0,2409,0,5408,1413,2426,759,3219
15,0,7817,3867,5383,1433,4890,2927,0,2409,0,5408,1413,2426,759,3219
16,0,7817,3878,5376,1437,4890,2927,0,2409,0,5408,1413,2426,759,3219
17,1,5697,3874,3801,1978,4365,1332,0,2003,0,3694,851,1411,499,2936
18,0,7412,1422,6466,476,4842,2570,0,2378,0,5034,1229,2244,732,3207
21,1,5617,3210,3962,1555,4301,1316,0,1952,0,3665,851,1367,478,2921
22,0,6738,1363,5846,471,4696,2042,0,2296,0,4442,1002,1913,650,3173
23,0,6781,2350,5292,861,4706,2075,0,2306,0,4475,1004,1951,651,3175
24,1,5409,2387,4114,1092,4153,1256,0,1805,0,3604,851,1250,447,2861
25,1,5218,1156,4560,498,4033,1185,0,1659,0,3559,851,1140,437,2790
28,0,5744,1021,5143,420,4361,1383,0,2011,0,3733,857,1429,498,2960
29,0,5748,1452,4922,626,4363,1385,0,2013,0,3735,857,1432,498,2961
30,1,5003,1454,4197,648,3915,1088,0,1531,0,3472,851,1056,403,2693
31,0,5659,851,5162,354,4317,1342,0,1970,0,3689,853,1387,485,2934
32,0,5664,1384,4882,602,4321,1343,0,1974,0,3690,853,1391,485,2935
35,0,5664,1390,4882,608,4321,1343,0,1974,0,3690,853,1391,485,2935
36,0,5664,1390,4884,610,4321,1343,0,1974,0,3690,853,1391,485,2935
37,0,5664,1389,4881,606,4321,1343,0,1974,0,3690,853,1391,485,2935
38,0,5664,1389,4882,607,4321,1343,0,1974,0,3690,853,1391,485,2935
39,1,4976,1389,4202,615,3907,1069,0,1515,0,3461,851,1049,402,2674
42,0,5652,819,5171,338,4312,1340,0,1965,0,3687,853,1383,484,2932
43,0,5655,1386,4871,602,4313,1342,0,1966,0,3689,853,1384,484,2934
44,0,5655,1387,4871,603,4313,1342,0,1966,0,3689,853,1384,484,2934
45,1,4975,1390,4200,615,3907,1068,0,1514,0,3461,851,1049,402,2673
46,0,5591,826,5108,343,4264,1327,0,1922,0,3669,853,1347,472,2919
49,1,4957,1351,4197,591,3903,1054,0,1502,0,3455,851,1045,402,2659
50,0,5397,805,4921,329,4113,1284,0,1779,0,3618,853,1232,436,2876
51,1,4867,1167,4189,489,3852,1015,0,1448,0,3419,851,1009,387,2620
52,1,4806,744,4371,309,3824,982,0,1410,0,3396,851,988,381,2586
53,1,4796,733,4368,305,3820,976,0,1403,0,3393,851,984,381,2580
56,1,4795,722,4377,304,3820,975,0,1402,0,3393,851,984,381,2579
57,1,4795,723,4375,303,3820,975,0,1402,0,3393,851,984,381,2579
58,1,4795,718,4379,302,3820,975,0,1402,0,3393,851,984,381,2579
59,1,4795,722,4379,306,3820,975,0,1402,0,3393,851,984,381,2579
60,0,4796,718,4380,302,3820,976,0,1403,0,3393,851,984,381,2580
63,1,4574,722,4156,304,3747,827,0,1277,0,3297,851,932,361,2430
64,0,4795,550,4479,234,3820,975,0,1402,0,3393,851,984,381,2579
65,1,4574,721,4155,302,3747,827,0,1277,0,3297,851,932,361,2430
66,0,4794,551,4475,232,3819,975,0,1401,0,3393,851,984,381,2578
67,0,4794,717,4377,300,3819,975,0,1401,0,3393,851,984,381,2578
70,1,4574,720,4159,305,3747,827,0,1277,0,3297,851,932,361,2430
71,0,4794,551,4477,234,3819,975,0,1401,0,3393,851,984,381,2578
72,0,4794,720,4376,302,3819,975,0,1401,0,3393,851,984,381,2578
73,1,4574,714,4159,299,3747,827,0,1277,0,3297,851,932,361,2430
74,0,4792,551,4473,232,3819,973,0,1400,0,3392,851,984,381,2576
77,1,4574,716,4157,299,3747,827,0,1277,0,3297,851,932,361,2430
78,0,4751,550,4433,232,3788,963,0,1384,0,3367,851,973,361,2566
79,1,4549,683,4148,282,3731,818,0,1269,0,3280,851,931,347,2420
80,0,4623,547,4306,230,3760,863,0,1306,0,3317,851,945,361,2466
81,0,4623,577,4289,243,3760,863,0,1306,0,3317,851,945,361,2466
84,0,4623,578,4287,242,3760,863,0,1306,0,3317,851,945,361,2466
85,1,4429,580,4094,245,3718,711,0,1209,0,3220,851,918,347,2313
86,0,4609,472,4340,203,3759,850,0,1300,0,3309,851,944,361,2453
87,0,4609,570,4280,241,3759,850,0,1300,0,3309,851,944,361,2453
88,0,4609,578,4278,247,3759,850,0,1300,0,3309,851,944,361,2453
91,1,4422,571,4091,240,3717,705,0,1204,0,3218,851,918,347,2306
92,0,4607,473,4339,205,3759,848,0,1300,0,3307,851,944,361,2451
93,0,4607,571,4278,242,3759,848,0,1300,0,3307,851,944,361,2451
94,0,4607,575,4275,243,3759,848,0,1300,0,3307,851,944,361,2451
95,1,4422,574,4090,242,3717,705,0,1204,0,3218,851,918,347,2306
98,0,4603,473,4334,204,3756,847,0,1298,0,3305,851,942,361,2449
99,1,4420,572,4087,239,3716,704,0,1203,0,3217,851,917,347,2305
100,0,4558,470,4292,204,3734,824,0,1273,0,3285,851,930,351,2426
101,0,4559,548,4241,230,3734,825,0,1274,0,3285,851,930,351,2427
102,0,4559,552,4239,232,3734,825,0,1274,0,3285,851,930,351,2427
105,0,4559,547,4240,228,3734,825,0,1274,0,3285,851,930,351,2427
106,0,4559,549,4240,230,3734,825,0,1274,0,3285,851,930,351,2427
107,0,4559,549,4241,231,3734,825,0,1274,0,3285,851,930,351,2427
108,0,4559,548,4242,231,3734,825,0,1274,0,3285,851,930,351,2427
109,1,4403,546,4086,229,3710,693,0,1193,0,3210,851,913,346,2293
112,0,4558,464,4296,202,3734,824,0,1273,0,3285,851,930,351,2426
113,1,4403,550,4083,230,3710,693,0,1193,0,3210,851,913,346,2293
114,0,4543,464,4278,199,3728,815,0,1263,0,3280,851,929,347,2416
115,1,4394,542,4080,228,3707,687,0,1188,0,3206,851,913,343,2287
116,0,4478,450,4225,197,3723,755,0,1233,0,3245,851,925,347,2355
119,0,4478,508,4184,214,3723,755,0,1233,0,3245,851,925,347,2355
120,1,4346,513,4051,218,3701,645,0,1160,0,3186,851,909,343,2243
121,1,4326,437,4082,193,3697,629,0,1150,0,3176,851,906,342,2227
122,0,4409,432,4167,190,3711,698,0,1196,0,3213,851,914,346,2298
123,1,4286,467,4022,203,3693,593,0,1132,0,3154,851,904,342,2189
126,0,4400,419,4168,187,3708,692,0,1192,0,3208,851,913,345,2291
127,0,4400,462,4137,199,3708,692,0,1192,0,3208,851,913,345,2291
128,0,4400,461,4138,199,3708,692,0,1192,0,3208,851,913,345,2291
129,0,4400,457,4142,199,3708,692,0,1192,0,3208,851,913,345,2291
130,0,4400,464,4138,202,3708,692,0,1192,0,3208,851,913,345,2291
133,0,4400,462,4138,200,3708,692,0,1192,0,3208,851,913,345,2291
134,0,4400,459,4140,199,3708,692,0,1192,0,3208,851,913,345,2291
135,0,4400,464,4137,201,3708,692,0,1192,0,3208,851,913,345,2291
136,1,4281,464,4020,203,3692,589,0,1131,0,3150,851,904,341,2185
137,0,4400,412,4172,184,3708,692,0,1192,0,3208,851,913,345,2291
140,1,4281,461,4018,198,3692,589,0,1131,0,3150,851,904,341,2185
141,0,4393,415,4165,187,3706,687,0,1187,0,3206,851,912,345,2285
142,1,4280,457,4022,199,3692,588,0,1130,0,3150,851,904,341,2184
143,0,4372,413,4145,186,3700,672,0,1174,0,3198,851,911,342,2268
144,1,4267,448,4014,195,3689,578,0,1126,0,3141,851,904,338,2174
147,0,4324,410,4099,185,3695,629,0,1150,0,3174,851,906,342,2225
148,1,4243,429,4001,187,3685,558,0,1113,0,3130,851,900,338,2154
149,1,4236,403,4014,181,3683,553,0,1110,0,3126,851,899,338,2148
150,0,4281,400,4060,179,3692,589,0,1131,0,3150,851,904,341,2185
151,0,4281,412,4054,185,3692,589,0,1131,0,3150,851,904,341,2185
154,0,4281,415,4052,186,3692,589,0,1131,0,3150,851,904,341,2185
155,1,4212,412,3986,186,3679,533,0,1095,0,3117,851,897,337,2127
156,0,4280,387,4071,178,3692,588,0,1130,0,3150,851,904,341,2184
