Day,Rain,ActiveMode,ActiveNorm,ActiveModeCounterToInactiveNorm,InactiveModeCounterToActiveNorm,LocalCommute,CityCommute,DistantCommute,Subculture A,Subculture B,Subculture C,0,1,2,3
0,0,14237,14237,0,0,5410,7827,1000,4112,0,10125,3451,3649,3451,3686
1,0,7137,14932,2569,10364,4906,2231,0,2998,434,3705,1071,1689,2434,1943
2,1,5137,474,5013,350,3308,1829,0,2300,89,2748,1156,1291,1319,1371
3,0,7053,67,7030,44,4946,2107,0,2832,476,3745,1074,1585,2423,1971
4,0,6926,459,6749,282,4920,2006,0,2836,488,3602,1064,1575,2305,1982
7,0,6842,383,6694,235,4900,1942,0,2792,499,3551,1045,1569,2237,1991
8,0,6811,347,6681,217,4871,1940,0,2782,504,3525,1012,1568,2228,2003
9,0,6785,325,6651,191,4884,1901,0,2753,542,3490,988,1564,2224,2009
10,0,6726,294,6605,173,4873,1853,0,2759,542,3425,979,1561,2168,2018
11,0,6738,300,6616,178,4889,1849,0,2739,567,3432,949,1560,2173,2056
14,0,6667,297,6554,184,4829,1838,0,2700,566,3401,910,1560,2164,2033
15,1,5018,303,4930,215,3297,1721,0,2098,255,2665,940,1251,1366,1461
16,0,6615,57,6595,37,4814,1801,0,2681,581,3353,851,1557,2138,2069
17,0,6611,279,6510,178,4806,1805,0,2676,571,3364,896,1553,2123,2039
18,0,6616,287,6515,186,4819,1797,0,2663,610,3343,856,1551,2145,2064
21,0,6595,301,6490,196,4804,1791,0,2652,638,3305,837,1550,2153,2055
22,0,6590,299,6471,180,4800,1790,0,2642,610,3338,849,1548,2126,2067
23,0,6583,268,6489,174,4793,1790,0,2628,638,3317,834,1548,2137,2064
24,0,6549,270,6453,174,4774,1775,0,2609,631,3309,805,1548,2115,2081
25,0,6575,297,6466,188,4790,1785,0,2608,652,3315,802,1547,2147,2079
28,0,6598,278,6489,169,4818,1780,0,2621,667,3310,814,1547,2139,2098
29,0,6619,292,6517,190,4845,1774,0,2624,698,3297,791,1547,2154,2127
30,0,6627,267,6531,171,4850,1777,0,2613,722,3292,790,1546,2156,2135
31,0,6568,289,6465,186,4795,1773,0,2593,681,3294,778,1546,2125,2119
32,0,6592,279,6487,174,4819,1773,0,2585,721,3286,787,1545,2141,2119
35,0,6572,271,6464,163,4801,1771,0,2596,696,3280,767,1544,2121,2140
36,0,6568,256,6472,160,4791,1777,0,2595,715,3258,755,1544,2133,2136
37,0,6574,273,6471,170,4794,1780,0,2597,718,3259,755,1544,2151,2124
38,1,4783,268,4709,194,3115,1668,0,1926,352,2505,738,1241,1367,1437
39,0,6604,46,6590,32,4842,1762,0,2583,743,3278,736,1543,2136,2189
42,1,4761,273,4684,196,3117,1644,0,1918,355,2488,752,1241,1357,1411
43,0,6529,49,6510,30,4775,1754,0,2556,720,3253,726,1542,2113,2148
44,0,6508,258,6411,161,4746,1762,0,2542,699,3267,749,1542,2112,2105
45,0,6509,253,6426,170,4745,1764,0,2537,734,3238,729,1542,2136,2102
46,0,6505,263,6412,170,4744,1761,0,2533,722,3250,724,1542,2130,2109
49,0,6537,247,6447,157,4774,1763,0,2559,738,3240,730,1542,2143,2122
50,0,6537,236,6447,146,4773,1764,0,2554,720,3263,733,1542,2130,2132
51,1,4698,257,4626,185,3042,1656,0,1858,348,2492,707,1239,1375,1377
52,0,6554,38,6538,22,4805,1749,0,2543,762,3249,703,1539,2148,2164
53,1,4757,262,4683,188,3119,1638,0,1900,370,2487,698,1235,1400,1424
56,0,6551,46,6536,31,4795,1756,0,2556,755,3240,713,1535,2146,2157
57,0,6454,276,6356,178,4694,1760,0,2512,723,3219,717,1536,2132,2069
58,0,6447,244,6360,157,4693,1754,0,2501,719,3227,686,1534,2118,2109
59,0,6471,260,6377,166,4716,1755,0,2498,745,3228,686,1535,2149,2101
60,0,6474,241,6381,148,4715,1759,0,2530,730,3214,700,1534,2134,2106
63,0,6480,238,6393,151,4728,1752,0,2512,741,3227,689,1533,2143,2115
64,0,6466,245,6384,163,4711,1755,0,2514,726,3226,705,1533,2126,2102
65,0,6472,237,6388,153,4720,1752,0,2498,742,3232,669,1532,2126,2145
66,0,6488,232,6405,149,4730,1758,0,2515,741,3232,694,1532,2130,2132
67,1,4694,249,4627,182,3054,1640,0,1860,360,2474,672,1230,1371,1421
70,0,6491,38,6479,26,4744,1747,0,2509,750,3232,678,1530,2117,2166
71,0,6480,236,6408,164,4731,1749,0,2499,765,3216,666,1531,2150,2133
72,1,4695,242,4621,168,3058,1637,0,1871,361,2463,687,1228,1390,1390
73,0,6483,45,6468,30,4738,1745,0,2491,760,3232,672,1529,2147,2135
74,1,4654,224,4586,156,3034,1620,0,1843,351,2460,663,1224,1377,1390
77,0,6438,48,6424,34,4699,1739,0,2491,736,3211,640,1529,2128,2141
78,0,6392,247,6310,165,4641,1751,0,2466,726,3200,659,1528,2136,2069
79,0,6413,213,6337,137,4666,1747,0,2460,739,3214,685,1528,2152,2048
80,0,6428,240,6346,158,4677,1751,0,2482,733,3213,666,1528,2134,2100
81,0,6411,233,6332,154,4661,1750,0,2474,740,3197,671,1528,2131,2081
84,0,6395,235,6305,145,4644,1751,0,2457,731,3207,674,1528,2128,2065
85,0,6457,237,6376,156,4704,1753,0,2470,761,3226,677,1528,2146,2106
86,0,6405,245,6318,158,4659,1746,0,2466,739,3200,646,1528,2132,2099
87,0,6430,250,6344,164,4680,1750,0,2471,756,3203,654,1528,2141,2107
88,0,6420,233,6335,148,4668,1752,0,2494,731,3195,657,1528,2122,2113
91,0,6476,239,6396,159,4727,1749,0,2483,760,3233,673,1528,2132,2143
92,0,6430,267,6332,169,4679,1751,0,2480,762,3188,651,1528,2144,2107
93,0,6495,236,6412,153,4746,1749,0,2495,764,3236,675,1528,2123,2169
94,0,6428,253,6332,157,4679,1749,0,2470,762,3196,648,1528,2145,2107
95,0,6420,230,6333,143,4669,1751,0,2475,728,3217,664,1528,2123,2105
98,0,6459,233,6372,146,4709,1750,0,2492,761,3206,655,1528,2131,2145
99,0,6448,248,6348,148,4699,1749,0,2500,740,3208,659,1528,2115,2146
100,0,6446,246,6362,162,4700,1746,0,2461,768,3217,656,1527,2130,2133
101,0,6449,247,6361,159,4703,1746,0,2470,751,3228,658,1527,2137,2127
102,0,6477,237,6393,153,4729,1748,0,2486,799,3192,631,1527,2155,2164
105,0,6466,255,6373,162,4716,1750,0,2499,761,3206,661,1527,2133,2145
106,0,6457,252,6363,158,4709,1748,0,2490,760,3207,644,1527,2130,2156
107,0,6489,239,6400,150,4740,1749,0,2479,782,3228,657,1527,2149,2156
108,0,6460,249,6355,144,4711,1749,0,2470,775,3215,640,1527,2135,2158
109,1,4645,232,4574,161,3003,1642,0,1828,364,2453,635,1223,1366,1421
112,0,6508,41,6489,22,4762,1746,0,2489,807,3212,659,1526,2153,2170
113,1,4649,256,4566,173,3016,1633,0,1819,391,2439,628,1222,1381,1418
114,0,6480,31,6469,20,4736,1744,0,2517,762,3201,649,1526,2124,2181
115,0,6386,235,6301,150,4639,1747,0,2457,742,3187,632,1526,2117,2111
116,0,6402,244,6316,158,4653,1749,0,2480,744,3178,637,1526,2131,2108
119,0,6407,227,6320,140,4661,1746,0,2467,771,3169,643,1526,2139,2099
120,0,6424,236,6338,150,4678,1746,0,2469,760,3195,639,1526,2136,2123
121,0,6392,219,6309,136,4646,1746,0,2466,749,3177,638,1526,2108,2120
122,0,6432,227,6341,136,4686,1746,0,2464,769,3199,657,1526,2135,2114
123,0,6443,240,6347,144,4695,1748,0,2483,764,3196,634,1526,2131,2152
126,1,4697,260,4616,179,3052,1645,0,1864,393,2440,645,1221,1380,1451
127,0,6445,32,6430,17,4699,1746,0,2497,762,3186,624,1526,2119,2176
128,0,6402,244,6311,153,4656,1746,0,2479,736,3187,637,1526,2124,2115
129,0,6449,220,6372,143,4702,1747,0,2492,767,3190,644,1526,2136,2143
130,0,6396,252,6308,164,4650,1746,0,2466,737,3193,646,1526,2123,2101
133,0,6428,235,6339,146,4680,1748,0,2483,765,3180,641,1526,2137,2124
134,0,6454,224,6373,143,4708,1746,0,2489,766,3199,643,1526,2135,2150
135,0,6421,230,6335,144,4673,1748,0,2487,748,3186,644,1526,2136,2115
