Day,Rain,ActiveMode,ActiveNorm,ActiveModeCounterToInactiveNorm,InactiveModeCounterToActiveNorm,LocalCommute,CityCommute,DistantCommute,Subculture A,Subculture B,Subculture C,0,1,4,3
0,0,14937,14937,0,0,5031,4844,5062,4988,4987,4962,3761,3766,3676,3734
1,0,9835,18611,3785,12561,5034,4776,25,3289,3272,3274,2413,2507,2439,2476
2,1,4716,7627,3178,6089,4126,590,0,1641,1185,1890,848,871,1432,1565
3,0,7066,530,6873,337,4709,2357,0,2487,1742,2837,1564,1442,1987,2073
4,0,7201,2801,6274,1874,4744,2457,0,2535,1801,2865,1607,1489,2001,2104
7,1,4256,2958,3583,2285,3781,475,0,1463,1072,1721,760,696,1339,1461
8,0,5953,362,5833,242,4423,1530,0,2146,1357,2450,1229,1090,1821,1813
9,1,3949,1327,3633,1011,3577,372,0,1362,978,1609,704,624,1274,1347
10,0,5117,273,5026,182,4130,987,0,1857,1160,2100,976,890,1614,1637
11,1,3708,731,3531,554,3423,285,0,1281,903,1524,661,581,1204,1262
14,1,3526,233,3482,189,3290,236,0,1238,817,1471,629,555,1160,1182
15,0,4101,211,4054,164,3622,479,0,1436,945,1720,750,638,1319,1394
16,1,3390,332,3327,269,3196,194,0,1192,763,1435,617,526,1091,1156
17,0,3873,186,3833,146,3466,407,0,1363,871,1639,701,593,1270,1309
18,0,3874,258,3818,202,3467,407,0,1364,871,1639,702,593,1270,1309
21,0,3874,258,3818,202,3467,407,0,1364,871,1639,702,593,1270,1309
22,0,3874,260,3817,203,3467,407,0,1364,871,1639,702,593,1270,1309
23,1,3349,262,3299,212,3169,180,0,1185,742,1422,613,524,1071,1141
24,0,3802,177,3766,141,3409,393,0,1347,831,1624,694,587,1244,1277
25,0,3806,253,3753,200,3410,396,0,1349,831,1626,694,588,1246,1278
28,0,3806,250,3752,196,3410,396,0,1349,831,1626,694,588,1246,1278
29,0,3806,255,3751,200,3410,396,0,1349,831,1626,694,588,1246,1278
30,0,3806,253,3754,201,3410,396,0,1349,831,1626,694,588,1246,1278
31,0,3806,254,3753,201,3410,396,0,1349,831,1626,694,588,1246,1278
