Day,Rain,ActiveMode,ActiveNorm,ActiveModeCounterToInactiveNorm,InactiveModeCounterToActiveNorm,LocalCommute,CityCommute,DistantCommute,Subculture A,Subculture B,Subculture C,0,1,2,3
0,0,15082,15082,0,0,4977,4971,5134,4933,5143,5006,3753,3845,3738,3746
1,0,9478,18860,3231,12613,4912,4566,0,3102,3049,3327,2436,2562,2021,2459
2,1,3724,7328,2466,6070,3363,361,0,1284,959,1481,850,894,409,1571
3,0,5762,346,5642,226,4036,1726,0,2011,1317,2434,1530,1486,651,2095
4,0,5875,1486,5382,993,4065,1810,0,2039,1360,2476,1557,1536,653,2129
7,1,3129,1560,2799,1230,2862,267,0,1043,802,1284,717,731,231,1450
8,0,4564,213,4494,143,3588,976,0,1582,1015,1967,1170,1114,430,1850
9,1,2854,648,2710,504,2676,178,0,952,722,1180,664,669,201,1320
10,0,3777,157,3730,110,3238,539,0,1280,876,1621,911,894,326,1646
11,1,2678,345,2608,275,2543,135,0,902,672,1104,618,629,181,1250
14,1,2559,132,2529,102,2466,93,0,876,621,1062,605,602,178,1174
15,0,2959,115,2928,84,2711,248,0,992,687,1280,696,681,211,1371
16,1,2481,167,2445,131,2410,71,0,850,590,1041,590,580,171,1140
17,0,2766,107,2739,80,2582,184,0,948,632,1186,655,637,198,1276
18,0,2768,140,2736,108,2582,186,0,948,633,1187,655,637,198,1278
21,0,2768,140,2736,108,2582,186,0,948,633,1187,655,637,198,1278
22,0,2768,139,2736,107,2582,186,0,948,633,1187,655,637,198,1278
23,1,2445,139,2413,107,2386,59,0,839,578,1028,583,572,169,1121
24,0,2725,97,2700,72,2550,175,0,936,620,1169,645,629,194,1257
25,0,2728,133,2696,101,2551,177,0,937,620,1171,646,629,194,1259
28,0,2728,133,2696,101,2551,177,0,937,620,1171,646,629,194,1259
29,0,2728,134,2696,102,2551,177,0,937,620,1171,646,629,194,1259
30,0,2728,134,2696,102,2551,177,0,937,620,1171,646,629,194,1259
31,0,2728,133,2696,101,2551,177,0,937,620,1171,646,629,194,1259
32,0,2728,133,2696,101,2551,177,0,937,620,1171,646,629,194,1259
35,1,2439,134,2407,102,2381,58,0,839,575,1025,582,571,168,1118
36,0,2707,96,2681,70,2532,175,0,932,606,1169,639,620,194,1254
37,0,2707,127,2675,95,2532,175,0,932,606,1169,639,620,194,1254
38,0,2707,124,2675,92,2532,175,0,932,606,1169,639,620,194,1254
39,0,2707,126,2675,94,2532,175,0,932,606,1169,639,620,194,1254
42,0,2707,127,2675,95,2532,175,0,932,606,1169,639,620,194,1254
43,1,2438,127,2406,95,2380,58,0,839,574,1025,582,570,168,1118
44,1,2416,96,2391,71,2360,56,0,832,568,1016,576,563,168,1109
45,0,2527,93,2503,69,2421,106,0,874,576,1077,603,583,175,1166
46,1,2380,110,2351,81,2334,46,0,823,549,1008,569,558,167,1086
49,0,2458,93,2434,69,2384,74,0,847,571,1040,589,568,168,1133
50,0,2458,101,2431,74,2384,74,0,847,571,1040,589,568,168,1133
51,0,2458,101,2432,75,2384,74,0,847,571,1040,589,568,168,1133
52,1,2365,101,2339,75,2323,42,0,818,544,1003,565,556,166,1078
53,0,2447,93,2423,69,2376,71,0,844,568,1035,587,568,168,1124
56,1,2365,98,2340,73,2323,42,0,818,544,1003,565,556,166,1078
57,1,2361,95,2336,70,2321,40,0,816,543,1002,564,555,166,1076
58,0,2385,95,2361,71,2331,54,0,825,545,1015,569,558,168,1090
59,1,2345,93,2321,69,2308,37,0,812,533,1000,563,551,166,1065
60,0,2373,94,2349,70,2326,47,0,822,543,1008,566,557,167,1083
63,0,2373,95,2349,71,2326,47,0,822,543,1008,566,557,167,1083
64,0,2373,93,2349,69,2326,47,0,822,543,1008,566,557,167,1083
65,0,2373,94,2348,69,2326,47,0,822,543,1008,566,557,167,1083
66,1,2341,92,2317,68,2304,37,0,812,530,999,562,551,166,1062
67,0,2373,94,2349,70,2326,47,0,822,543,1008,566,557,167,1083
70,0,2373,93,2349,69,2326,47,0,822,543,1008,566,557,167,1083
71,1,2341,95,2316,70,2304,37,0,812,530,999,562,551,166,1062
72,0,2359,93,2335,69,2315,44,0,818,534,1007,565,553,166,1075
73,0,2359,94,2334,69,2315,44,0,818,534,1007,565,553,166,1075
74,0,2359,93,2335,69,2315,44,0,818,534,1007,565,553,166,1075
77,1,2339,92,2315,68,2302,37,0,812,529,998,562,551,165,1061
78,0,2350,92,2326,68,2308,42,0,817,530,1003,563,553,166,1068
79,1,2339,94,2315,70,2302,37,0,812,529,998,562,551,165,1061
80,1,2338,91,2315,68,2301,37,0,812,528,998,562,551,165,1060
81,0,2340,93,2316,69,2303,37,0,812,529,999,562,551,166,1061
84,0,2340,92,2317,69,2303,37,0,812,529,999,562,551,166,1061
85,0,2340,92,2316,68,2303,37,0,812,529,999,562,551,166,1061
86,0,2340,93,2316,69,2303,37,0,812,529,999,562,551,166,1061
87,1,2337,93,2314,70,2301,36,0,812,528,997,562,551,165,1059
88,0,2340,92,2317,69,2303,37,0,812,529,999,562,551,166,1061
91,0,2340,92,2317,69,2303,37,0,812,529,999,562,551,166,1061
92,1,2337,92,2314,69,2301,36,0,812,528,997,562,551,165,1059
93,1,2337,94,2313,70,2301,36,0,812,528,997,562,551,165,1059
94,0,2338,91,2315,68,2301,37,0,812,528,998,562,551,165,1060
95,0,2338,93,2314,69,2301,37,0,812,528,998,562,551,165,1060
98,0,2338,94,2314,70,2301,37,0,812,528,998,562,551,165,1060
99,0,2338,93,2314,69,2301,37,0,812,528,998,562,551,165,1060
100,0,2338,92,2314,68,2301,37,0,812,528,998,562,551,165,1060
101,0,2338,95,2314,71,2301,37,0,812,528,998,562,551,165,1060
102,0,2338,92,2315,69,2301,37,0,812,528,998,562,551,165,1060
