Day,Rain,ActiveMode,ActiveNorm,ActiveModeCounterToInactiveNorm,InactiveModeCounterToActiveNorm,LocalCommute,CityCommute,DistantCommute,Subculture A,Subculture B,Subculture C,0,1,4,3
0,0,15015,15015,0,0,4995,5018,5002,4883,5072,5060,3783,3712,3777,3743
1,0,9964,18247,3839,12122,4996,4949,19,3227,3308,3429,2479,2450,2529,2506
2,1,4753,7503,3253,6003,4092,661,0,1681,1197,1875,823,789,1522,1619
3,0,7163,557,6962,356,4670,2493,0,2447,1755,2961,1593,1370,2081,2119
4,0,7299,2794,6326,1821,4703,2596,0,2477,1815,3007,1644,1418,2089,2148
7,1,4286,2974,3612,2300,3772,514,0,1494,1078,1714,748,644,1401,1493
8,0,6059,423,5899,263,4398,1661,0,2115,1409,2535,1247,1033,1908,1871
9,1,3998,1446,3660,1108,3593,405,0,1404,1008,1586,677,595,1336,1390
10,0,5175,337,5048,210,4099,1076,0,1847,1187,2141,984,813,1709,1669
11,1,3759,766,3582,589,3419,340,0,1339,913,1507,620,559,1256,1324
14,1,3599,267,3535,203,3313,286,0,1293,849,1457,599,532,1200,1268
15,0,4146,239,4087,180,3624,522,0,1470,978,1698,718,596,1400,1432
16,1,3491,385,3396,290,3241,250,0,1259,810,1422,583,513,1161,1234
17,0,3936,219,3881,164,3484,452,0,1416,903,1617,674,561,1327,1374
18,0,3937,303,3863,229,3484,453,0,1417,903,1617,674,561,1327,1375
21,0,3937,306,3864,233,3484,453,0,1417,903,1617,674,561,1327,1375
22,0,3937,304,3863,230,3484,453,0,1417,903,1617,674,561,1327,1375
23,1,3444,303,3373,232,3209,235,0,1248,790,1406,573,507,1137,1227
24,0,3877,205,3827,155,3434,443,0,1400,870,1607,665,554,1307,1351
25,0,3878,291,3808,221,3435,443,0,1400,870,1608,666,554,1307,1351
28,0,3878,291,3808,221,3435,443,0,1400,870,1608,666,554,1307,1351
29,0,3878,294,3805,221,3435,443,0,1400,870,1608,666,554,1307,1351
30,0,3878,290,3807,219,3435,443,0,1400,870,1608,666,554,1307,1351
31,0,3878,292,3808,222,3435,443,0,1400,870,1608,666,554,1307,1351
32,0,3878,291,3807,220,3435,443,0,1400,870,1608,666,554,1307,1351
35,1,3428,292,3361,225,3196,232,0,1246,782,1400,571,506,1129,1222
36,0,3863,207,3812,156,3420,443,0,1398,858,1607,662,546,1306,1349
37,0,3863,290,3790,217,3420,443,0,1398,858,1607,662,546,1306,1349
38,0,3863,289,3792,218,3420,443,0,1398,858,1607,662,546,1306,1349
39,0,3863,288,3791,216,3420,443,0,1398,858,1607,662,546,1306,1349
42,0,3863,286,3792,215,3420,443,0,1398,858,1607,662,546,1306,1349
43,1,3423,288,3355,220,3192,231,0,1245,780,1398,571,502,1129,1221
44,1,3403,205,3356,158,3177,226,0,1239,768,1396,570,501,1122,1210
45,0,3618,201,3570,153,3258,360,0,1318,786,1514,607,520,1220,1271
46,1,3347,225,3293,171,3142,205,0,1231,749,1367,562,496,1093,1196
49,0,3489,192,3446,149,3202,287,0,1267,775,1447,580,506,1169,1234
50,0,3489,216,3438,165,3202,287,0,1267,775,1447,580,506,1169,1234
51,0,3489,214,3437,162,3202,287,0,1267,775,1447,580,506,1169,1234
52,1,3321,213,3272,164,3126,195,0,1220,741,1360,559,495,1077,1190
53,0,3472,192,3428,148,3192,280,0,1262,768,1442,578,506,1164,1224
56,1,3316,212,3267,163,3123,193,0,1218,739,1359,559,495,1076,1186
57,1,3308,189,3266,147,3118,190,0,1213,736,1359,559,494,1073,1182
58,0,3369,184,3328,143,3141,228,0,1231,743,1395,566,498,1104,1201
59,1,3276,197,3233,154,3094,182,0,1208,717,1351,558,491,1049,1178
60,0,3352,178,3312,138,3130,222,0,1226,739,1387,564,496,1096,1196
63,0,3352,193,3308,149,3130,222,0,1226,739,1387,564,496,1096,1196
64,0,3352,196,3309,153,3130,222,0,1226,739,1387,564,496,1096,1196
65,0,3352,194,3309,151,3130,222,0,1226,739,1387,564,496,1096,1196
66,1,3268,198,3222,152,3090,178,0,1204,715,1349,558,491,1046,1173
67,0,3349,177,3310,138,3127,222,0,1225,737,1387,564,496,1096,1193
70,0,3349,196,3304,151,3127,222,0,1225,737,1387,564,496,1096,1193
71,1,3268,194,3223,149,3090,178,0,1204,715,1349,558,491,1046,1173
72,0,3337,179,3298,140,3118,219,0,1221,733,1383,561,493,1094,1189
73,0,3337,192,3294,149,3118,219,0,1221,733,1383,561,493,1094,1189
74,0,3337,190,3295,148,3118,219,0,1221,733,1383,561,493,1094,1189
77,1,3267,193,3222,148,3090,177,0,1204,715,1348,558,491,1045,1173
78,0,3327,180,3287,140,3109,218,0,1220,725,1382,561,493,1087,1186
79,1,3263,192,3219,148,3086,177,0,1202,713,1348,558,491,1042,1172
80,1,3263,178,3223,138,3086,177,0,1202,713,1348,558,491,1042,1172
81,0,3276,176,3238,138,3090,186,0,1205,715,1356,558,491,1051,1176
84,0,3276,181,3236,141,3090,186,0,1205,715,1356,558,491,1051,1176
85,0,3276,182,3236,142,3090,186,0,1205,715,1356,558,491,1051,1176
86,0,3276,182,3236,142,3090,186,0,1205,715,1356,558,491,1051,1176
87,1,3241,182,3200,141,3073,168,0,1194,705,1342,556,491,1025,1169
88,0,3276,173,3237,134,3090,186,0,1205,715,1356,558,491,1051,1176
91,0,3276,179,3237,140,3090,186,0,1205,715,1356,558,491,1051,1176
92,1,3241,178,3202,139,3073,168,0,1194,705,1342,556,491,1025,1169
93,1,3241,172,3203,134,3073,168,0,1194,705,1342,556,491,1025,1169
94,0,3262,174,3222,134,3084,178,0,1201,712,1349,557,491,1043,1171
95,0,3262,176,3223,137,3084,178,0,1201,712,1349,557,491,1043,1171
98,0,3262,177,3221,136,3084,178,0,1201,712,1349,557,491,1043,1171
99,0,3262,177,3221,136,3084,178,0,1201,712,1349,557,491,1043,1171
100,0,3262,176,3223,137,3084,178,0,1201,712,1349,557,491,1043,1171
101,0,3262,177,3223,138,3084,178,0,1201,712,1349,557,491,1043,1171
102,0,3262,180,3221,139,3084,178,0,1201,712,1349,557,491,1043,1171
105,1,3231,177,3190,136,3066,165,0,1191,701,1339,556,491,1016,1168
106,1,3230,172,3193,135,3065,165,0,1191,700,1339,556,491,1015,1168
107,0,3252,174,3214,136,3074,178,0,1198,705,1349,557,491,1033,1171
108,1,3229,175,3189,135,3065,164,0,1191,700,1338,556,491,1014,1168
109,0,3251,171,3215,135,3074,177,0,1198,705,1348,557,491,1032,1171
112,1,3229,174,3189,134,3065,164,0,1191,700,1338,556,491,1014,1168
113,1,3229,169,3193,133,3065,164,0,1191,700,1338,556,491,1014,1168
114,1,3229,170,3193,134,3065,164,0,1191,700,1338,556,491,1014,1168
115,0,3230,172,3192,134,3065,165,0,1191,700,1339,556,491,1015,1168
116,0,3230,172,3191,133,3065,165,0,1191,700,1339,556,491,1015,1168
119,1,3221,172,3182,133,3059,162,0,1190,696,1335,555,490,1008,1168
120,0,3230,169,3193,132,3065,165,0,1191,700,1339,556,491,1015,1168
121,0,3230,170,3193,133,3065,165,0,1191,700,1339,556,491,1015,1168
122,0,3230,175,3191,136,3065,165,0,1191,700,1339,556,491,1015,1168
123,0,3230,172,3193,135,3065,165,0,1191,700,1339,556,491,1015,1168
126,0,3230,174,3191,135,3065,165,0,1191,700,1339,556,491,1015,1168
127,0,3230,173,3192,135,3065,165,0,1191,700,1339,556,491,1015,1168
128,1,3221,173,3183,135,3059,162,0,1190,696,1335,555,490,1008,1168
129,0,3230,168,3194,132,3065,165,0,1191,700,1339,556,491,1015,1168
130,0,3230,174,3191,135,3065,165,0,1191,700,1339,556,491,1015,1168
133,0,3230,171,3193,134,3065,165,0,1191,700,1339,556,491,1015,1168
134,0,3230,170,3193,133,3065,165,0,1191,700,1339,556,491,1015,1168
135,0,3230,169,3193,132,3065,165,0,1191,700,1339,556,491,1015,1168
136,0,3230,170,3193,133,3065,165,0,1191,700,1339,556,491,1015,1168
137,0,3230,171,3193,134,3065,165,0,1191,700,1339,556,491,1015,1168
140,0,3230,172,3191,133,3065,165,0,1191,700,1339,556,491,1015,1168
141,0,3230,171,3192,133,3065,165,0,1191,700,1339,556,491,1015,1168
142,0,3230,171,3193,134,3065,165,0,1191,700,1339,556,491,1015,1168
143,0,3230,173,3190,133,3065,165,0,1191,700,1339,556,491,1015,1168
144,0,3230,169,3194,133,3065,165,0,1191,700,1339,556,491,1015,1168
147,0,3230,170,3193,133,3065,165,0,1191,700,1339,556,491,1015,1168
148,0,3230,171,3193,134,3065,165,0,1191,700,1339,556,491,1015,1168
149,0,3230,171,3192,133,3065,165,0,1191,700,1339,556,491,1015,1168
150,0,3230,173,3192,135,3065,165,0,1191,700,1339,556,491,1015,1168
151,0,3230,170,3193,133,3065,165,0,1191,700,1339,556,491,1015,1168
154,0,3230,173,3193,136,3065,165,0,1191,700,1339,556,491,1015,1168
155,0,3230,171,3192,133,3065,165,0,1191,700,1339,556,491,1015,1168
156,0,3230,173,3191,134,3065,165,0,1191,700,1339,556,491,1015,1168
157,0,3230,171,3193,134,3065,165,0,1191,700,1339,556,491,1015,1168
158,0,3230,173,3192,135,3065,165,0,1191,700,1339,556,491,1015,1168
161,0,3230,172,3192,134,3065,165,0,1191,700,1339,556,491,1015,1168
162,0,3230,171,3194,135,3065,165,0,1191,700,1339,556,491,1015,1168
163,1,3221,172,3184,135,3059,162,0,1190,696,1335,555,490,1008,1168
164,0,3230,173,3192,135,3065,165,0,1191,700,1339,556,491,1015,1168
165,0,3230,174,3192,136,3065,165,0,1191,700,1339,556,491,1015,1168
168,1,3221,175,3182,136,3059,162,0,1190,696,1335,555,490,1008,1168
169,1,3221,168,3186,133,3059,162,0,1190,696,1335,555,490,1008,1168
170,0,3226,172,3189,135,3061,165,0,1190,698,1338,555,490,1013,1168
171,1,3220,174,3183,137,3058,162,0,1190,695,1335,555,490,1007,1168
172,0,3224,169,3187,132,3059,165,0,1190,696,1338,555,490,1011,1168
175,0,3224,173,3185,134,3059,165,0,1190,696,1338,555,490,1011,1168
176,0,3224,171,3186,133,3059,165,0,1190,696,1338,555,490,1011,1168
177,0,3224,170,3188,134,3059,165,0,1190,696,1338,555,490,1011,1168
178,1,3219,174,3181,136,3057,162,0,1190,694,1335,555,490,1006,1168
179,0,3224,167,3188,131,3059,165,0,1190,696,1338,555,490,1011,1168
182,0,3224,171,3187,134,3059,165,0,1190,696,1338,555,490,1011,1168
183,1,3219,168,3183,132,3057,162,0,1190,694,1335,555,490,1006,1168
184,0,3224,170,3187,133,3059,165,0,1190,696,1338,555,490,1011,1168
185,0,3224,171,3187,134,3059,165,0,1190,696,1338,555,490,1011,1168
186,0,3224,175,3184,135,3059,165,0,1190,696,1338,555,490,1011,1168
189,0,3224,170,3187,133,3059,165,0,1190,696,1338,555,490,1011,1168
190,0,3224,169,3187,132,3059,165,0,1190,696,1338,555,490,1011,1168
191,0,3224,170,3188,134,3059,165,0,1190,696,1338,555,490,1011,1168
192,0,3224,174,3184,134,3059,165,0,1190,696,1338,555,490,1011,1168
193,0,3224,173,3184,133,3059,165,0,1190,696,1338,555,490,1011,1168
196,0,3224,172,3186,134,3059,165,0,1190,696,1338,555,490,1011,1168
197,0,3224,170,3186,132,3059,165,0,1190,696,1338,555,490,1011,1168
198,0,3224,169,3187,132,3059,165,0,1190,696,1338,555,490,1011,1168
199,0,3224,173,3184,133,3059,165,0,1190,696,1338,555,490,1011,1168
200,0,3224,171,3186,133,3059,165,0,1190,696,1338,555,490,1011,1168
203,0,3224,170,3187,133,3059,165,0,1190,696,1338,555,490,1011,1168
204,0,3224,170,3187,133,3059,165,0,1190,696,1338,555,490,1011,1168
205,1,3219,170,3182,133,3057,162,0,1190,694,1335,555,490,1006,1168
206,0,3224,170,3189,135,3059,165,0,1190,696,1338,555,490,1011,1168
207,0,3224,173,3186,135,3059,165,0,1190,696,1338,555,490,1011,1168
210,0,3224,174,3185,135,3059,165,0,1190,696,1338,555,490,1011,1168
211,1,3219,173,3182,136,3057,162,0,1190,694,1335,555,490,1006,1168
212,0,3224,173,3186,135,3059,165,0,1190,696,1338,555,490,1011,1168
213,0,3224,172,3186,134,3059,165,0,1190,696,1338,555,490,1011,1168
214,0,3224,172,3186,134,3059,165,0,1190,696,1338,555,490,1011,1168
217,0,3224,175,3184,135,3059,165,0,1190,696,1338,555,490,1011,1168
218,1,3219,169,3182,132,3057,162,0,1190,694,1335,555,490,1006,1168
219,0,3224,172,3185,133,3059,165,0,1190,696,1338,555,490,1011,1168
220,0,3224,172,3186,134,3059,165,0,1190,696,1338,555,490,1011,1168
221,0,3224,171,3187,134,3059,165,0,1190,696,1338,555,490,1011,1168
224,0,3224,171,3186,133,3059,165,0,1190,696,1338,555,490,1011,1168
225,0,3224,170,3186,132,3059,165,0,1190,696,1338,555,490,1011,1168
226,1,3219,173,3182,136,3057,162,0,1190,694,1335,555,490,1006,1168
227,0,3223,174,3184,135,3058,165,0,1190,695,1338,555,490,1010,1168
228,1,3219,172,3181,134,3057,162,0,1190,694,1335,555,490,1006,1168
231,0,3222,172,3184,134,3057,165,0,1190,694,1338,555,490,1009,1168
232,0,3222,172,3184,134,3057,165,0,1190,694,1338,555,490,1009,1168
233,0,3222,172,3184,134,3057,165,0,1190,694,1338,555,490,1009,1168
234,0,3222,173,3184,135,3057,165,0,1190,694,1338,555,490,1009,1168
235,0,3222,172,3184,134,3057,165,0,1190,694,1338,555,490,1009,1168
238,0,3222,172,3184,134,3057,165,0,1190,694,1338,555,490,1009,1168
239,1,3218,170,3181,133,3056,162,0,1189,694,1335,555,490,1005,1168
240,0,3222,170,3183,131,3057,165,0,1190,694,1338,555,490,1009,1168
241,0,3222,172,3185,135,3057,165,0,1190,694,1338,555,490,1009,1168
242,1,3218,173,3180,135,3056,162,0,1189,694,1335,555,490,1005,1168
245,1,3218,171,3182,135,3056,162,0,1189,694,1335,555,490,1005,1168
246,0,3220,170,3184,134,3057,163,0,1190,694,1336,555,490,1007,1168
247,0,3220,171,3184,135,3057,163,0,1190,694,1336,555,490,1007,1168
248,0,3220,169,3183,132,3057,163,0,1190,694,1336,555,490,1007,1168
249,0,3220,169,3184,133,3057,163,0,1190,694,1336,555,490,1007,1168
252,0,3220,171,3183,134,3057,163,0,1190,694,1336,555,490,1007,1168
253,1,3217,170,3180,133,3055,162,0,1188,694,1335,555,490,1004,1168
254,0,3220,169,3183,132,3057,163,0,1190,694,1336,555,490,1007,1168
255,1,3217,170,3182,135,3055,162,0,1188,694,1335,555,490,1004,1168
256,0,3219,171,3182,134,3056,163,0,1189,694,1336,555,490,1006,1168
259,1,3217,170,3181,134,3055,162,0,1188,694,1335,555,490,1004,1168
260,0,3218,169,3182,133,3056,162,0,1189,694,1335,555,490,1005,1168
261,0,3218,169,3181,132,3056,162,0,1189,694,1335,555,490,1005,1168
262,0,3218,172,3182,136,3056,162,0,1189,694,1335,555,490,1005,1168
263,0,3218,169,3181,132,3056,162,0,1189,694,1335,555,490,1005,1168
266,1,3216,169,3180,133,3054,162,0,1188,693,1335,555,490,1003,1168
267,0,3218,168,3180,130,3056,162,0,1189,694,1335,555,490,1005,1168
268,1,3216,169,3179,132,3054,162,0,1188,693,1335,555,490,1003,1168
269,0,3217,169,3180,132,3055,162,0,1188,694,1335,555,490,1004,1168
270,0,3217,171,3179,133,3055,162,0,1188,694,1335,555,490,1004,1168
273,0,3217,169,3181,133,3055,162,0,1188,694,1335,555,490,1004,1168
274,0,3217,170,3179,132,3055,162,0,1188,694,1335,555,490,1004,1168
275,1,3215,168,3179,132,3053,162,0,1188,692,1335,555,490,1002,1168
276,1,3215,168,3179,132,3053,162,0,1188,692,1335,555,490,1002,1168
277,0,3216,167,3181,132,3054,162,0,1188,693,1335,555,490,1003,1168
280,0,3216,166,3181,131,3054,162,0,1188,693,1335,555,490,1003,1168
281,0,3216,169,3179,132,3054,162,0,1188,693,1335,555,490,1003,1168
282,1,3215,166,3180,131,3053,162,0,1188,692,1335,555,490,1002,1168
283,0,3216,170,3177,131,3054,162,0,1188,693,1335,555,490,1003,1168
284,0,3216,169,3181,134,3054,162,0,1188,693,1335,555,490,1003,1168
287,0,3216,170,3177,131,3054,162,0,1188,693,1335,555,490,1003,1168
288,0,3216,168,3180,132,3054,162,0,1188,693,1335,555,490,1003,1168
289,0,3216,167,3180,131,3054,162,0,1188,693,1335,555,490,1003,1168
290,1,3215,168,3178,131,3053,162,0,1188,692,1335,555,490,1002,1168
291,0,3216,169,3179,132,3054,162,0,1188,693,1335,555,490,1003,1168
294,0,3216,165,3181,130,3054,162,0,1188,693,1335,555,490,1003,1168
295,1,3215,169,3179,133,3053,162,0,1188,692,1335,555,490,1002,1168
296,0,3215,168,3179,132,3053,162,0,1188,692,1335,555,490,1002,1168
