Day,Rain,ActiveMode,ActiveNorm,ActiveModeCounterToInactiveNorm,InactiveModeCounterToActiveNorm,LocalCommute,CityCommute,DistantCommute,Subculture A,Subculture B,Subculture C,0,1,4,3
0,0,14828,14828,0,0,4932,4808,5088,5032,4930,4866,3669,3788,3817,3554
1,0,9662,18114,3756,12208,4932,4713,17,3306,3142,3214,2381,2423,2518,2340
2,1,4522,6774,3154,5406,3987,535,0,1587,1144,1791,825,807,1460,1430
3,0,6904,421,6733,250,4616,2288,0,2462,1679,2763,1548,1375,2029,1952
4,0,7034,2379,6223,1568,4647,2387,0,2501,1726,2807,1593,1423,2045,1973
7,1,4070,2544,3476,1950,3647,423,0,1412,1013,1645,739,655,1355,1321
8,0,5798,301,5676,179,4327,1471,0,2085,1335,2378,1233,1049,1847,1669
9,1,3802,1148,3502,848,3468,334,0,1317,932,1553,689,601,1299,1213
10,0,4873,240,4783,150,3993,880,0,1759,1121,1993,957,820,1617,1479
11,1,3564,550,3418,404,3307,257,0,1245,836,1483,650,565,1211,1138
14,1,3408,196,3356,144,3182,226,0,1211,757,1440,622,545,1167,1074
15,0,3927,163,3880,116,3490,437,0,1382,893,1652,724,603,1355,1245
16,1,3280,270,3212,202,3099,181,0,1181,707,1392,607,526,1098,1049
17,0,3696,133,3663,100,3338,358,0,1310,812,1574,677,567,1283,1169
18,0,3700,216,3637,153,3339,361,0,1313,813,1574,677,567,1284,1172
21,0,3700,215,3637,152,3339,361,0,1313,813,1574,677,567,1284,1172
22,0,3700,214,3637,151,3339,361,0,1313,813,1574,677,567,1284,1172
23,1,3227,213,3167,153,3065,162,0,1169,686,1372,603,521,1073,1030
24,0,3632,132,3600,100,3285,347,0,1292,780,1560,669,561,1260,1142
25,0,3634,205,3574,145,3285,349,0,1292,780,1562,669,561,1260,1144
28,0,3634,208,3573,147,3285,349,0,1292,780,1562,669,561,1260,1144
29,0,3634,207,3575,148,3285,349,0,1292,780,1562,669,561,1260,1144
30,0,3634,207,3575,148,3285,349,0,1292,780,1562,669,561,1260,1144
31,0,3634,205,3574,145,3285,349,0,1292,780,1562,669,561,1260,1144
32,0,3634,202,3575,143,3285,349,0,1292,780,1562,669,561,1260,1144
35,1,3211,202,3154,145,3051,160,0,1164,681,1366,602,519,1067,1023
36,0,3615,133,3582,100,3268,347,0,1290,765,1560,663,554,1257,1141
37,0,3616,198,3556,138,3268,348,0,1290,765,1561,663,554,1257,1142
38,0,3616,197,3558,139,3268,348,0,1290,765,1561,663,554,1257,1142
39,0,3616,196,3558,138,3268,348,0,1290,765,1561,663,554,1257,1142
42,0,3616,197,3558,139,3268,348,0,1290,765,1561,663,554,1257,1142
43,1,3208,199,3152,143,3049,159,0,1164,679,1365,602,518,1066,1022
44,1,3180,133,3150,103,3029,151,0,1162,664,1354,598,516,1054,1012
45,0,3374,134,3343,103,3092,282,0,1213,687,1474,624,528,1159,1063
46,1,3132,145,3098,111,2990,142,0,1146,644,1342,596,513,1023,1000
49,0,3272,125,3244,97,3052,220,0,1181,675,1416,605,521,1109,1037
50,0,3274,139,3241,106,3053,221,0,1181,676,1417,606,521,1110,1037
51,0,3274,140,3241,107,3053,221,0,1181,676,1417,606,521,1110,1037
52,1,3116,140,3083,107,2982,134,0,1141,639,1336,595,513,1014,994
