Day,ActiveMode,ActiveModeCounterToInactiveNorm,InactiveModeCounterToActiveNorm,ActiveNorm,Rain
0,9648,0,0,9648,1
1,9529,19,314,9824,0
2,7822,2,2004,9824,1
3,7822,2,2004,9824,1
7,9489,19,354,9824,0
8,9489,19,354,9824,0
9,9489,19,354,9824,0
10,7822,2,2004,9824,1
14,9473,19,370,9824,0
15,9473,19,370,9824,0
16,9473,19,370,9824,0
17,9473,19,370,9824,0
21,7822,2,2004,9824,1
22,7822,2,2004,9824,1
23,9428,20,415,9823,0
24,9428,20,415,9823,0
28,7822,2,2003,9823,1
29,7822,2,2001,9821,1
30,7822,2,2001,9821,1
31,9316,22,526,9820,0
35,7822,2,2000,9820,1
36,7822,2,2000,9820,1
37,9236,24,602,9814,0
38,9236,24,601,9813,0
42,7822,2,1994,9814,1
43,9236,24,597,9809,0
44,7822,2,1986,9806,1
45,7822,2,1982,9802,1
49,9178,27,633,9784,0
50,7822,2,1957,9777,1
51,7822,2,1947,9767,1
52,7822,2,1934,9754,1
56,9052,33,717,9736,0
57,7822,2,1899,9719,1
58,9052,33,688,9707,0
59,9052,33,681,9700,0
63,9052,32,668,9688,0
64,7822,2,1857,9677,1
65,7822,2,1845,9665,1
66,7822,2,1826,9646,1
70,9038,33,637,9642,0
71,9038,33,624,9629,0
72,9038,32,613,9619,0
73,9038,31,603,9610,0
77,9038,29,593,9602,0
78,9038,29,585,9594,0
79,7822,2,1769,9589,1
80,9038,28,572,9582,0
84,9038,28,567,9577,0
85,7822,2,1754,9574,1
86,9038,27,556,9567,0
87,7822,2,1743,9563,1
91,7822,2,1740,9560,1
92,7822,2,1736,9556,1
93,9038,30,543,9551,0
94,7822,2,1728,9548,1
98,9038,30,536,9544,0
99,9038,29,535,9544,0
100,7822,2,1722,9542,1
101,9038,29,525,9534,0
105,9038,28,525,9535,0
106,7822,2,1713,9533,1
107,9038,28,523,9533,0
108,9038,28,519,9529,0
112,9038,28,517,9527,0
113,7822,2,1706,9526,1
114,7822,2,1703,9523,1
115,9038,28,512,9522,0
119,7822,2,1702,9522,1
120,7822,2,1701,9521,1
121,9038,31,511,9518,0
122,9038,30,508,9516,0
126,9038,29,508,9517,0
127,9038,28,507,9517,0
128,9038,27,507,9518,0
129,9038,26,506,9518,0
133,9038,26,504,9516,0
134,9038,26,503,9515,0
135,7822,2,1697,9517,1
136,9038,24,503,9517,0
140,7822,2,1697,9517,1
