Day,Rain,ActiveMode,ActiveNorm,ActiveModeCounterToInactiveNorm,InactiveModeCounterToActiveNorm,LocalCommute,CityCommute,DistantCommute,Subculture A,Subculture B,Subculture C,0,1,4,3
0,0,49531,49531,0,0,28981,20550,0,16539,0,32992,8138,12492,12477,16424
1,0,49519,42861,24004,17346,28981,20538,0,16539,0,32980,8133,12485,12477,16424
2,1,37715,42816,16770,21871,27335,10380,0,14231,0,23484,4080,6956,11583,15096
3,0,49078,18964,36573,6459,28967,20111,0,16525,0,32553,7966,12212,12477,16423
4,1,37659,42118,16887,21346,27300,10359,0,14188,0,23471,4080,6920,11575,15084
7,0,47795,18894,35336,6435,28863,18932,0,16407,0,31388,7434,11512,12456,16393
8,0,48207,39800,24041,15634,28902,19305,0,16449,0,31758,7560,11791,12457,16399
9,0,48208,40604,23643,16039,28902,19306,0,16449,0,31759,7561,11791,12457,16399
10,1,37532,40625,17189,20282,27231,10301,0,14096,0,23436,4080,6850,11559,15043
11,0,46033,18640,33750,6357,28659,17374,0,16167,0,29866,6743,10560,12424,16306
14,1,37053,35844,18368,17159,26925,10128,0,13734,0,23319,4077,6559,11498,14919
15,1,35966,17799,25651,7484,26246,9720,0,12881,0,23085,4076,5912,11395,14583
16,1,35660,15978,26185,6503,26058,9602,0,12639,0,23021,4076,5732,11375,14477
17,1,35535,15413,26390,6268,25983,9552,0,12537,0,22998,4076,5660,11369,14430
18,1,35491,15252,26435,6196,25958,9533,0,12502,0,22989,4076,5636,11368,14411
21,1,35472,15174,26451,6153,25946,9526,0,12486,0,22986,4076,5624,11368,14404
22,0,35813,15142,26814,6143,26137,9676,0,12748,0,23065,4080,5816,11387,14530
23,0,35818,15753,26463,6398,26142,9676,0,12753,0,23065,4080,5821,11387,14530
24,0,35818,15762,26466,6410,26142,9676,0,12753,0,23065,4080,5821,11387,14530
25,0,35818,15776,26447,6405,26142,9676,0,12753,0,23065,4080,5821,11387,14530
28,0,35818,15755,26469,6406,26142,9676,0,12753,0,23065,4080,5821,11387,14530
29,0,35818,15770,26459,6411,26142,9676,0,12753,0,23065,4080,5821,11387,14530
30,0,35818,15763,26460,6405,26142,9676,0,12753,0,23065,4080,5821,11387,14530
31,1,33499,15764,24205,6470,25224,8275,0,11295,0,22204,4073,5042,10898,13486
32,0,35805,11996,28561,4752,26131,9674,0,12742,0,23063,4080,5810,11387,14528
35,1,33495,15759,24199,6463,25221,8274,0,11292,0,22203,4073,5040,10897,13485
36,0,35715,11998,28471,4754,26083,9632,0,12671,0,23044,4080,5764,11382,14489
37,1,33453,15580,24248,6375,25201,8252,0,11260,0,22193,4073,5022,10896,13462
38,1,33265,11905,26112,4752,25136,8129,0,11148,0,22117,4073,4967,10883,13342
39,1,33247,11722,26201,4676,25132,8115,0,11138,0,22109,4073,4963,10883,13328
42,1,33246,11717,26207,4678,25132,8114,0,11137,0,22109,4073,4963,10883,13327
43,0,33485,11735,26423,4673,25202,8283,0,11273,0,22212,4075,5030,10906,13474
44,0,33485,11999,26268,4782,25202,8283,0,11273,0,22212,4075,5030,10906,13474
45,0,33485,11993,26268,4776,25202,8283,0,11273,0,22212,4075,5030,10906,13474
46,0,33485,12005,26264,4784,25202,8283,0,11273,0,22212,4075,5030,10906,13474
