Day,Rain,ActiveMode,ActiveNorm,ActiveModeCounterToInactiveNorm,InactiveModeCounterToActiveNorm,LocalCommute,CityCommute,DistantCommute,Subculture A,Subculture B,Subculture C,0,1,2,3
0,0,45293,45293,0,0,24519,20774,0,12364,0,32929,8136,12338,8248,16571
1,0,43168,28516,25490,10838,24519,18649,0,12364,0,30804,8123,12336,6138,16571
2,1,29753,26118,17495,13860,22520,7233,0,10484,0,19269,4097,6894,3412,15350
3,0,40570,8899,34562,2891,24494,16076,0,12350,0,28220,7635,12113,4254,16568
4,1,29163,23058,18023,11918,21944,7219,0,10441,0,18722,4097,6854,2874,15338
7,0,38561,8551,32822,2812,24318,14243,0,12282,0,26279,6533,11438,4034,16556
8,0,38988,20393,26239,7644,24351,14637,0,12314,0,26674,6684,11705,4038,16561
9,0,38990,20988,25900,7898,24351,14639,0,12314,0,26676,6685,11706,4038,16561
10,1,28958,21013,18538,10593,21780,7178,0,10345,0,18613,4097,6779,2785,15297
11,0,36401,8335,30833,2767,23967,12434,0,12092,0,24309,5565,10529,3825,16482
14,1,28390,16712,19618,7940,21350,7040,0,9980,0,18410,4096,6478,2652,15164
15,1,27336,7791,22886,3341,20585,6751,0,9154,0,18182,4095,5796,2569,14876
16,1,27013,6728,23069,2784,20356,6657,0,8880,0,18133,4095,5574,2562,14782
17,1,26891,6419,23117,2645,20279,6612,0,8782,0,18109,4095,5500,2561,14735
18,1,26845,6299,23136,2590,20251,6594,0,8745,0,18100,4095,5472,2561,14717
21,1,26826,6274,23133,2581,20245,6581,0,8734,0,18092,4095,5466,2561,14704
22,0,27132,6245,23448,2561,20431,6701,0,8981,0,18151,4095,5653,2562,14822
23,0,27134,6561,23267,2694,20433,6701,0,8983,0,18151,4095,5655,2562,14822
24,0,27134,6553,23267,2686,20433,6701,0,8983,0,18151,4095,5655,2562,14822
25,0,27134,6556,23273,2695,20433,6701,0,8983,0,18151,4095,5655,2562,14822
28,0,27134,6558,23274,2698,20433,6701,0,8983,0,18151,4095,5655,2562,14822
