Day,Rain,ActiveMode,ActiveNorm,ActiveModeCounterToInactiveNorm,InactiveModeCounterToActiveNorm,LocalCommute,CityCommute,DistantCommute,Subculture A,Subculture B,Subculture C,0,1,2,3
0,0,45487,45487,0,0,24941,20546,0,12260,0,33227,8266,12379,8339,16503
1,0,43435,28842,25600,11007,24940,18495,0,12259,0,31176,8258,12377,6297,16503
2,1,29715,26339,17436,14060,22849,6866,0,10301,0,19414,4082,6970,3438,15225
3,0,40748,8653,34859,2764,24924,15824,0,12244,0,28504,7704,12158,4389,16497
4,1,29216,23157,18082,12023,22364,6852,0,10260,0,18956,4082,6930,2991,15213
7,0,38561,8371,32917,2727,24723,13838,0,12148,0,26413,6539,11427,4127,16468
8,0,39024,20256,26340,7572,24757,14267,0,12184,0,26840,6698,11715,4132,16479
9,0,39025,20859,25980,7814,24757,14268,0,12184,0,26841,6699,11715,4132,16479
10,1,29008,20855,18669,10516,22191,6817,0,10169,0,18839,4082,6853,2895,15178
11,0,36306,8187,30826,2707,24334,11972,0,11942,0,24364,5574,10469,3873,16390
14,1,28368,16526,19683,7841,21727,6641,0,9777,0,18591,4080,6541,2742,15005
15,1,27319,7558,23013,3252,20999,6320,0,8974,0,18345,4079,5905,2651,14684
16,1,26985,6503,23210,2728,20786,6199,0,8708,0,18277,4079,5695,2648,14563
17,1,26830,6156,23250,2576,20693,6137,0,8581,0,18249,4079,5602,2648,14501
18,1,26765,6025,23246,2506,20654,6111,0,8531,0,18234,4079,5563,2648,14475
21,1,26734,5969,23258,2493,20638,6096,0,8506,0,18228,4079,5547,2648,14460
22,0,27100,5926,23649,2475,20850,6250,0,8796,0,18304,4079,5761,2648,14612
23,0,27103,6266,23465,2628,20852,6251,0,8798,0,18305,4079,5763,2648,14613
24,0,27103,6270,23458,2625,20852,6251,0,8798,0,18305,4079,5763,2648,14613
25,0,27103,6282,23454,2633,20852,6251,0,8798,0,18305,4079,5763,2648,14613
28,0,27103,6261,23468,2626,20852,6251,0,8798,0,18305,4079,5763,2648,14613
29,0,27103,6288,23453,2638,20852,6251,0,8798,0,18305,4079,5763,2648,14613
30,0,27103,6278,23456,2631,20852,6251,0,8798,0,18305,4079,5763,2648,14613
31,1,24868,6271,21237,2640,19704,5164,0,7414,0,17454,4078,4919,2349,13522
32,0,27090,4379,24538,1827,20845,6245,0,8787,0,18303,4079,5756,2648,14607
35,1,24865,6271,21240,2646,19703,5162,0,7412,0,17453,4078,4918,2349,13520
36,0,26994,4359,24456,1821,20789,6205,0,8711,0,18283,4079,5700,2647,14568
37,1,24835,6172,21250,2587,19697,5138,0,7398,0,17437,4078,4912,2349,13496
38,1,24573,4330,22053,1810,19600,4973,0,7241,0,17332,4078,4832,2333,13330
39,1,24545,4232,22093,1780,19589,4956,0,7223,0,17322,4078,4823,2331,13313
42,1,24542,4226,22100,1784,19589,4953,0,7222,0,17320,4078,4823,2331,13310
43,0,24840,4233,22382,1775,19691,5149,0,7397,0,17443,4078,4914,2343,13505
44,0,24844,4360,22308,1824,19692,5152,0,7401,0,17443,4078,4915,2343,13508
45,0,24844,4368,22305,1829,19692,5152,0,7401,0,17443,4078,4915,2343,13508
46,0,24844,4364,22312,1832,19692,5152,0,7401,0,17443,4078,4915,2343,13508
49,0,24844,4354,22309,1819,19692,5152,0,7401,0,17443,4078,4915,2343,13508
50,1,23687,4370,21151,1834,19334,4353,0,6751,0,16936,4077,4678,2232,12700
51,1,23567,3490,21597,1520,19307,4260,0,6682,0,16885,4077,4656,2230,12604
52,0,24634,3409,22710,1485,19616,5018,0,7279,0,17355,4078,4851,2331,13374
53,0,24635,4254,22169,1788,19617,5018,0,7280,0,17355,4078,4852,2331,13374
56,0,24635,4268,22155,1788,19617,5018,0,7280,0,17355,4078,4852,2331,13374
57,0,24635,4275,22152,1792,19617,5018,0,7280,0,17355,4078,4852,2331,13374
58,0,24635,4286,22148,1799,19617,5018,0,7280,0,17355,4078,4852,2331,13374
59,1,23524,4280,21057,1813,19298,4226,0,6659,0,16865,4077,4650,2228,12569
60,0,24633,3350,22752,1469,19615,5018,0,7279,0,17354,4077,4851,2331,13374
63,0,24633,4270,22160,1797,19615,5018,0,7279,0,17354,4077,4851,2331,13374
64,0,24633,4285,22151,1803,19615,5018,0,7279,0,17354,4077,4851,2331,13374
65,0,24633,4265,22168,1800,19615,5018,0,7279,0,17354,4077,4851,2331,13374
