Day,Rain,ActiveMode,ActiveNorm,ActiveModeCounterToInactiveNorm,InactiveModeCounterToActiveNorm,LocalCommute,CityCommute,DistantCommute,Subculture A,Subculture B,Subculture C,0,1,2,3
0,0,45600,45600,0,0,25055,20545,0,12480,0,33120,8357,12263,8331,16649
1,0,43565,29552,25318,11305,25055,18510,0,12480,0,31085,8347,12260,6309,16649
2,1,30069,26886,17446,14263,22976,7093,0,10644,0,19425,4199,6980,3378,15512
3,0,40797,9376,34483,3062,25028,15769,0,12472,0,28325,7777,12075,4297,16648
4,1,29509,23646,18054,12191,22432,7077,0,10603,0,18906,4199,6944,2869,15497
7,0,38782,9040,32755,3013,24823,13959,0,12382,0,26400,6657,11437,4060,16628
8,0,39198,20831,26227,7860,24854,14344,0,12415,0,26783,6806,11694,4063,16635
9,0,39200,21475,25844,8119,24854,14346,0,12415,0,26785,6806,11696,4063,16635
10,1,29309,21485,18624,10800,22268,7041,0,10512,0,18797,4198,6868,2780,15463
11,0,36715,8887,30802,2974,24458,12257,0,12193,0,24522,5742,10573,3833,16567
14,1,28784,17420,19659,8295,21869,6915,0,10194,0,18590,4198,6605,2641,15340
15,1,27789,8373,23019,3603,21172,6617,0,9439,0,18350,4197,5991,2555,15046
16,1,27520,7385,23216,3081,20994,6526,0,9222,0,18298,4197,5823,2546,14954
17,1,27379,6949,23301,2871,20896,6483,0,9106,0,18273,4197,5728,2544,14910
18,1,27321,6814,23308,2801,20851,6470,0,9057,0,18264,4197,5684,2543,14897
21,1,27298,6757,23321,2780,20838,6460,0,9036,0,18262,4197,5671,2543,14887
22,0,27620,6736,23652,2768,21053,6567,0,9305,0,18315,4197,5885,2545,14993
23,0,27622,7136,23431,2945,21054,6568,0,9307,0,18315,4197,5886,2545,14994
24,0,27622,7150,23417,2945,21054,6568,0,9307,0,18315,4197,5886,2545,14994
25,0,27622,7164,23416,2958,21054,6568,0,9307,0,18315,4197,5886,2545,14994
28,0,27622,7151,23418,2947,21054,6568,0,9307,0,18315,4197,5886,2545,14994
29,0,27622,7145,23423,2946,21054,6568,0,9307,0,18315,4197,5886,2545,14994
30,0,27622,7141,23424,2943,21054,6568,0,9307,0,18315,4197,5886,2545,14994
31,1,25551,7149,21366,2964,19889,5662,0,7967,0,17584,4197,5010,2257,14087
32,0,27617,5020,24646,2049,21050,6567,0,9302,0,18315,4197,5882,2545,14993
35,1,25549,7136,21374,2961,19888,5661,0,7966,0,17583,4197,5009,2257,14086
36,0,27518,5011,24553,2046,20980,6538,0,9216,0,18302,4197,5813,2544,14964
37,1,25465,6952,21380,2867,19848,5617,0,7907,0,17558,4197,4971,2256,14041
38,1,25256,4960,22341,2045,19756,5500,0,7772,0,17484,4197,4901,2237,13921
39,1,25235,4861,22385,2011,19752,5483,0,7754,0,17481,4197,4897,2237,13904
42,1,25230,4836,22383,1989,19751,5479,0,7752,0,17478,4197,4896,2237,13900
43,0,25518,4837,22673,1992,19866,5652,0,7944,0,17574,4197,4995,2253,14073
44,0,25521,5001,22568,2048,19868,5653,0,7947,0,17574,4197,4997,2253,14074
45,0,25521,5015,22557,2051,19868,5653,0,7947,0,17574,4197,4997,2253,14074
46,0,25521,5008,22563,2050,19868,5653,0,7947,0,17574,4197,4997,2253,14074
49,0,25521,5004,22568,2051,19868,5653,0,7947,0,17574,4197,4997,2253,14074
50,1,24417,5002,21473,2058,19444,4973,0,7303,0,17114,4197,4704,2128,13388
51,1,24336,4117,21932,1713,19418,4918,0,7260,0,17076,4197,4689,2117,13333
52,0,25319,4081,22934,1696,19781,5538,0,7817,0,17502,4197,4927,2237,13958
53,0,25321,4884,22444,2007,19782,5539,0,7819,0,17502,4197,4928,2237,13959
56,0,25321,4895,22437,2011,19782,5539,0,7819,0,17502,4197,4928,2237,13959
57,0,25321,4885,22440,2004,19782,5539,0,7819,0,17502,4197,4928,2237,13959
58,0,25321,4893,22440,2012,19782,5539,0,7819,0,17502,4197,4928,2237,13959
59,1,24285,4888,21416,2019,19413,4872,0,7232,0,17053,4197,4686,2115,13287
60,0,25314,3995,22987,1668,19776,5538,0,7815,0,17499,4197,4924,2236,13957
63,0,25316,4883,22440,2007,19778,5538,0,7816,0,17500,4197,4925,2237,13957
64,0,25316,4884,22437,2005,19778,5538,0,7816,0,17500,4197,4925,2237,13957
65,0,25316,4879,22440,2003,19778,5538,0,7816,0,17500,4197,4925,2237,13957
66,1,24285,4880,21419,2014,19413,4872,0,7232,0,17053,4197,4686,2115,13287
67,0,25311,4004,22978,1671,19774,5537,0,7814,0,17497,4197,4924,2234,13956
70,0,25311,4876,22436,2001,19774,5537,0,7814,0,17497,4197,4924,2234,13956
71,0,25311,4872,22440,2001,19774,5537,0,7814,0,17497,4197,4924,2234,13956
72,0,25311,4886,22430,2005,19774,5537,0,7814,0,17497,4197,4924,2234,13956
73,0,25311,4883,22431,2003,19774,5537,0,7814,0,17497,4197,4924,2234,13956
74,0,25311,4894,22430,2013,19774,5537,0,7814,0,17497,4197,4924,2234,13956
77,1,24284,4881,21417,2014,19412,4872,0,7232,0,17052,4197,4686,2114,13287
78,0,25310,3997,22988,1675,19774,5536,0,7814,0,17496,4197,4924,2234,13955
79,1,24283,4887,21421,2025,19412,4871,0,7231,0,17052,4197,4686,2114,13286
80,0,25212,3992,22888,1668,19716,5496,0,7770,0,17442,4197,4906,2198,13911
81,0,25226,4829,22384,1987,19720,5506,0,7778,0,17448,4197,4909,2199,13921
84,0,25226,4821,22377,1972,19720,5506,0,7778,0,17448,4197,4909,2199,13921
85,1,24267,4822,21429,1984,19405,4862,0,7226,0,17041,4197,4685,2108,13277
86,0,25073,3981,22753,1661,19625,5448,0,7713,0,17360,4197,4878,2135,13863
87,0,25081,4712,22301,1932,19628,5453,0,7719,0,17362,4197,4881,2135,13868
88,1,24194,4727,21407,1940,19359,4835,0,7201,0,16993,4197,4672,2075,13250
91,1,24168,3937,21882,1651,19353,4815,0,7190,0,16978,4197,4667,2074,13230
92,0,24294,3941,22000,1647,19415,4879,0,7239,0,17055,4197,4689,2114,13294
93,0,24294,4005,21962,1673,19415,4879,0,7239,0,17055,4197,4689,2114,13294
94,0,24294,4012,21959,1677,19415,4879,0,7239,0,17055,4197,4689,2114,13294
95,1,23691,4021,21361,1691,19273,4418,0,6928,0,16763,4197,4598,2068,12828
98,0,24291,3527,22255,1491,19414,4877,0,7237,0,17054,4197,4688,2114,13292
99,1,23689,4007,21368,1686,19273,4416,0,6927,0,16762,4197,4598,2068,12826
100,0,24272,3528,22235,1491,19404,4868,0,7231,0,17041,4197,4686,2106,13283
101,0,24273,3991,21948,1666,19404,4869,0,7231,0,17042,4197,4686,2106,13284
102,0,24273,3982,21954,1663,19404,4869,0,7231,0,17042,4197,4686,2106,13284
105,1,23685,3988,21374,1677,19273,4412,0,6924,0,16761,4197,4598,2068,12822
106,1,23620,3520,21595,1495,19261,4359,0,6893,0,16727,4197,4587,2068,12768
107,0,24156,3489,22151,1484,19346,4810,0,7184,0,16972,4197,4667,2072,13220
108,1,23564,3928,21295,1659,19243,4321,0,6872,0,16692,4197,4580,2057,12730
109,1,23552,3456,21578,1482,19243,4309,0,6864,0,16688,4197,4580,2057,12718
112,0,23693,3449,21718,1474,19273,4420,0,6929,0,16764,4197,4599,2068,12829
113,0,23693,3528,21668,1503,19273,4420,0,6929,0,16764,4197,4599,2068,12829
114,0,23693,3534,21663,1504,19273,4420,0,6929,0,16764,4197,4599,2068,12829
115,0,23693,3521,21668,1496,19273,4420,0,6929,0,16764,4197,4599,2068,12829
116,1,23183,3524,21160,1501,19202,3981,0,6647,0,16536,4197,4543,2056,12387
119,0,23692,3119,21948,1375,19273,4419,0,6928,0,16764,4197,4599,2068,12828
120,1,23183,3533,21154,1504,19202,3981,0,6647,0,16536,4197,4543,2056,12387
121,0,23659,3109,21925,1375,19267,4392,0,6912,0,16747,4197,4593,2068,12801
122,0,23661,3532,21628,1499,19267,4394,0,6913,0,16748,4197,4593,2068,12803
123,1,23174,3526,21149,1501,19202,3972,0,6640,0,16534,4197,4543,2056,12378
126,0,23608,3098,21878,1368,19250,4358,0,6888,0,16720,4197,4586,2061,12764
127,0,23608,3483,21613,1488,19250,4358,0,6888,0,16720,4197,4586,2061,12764
128,1,23151,3484,21160,1493,19197,3954,0,6629,0,16522,4197,4541,2054,12359
129,0,23587,3077,21872,1362,19246,4341,0,6881,0,16706,4197,4586,2057,12747
130,1,23137,3471,21146,1480,19190,3947,0,6626,0,16511,4197,4540,2048,12352
133,1,23069,3067,21365,1363,19166,3903,0,6579,0,16490,4197,4519,2048,12305
134,0,23190,3052,21488,1350,19201,3989,0,6650,0,16540,4197,4543,2056,12394
135,0,23191,3126,21445,1380,19201,3990,0,6651,0,16540,4197,4543,2056,12395
136,0,23191,3124,21446,1379,19201,3990,0,6651,0,16540,4197,4543,2056,12395
137,0,23191,3115,21446,1370,19201,3990,0,6651,0,16540,4197,4543,2056,12395
140,0,23191,3115,21449,1373,19201,3990,0,6651,0,16540,4197,4543,2056,12395
141,0,23191,3121,21446,1376,19201,3990,0,6651,0,16540,4197,4543,2056,12395
142,1,22725,3108,20995,1378,19129,3596,0,6379,0,16346,4197,4491,2048,11989
143,0,23190,2798,21684,1292,19201,3989,0,6650,0,16540,4197,4543,2056,12394
144,1,22725,3129,20980,1384,19129,3596,0,6379,0,16346,4197,4491,2048,11989
147,0,23184,2787,21678,1281,19198,3986,0,6647,0,16537,4197,4543,2056,12388
148,1,22722,3112,20985,1375,19127,3595,0,6377,0,16345,4197,4490,2048,11987
149,1,22659,2784,21158,1283,19112,3547,0,6344,0,16315,4197,4476,2048,11938
150,1,22654,2765,21163,1274,19112,3542,0,6342,0,16312,4197,4476,2048,11933
151,1,22654,2754,21172,1272,19112,3542,0,6342,0,16312,4197,4476,2048,11933
154,1,22654,2755,21169,1270,19112,3542,0,6342,0,16312,4197,4476,2048,11933
155,0,22696,2764,21206,1274,19121,3575,0,6363,0,16333,4197,4485,2048,11966
156,1,22274,2782,20777,1285,19069,3205,0,6141,0,16133,4197,4440,2048,11589
157,1,22240,2570,20882,1212,19060,3180,0,6119,0,16121,4197,4432,2048,11563
158,0,22654,2573,21291,1210,19112,3542,0,6342,0,16312,4197,4476,2048,11933
161,0,22654,2758,21168,1272,19112,3542,0,6342,0,16312,4197,4476,2048,11933
162,1,22221,2767,20741,1287,19058,3163,0,6107,0,16114,4197,4431,2048,11545
163,0,22650,2551,21299,1200,19109,3541,0,6339,0,16311,4197,4476,2048,11929
164,0,22651,2761,21166,1276,19109,3542,0,6339,0,16312,4197,4476,2048,11930
165,0,22651,2753,21172,1274,19109,3542,0,6339,0,16312,4197,4476,2048,11930
168,0,22651,2754,21169,1272,19109,3542,0,6339,0,16312,4197,4476,2048,11930
169,0,22651,2751,21172,1272,19109,3542,0,6339,0,16312,4197,4476,2048,11930
170,0,22651,2755,21166,1270,19109,3542,0,6339,0,16312,4197,4476,2048,11930
171,0,22651,2750,21174,1273,19109,3542,0,6339,0,16312,4197,4476,2048,11930
172,0,22651,2752,21168,1269,19109,3542,0,6339,0,16312,4197,4476,2048,11930
175,1,22221,2746,20749,1274,19058,3163,0,6107,0,16114,4197,4431,2048,11545
176,1,22217,2561,20866,1210,19056,3161,0,6103,0,16114,4197,4429,2048,11543
177,1,22217,2557,20868,1208,19056,3161,0,6103,0,16114,4197,4429,2048,11543
178,0,22447,2560,21097,1210,19075,3372,0,6222,0,16225,4197,4448,2048,11754
179,0,22448,2663,21024,1239,19075,3373,0,6223,0,16225,4197,4448,2048,11755
182,0,22448,2671,21017,1240,19075,3373,0,6223,0,16225,4197,4448,2048,11755
183,0,22448,2656,21028,1236,19075,3373,0,6223,0,16225,4197,4448,2048,11755
184,0,22448,2661,21028,1241,19075,3373,0,6223,0,16225,4197,4448,2048,11755
185,0,22448,2654,21033,1239,19075,3373,0,6223,0,16225,4197,4448,2048,11755
186,0,22448,2665,21025,1242,19075,3373,0,6223,0,16225,4197,4448,2048,11755
189,0,22448,2667,21020,1239,19075,3373,0,6223,0,16225,4197,4448,2048,11755
190,0,22448,2664,21021,1237,19075,3373,0,6223,0,16225,4197,4448,2048,11755
191,0,22448,2670,21024,1246,19075,3373,0,6223,0,16225,4197,4448,2048,11755
192,0,22448,2671,21021,1244,19075,3373,0,6223,0,16225,4197,4448,2048,11755
193,0,22448,2671,21020,1243,19075,3373,0,6223,0,16225,4197,4448,2048,11755
196,0,22448,2665,21024,1241,19075,3373,0,6223,0,16225,4197,4448,2048,11755
197,0,22448,2664,21024,1240,19075,3373,0,6223,0,16225,4197,4448,2048,11755
198,0,22448,2661,21029,1242,19075,3373,0,6223,0,16225,4197,4448,2048,11755
199,0,22448,2658,21036,1246,19075,3373,0,6223,0,16225,4197,4448,2048,11755
200,0,22448,2656,21035,1243,19075,3373,0,6223,0,16225,4197,4448,2048,11755
203,0,22448,2662,21025,1239,19075,3373,0,6223,0,16225,4197,4448,2048,11755
204,0,22448,2672,21025,1249,19075,3373,0,6223,0,16225,4197,4448,2048,11755
205,0,22448,2662,21027,1241,19075,3373,0,6223,0,16225,4197,4448,2048,11755
206,1,22122,2659,20709,1246,19044,3078,0,6050,0,16072,4197,4418,2048,11459
207,0,22448,2519,21131,1202,19075,3373,0,6223,0,16225,4197,4448,2048,11755
210,1,22122,2661,20706,1245,19044,3078,0,6050,0,16072,4197,4418,2048,11459
211,0,22448,2514,21131,1197,19075,3373,0,6223,0,16225,4197,4448,2048,11755
212,0,22448,2666,21023,1241,19075,3373,0,6223,0,16225,4197,4448,2048,11755
213,0,22448,2674,21021,1247,19075,3373,0,6223,0,16225,4197,4448,2048,11755
214,0,22448,2661,21024,1237,19075,3373,0,6223,0,16225,4197,4448,2048,11755
217,0,22448,2661,21031,1244,19075,3373,0,6223,0,16225,4197,4448,2048,11755
218,0,22448,2663,21026,1241,19075,3373,0,6223,0,16225,4197,4448,2048,11755
219,0,22448,2669,21027,1248,19075,3373,0,6223,0,16225,4197,4448,2048,11755
220,0,22448,2670,21024,1246,19075,3373,0,6223,0,16225,4197,4448,2048,11755
