Day,Rain,ActiveMode,ActiveNorm,ActiveModeCounterToInactiveNorm,InactiveModeCounterToActiveNorm,LocalCommute,CityCommute,DistantCommute,Subculture A,Subculture B,Subculture C,0,1,4,3
0,0,49170,49170,0,0,28554,20616,0,16307,0,32863,8091,12293,12408,16378
1,0,49168,43281,23701,17814,28554,20614,0,16307,0,32861,8089,12293,12408,16378
2,1,37408,43292,16622,22506,27014,10394,0,14087,0,23321,4092,6716,11591,15009
3,0,48732,18246,36803,6317,28536,20196,0,16287,0,32445,7945,12005,12407,16375
4,1,37367,42648,16741,22022,26986,10381,0,14053,0,23314,4092,6688,11589,14998
7,0,47486,18179,35610,6303,28431,19055,0,16169,0,31317,7466,11280,12392,16348
8,0,47939,40247,23811,16119,28491,19448,0,16234,0,31705,7592,11594,12394,16359
9,0,47944,41174,23352,16582,28493,19451,0,16237,0,31707,7592,11596,12395,16361
10,1,37253,41172,17075,20994,26915,10338,0,13965,0,23288,4092,6621,11579,14961
11,0,45657,17942,33935,6220,28205,17452,0,15904,0,29753,6758,10280,12359,16260
14,1,36776,36105,18280,17609,26629,10147,0,13615,0,23161,4090,6339,11526,14821
15,1,35626,17105,25863,7342,25921,9705,0,12726,0,22900,4089,5666,11422,14449
16,1,35238,14921,26458,6141,25694,9544,0,12433,0,22805,4089,5444,11412,14293
17,1,35080,14251,26658,5829,25601,9479,0,12309,0,22771,4089,5355,11409,14227
18,1,35016,13973,26750,5707,25562,9454,0,12259,0,22757,4089,5317,11408,14202
21,1,35005,13887,26784,5666,25558,9447,0,12251,0,22754,4089,5313,11408,14195
22,0,35395,13857,27179,5641,25779,9616,0,12542,0,22853,4089,5536,11419,14351
23,0,35396,14557,26796,5957,25780,9616,0,12543,0,22853,4089,5537,11419,14351
24,0,35396,14538,26806,5948,25780,9616,0,12543,0,22853,4089,5537,11419,14351
25,0,35396,14548,26800,5952,25780,9616,0,12543,0,22853,4089,5537,11419,14351
28,0,35396,14543,26798,5945,25780,9616,0,12543,0,22853,4089,5537,11419,14351
29,0,35396,14553,26798,5955,25780,9616,0,12543,0,22853,4089,5537,11419,14351
